Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426365	TFOE_7264_0019c_A	Rv0019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426365/suppl		Tige Rustad	4-Jul-14
GSM1426366	TFOE_7590_0019c	Rv0019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426366/suppl		Tige Rustad	4-Jul-14
GSM1426367	TFOE_8440_0019c_C	Rv0019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426367/suppl		Tige Rustad	4-Jul-14
GSM1426368	TFOE_2323_0020c	Rv0020	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426368/suppl		Tige Rustad	4-Jul-14
GSM1426369	TFOE_9153_0020c_B	Rv0020	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426369/suppl		Tige Rustad	4-Jul-14
GSM1426370	TFOE_9607_0020c_C	Rv0020	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426370/suppl		Tige Rustad	4-Jul-14
GSM1426371	TFOE_1636_0022c_C	Rv0022	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426371/suppl		Tige Rustad	4-Jul-14
GSM1426372	TFOE_6389_0022c_B	Rv0022	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426372/suppl		Tige Rustad	4-Jul-14
GSM1426373	TFOE_7607_0022c	Rv0022	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426373/suppl		Tige Rustad	4-Jul-14
GSM1426374	TFOE_4883_0023	Rv0023	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426374/suppl		Tige Rustad	4-Jul-14
GSM1426375	TFOE_8686_0023_C	Rv0023	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426375/suppl		Tige Rustad	4-Jul-14
GSM1426376	TFOE_9276_0023_B	Rv0023	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426376/suppl		Tige Rustad	4-Jul-14
GSM1426377	TFOE_5294_0038	Rv0038	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426377/suppl		Tige Rustad	4-Jul-14
GSM1426378	TFOE_8173_0038_1	Rv0038	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426378/suppl		Tige Rustad	4-Jul-14
GSM1426379	TFOE_8173_0038_2	Rv0038	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426379/suppl		Tige Rustad	4-Jul-14
GSM1426380	TFOE_8850_0038	Rv0038	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426380/suppl		Tige Rustad	4-Jul-14
GSM1426381	TFOE_2455_0042c_C	Rv0042	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426381/suppl		Tige Rustad	4-Jul-14
GSM1426382	TFOE_2830_0042c	Rv0042	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426382/suppl		Tige Rustad	4-Jul-14
GSM1426383	TFOE_8864_0042c_B	Rv0042	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426383/suppl		Tige Rustad	4-Jul-14
GSM1426384	TFOE_3297_0043c	Rv0043	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426384/suppl		Tige Rustad	4-Jul-14
GSM1426385	TFOE_5695_0043c	Rv0043	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426385/suppl		Tige Rustad	4-Jul-14
GSM1426386	TFOE_9257_0043c	Rv0043	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426386/suppl		Tige Rustad	4-Jul-14
GSM1426387	TFOE_2911_0047c	Rv0047	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426387/suppl		Tige Rustad	4-Jul-14
GSM1426388	TFOE_5167_0047c	Rv0047	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426388/suppl		Tige Rustad	4-Jul-14
GSM1426389	TFOE_7135_0047c	Rv0047	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426389/suppl		Tige Rustad	4-Jul-14
GSM1426390	TFOE_2431_0054	Rv0054	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426390/suppl		Tige Rustad	4-Jul-14
GSM1426391	TFOE_3190_0054	Rv0054	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426391/suppl		Tige Rustad	4-Jul-14
GSM1426392	TFOE_3938_0054	Rv0054	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426392/suppl		Tige Rustad	4-Jul-14
GSM1426393	TFOE_1393_0067c	Rv0067	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426393/suppl		Tige Rustad	4-Jul-14
GSM1426394	TFOE_4167_0067c	Rv0067	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426394/suppl		Tige Rustad	4-Jul-14
GSM1426395	TFOE_6711_0067c	Rv0067	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426395/suppl		Tige Rustad	4-Jul-14
GSM1426396	TFOE_2446_0078	Rv0078	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426396/suppl		Tige Rustad	4-Jul-14
GSM1426397	TFOE_4225_0078_1	Rv0078	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426397/suppl		Tige Rustad	4-Jul-14
GSM1426398	TFOE_4225_0078_2	Rv0078	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426398/suppl		Tige Rustad	4-Jul-14
GSM1426399	TFOE_8209_0078	Rv0078	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426399/suppl		Tige Rustad	4-Jul-14
GSM1426400	TFOE_2284_0081	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426400/suppl		Tige Rustad	4-Jul-14
GSM1426401	TFOE_4177_0081_3B	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426401/suppl		Tige Rustad	4-Jul-14
GSM1426402	TFOE_4428_0081_100ng	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426402/suppl		Tige Rustad	4-Jul-14
GSM1426403	TFOE_6738_0081	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426403/suppl		Tige Rustad	4-Jul-14
GSM1426404	TFOE_7211_0081_2B	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426404/suppl		Tige Rustad	4-Jul-14
GSM1426405	TFOE_8710_0081	Rv0081	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426405/suppl		Tige Rustad	4-Jul-14
GSM1426406	TFOE_1280_0117	Rv0117	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426406/suppl		Tige Rustad	4-Jul-14
GSM1426407	TFOE_3998_0117	Rv0117	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426407/suppl		Tige Rustad	4-Jul-14
GSM1426408	TFOE_4399_0117_C	Rv0117	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426408/suppl		Tige Rustad	4-Jul-14
GSM1426409	TFOE_8531_0117	Rv0117	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426409/suppl		Tige Rustad	4-Jul-14
GSM1426410	TFOE_3110_0135c	Rv0135	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426410/suppl		Tige Rustad	4-Jul-14
GSM1426411	TFOE_4110_0135c	Rv0135	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426411/suppl		Tige Rustad	4-Jul-14
GSM1426412	TFOE_5569_0135c	Rv0135	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426412/suppl		Tige Rustad	4-Jul-14
GSM1426413	TFOE_1872_0144_C	Rv0144	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426413/suppl		Tige Rustad	4-Jul-14
GSM1426414	TFOE_3264_0144_B	Rv0144	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426414/suppl		Tige Rustad	4-Jul-14
GSM1426415	TFOE_8843_0144	Rv0144	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426415/suppl		Tige Rustad	4-Jul-14
GSM1426416	TFOE_9147_0144	Rv0144	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426416/suppl		Tige Rustad	4-Jul-14
GSM1426417	TFOE_2329_0158	Rv0158	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426417/suppl		Tige Rustad	4-Jul-14
GSM1426418	TFOE_4328_0158_C	Rv0158	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426418/suppl		Tige Rustad	4-Jul-14
GSM1426419	TFOE_9582_0158	Rv0158	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426419/suppl		Tige Rustad	4-Jul-14
GSM1426420	TFOE_2934_0165c	Rv0165	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426420/suppl		Tige Rustad	4-Jul-14
GSM1426421	TFOE_4602_0165c	Rv0165	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426421/suppl		Tige Rustad	4-Jul-14
GSM1426422	TFOE_5458_0165c	Rv0165	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426422/suppl		Tige Rustad	4-Jul-14
GSM1426423	TFOE_2281_0182c	Rv0182	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426423/suppl		Tige Rustad	4-Jul-14
GSM1426424	TFOE_3258_0182c	Rv0182	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426424/suppl		Tige Rustad	4-Jul-14
GSM1426425	TFOE_6084_0182c	Rv0182	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426425/suppl		Tige Rustad	4-Jul-14
GSM1426426	TFOE_5169_0195	Rv0195	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426426/suppl		Tige Rustad	4-Jul-14
GSM1426427	TFOE_5687_0195	Rv0195	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426427/suppl		Tige Rustad	4-Jul-14
GSM1426428	TFOE_9056_0195	Rv0195	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426428/suppl		Tige Rustad	4-Jul-14
GSM1426429	TFOE_1153_0212c_B	Rv0212	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426429/suppl		Tige Rustad	4-Jul-14
GSM1426430	TFOE_6052_0212c_C	Rv0212	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426430/suppl		Tige Rustad	4-Jul-14
GSM1426431	TFOE_9308_0212c	Rv0212	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426431/suppl		Tige Rustad	4-Jul-14
GSM1426432	TFOE_1079_0232_C	Rv0232	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426432/suppl		Tige Rustad	4-Jul-14
GSM1426433	TFOE_3113_0232	Rv0232	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426433/suppl		Tige Rustad	4-Jul-14
GSM1426434	TFOE_7879_0232	Rv0232	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426434/suppl		Tige Rustad	4-Jul-14
GSM1426435	TFOE_8581_0232_C	Rv0232	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426435/suppl		Tige Rustad	4-Jul-14
GSM1426436	TFOE_9029_0232_B	Rv0232	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426436/suppl		Tige Rustad	4-Jul-14
GSM1426437	TFOE_1399_0238	Rv0238	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426437/suppl		Tige Rustad	4-Jul-14
GSM1426438	TFOE_1878_0238	Rv0238	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426438/suppl		Tige Rustad	4-Jul-14
GSM1426439	TFOE_7279_0238	Rv0238	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426439/suppl		Tige Rustad	4-Jul-14
GSM1426440	TFOE_1122_0260c	Rv0260	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426440/suppl		Tige Rustad	4-Jul-14
GSM1426441	TFOE_7867_0260c	Rv0260	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426441/suppl		Tige Rustad	4-Jul-14
GSM1426442	TFOE_7938_0260c	Rv0260	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426442/suppl		Tige Rustad	4-Jul-14
GSM1426443	TFOE_2419_0273c_B	Rv0273	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426443/suppl		Tige Rustad	4-Jul-14
GSM1426444	TFOE_5046_0273c	Rv0273	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426444/suppl		Tige Rustad	4-Jul-14
GSM1426445	TFOE_7974_0273c_C	Rv0273	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426445/suppl		Tige Rustad	4-Jul-14
GSM1426446	TFOE_3143_0275c_C	Rv0275	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426446/suppl		Tige Rustad	4-Jul-14
GSM1426447	TFOE_5653_0275c_B	Rv0275	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426447/suppl		Tige Rustad	4-Jul-14
GSM1426448	TFOE_5740_0275c	Rv0275	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426448/suppl		Tige Rustad	4-Jul-14
GSM1426449	TFOE_4853_0302_C	Rv0302	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426449/suppl		Tige Rustad	4-Jul-14
GSM1426450	TFOE_6324_0302	Rv0302	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426450/suppl		Tige Rustad	4-Jul-14
GSM1426451	TFOE_7585_0302_B	Rv0302	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426451/suppl		Tige Rustad	4-Jul-14
GSM1426452	TFOE_3809_0324	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426452/suppl		Tige Rustad	4-Jul-14
GSM1426453	TFOE_4095_0324_B	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426453/suppl		Tige Rustad	4-Jul-14
GSM1426454	TFOE_5627_0324_B	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426454/suppl		Tige Rustad	4-Jul-14
GSM1426455	TFOE_6147_0324	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426455/suppl		Tige Rustad	4-Jul-14
GSM1426456	TFOE_7768_0324_C	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426456/suppl		Tige Rustad	4-Jul-14
GSM1426457	TFOE_8699_0324	Rv0324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426457/suppl		Tige Rustad	4-Jul-14
GSM1426458	TFOE_6251_0328_C	Rv0328	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426458/suppl		Tige Rustad	4-Jul-14
GSM1426459	TFOE_6994_0328_B	Rv0328	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426459/suppl		Tige Rustad	4-Jul-14
GSM1426460	TFOE_9653_0328	Rv0328	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426460/suppl		Tige Rustad	4-Jul-14
GSM1426461	TFOE_3448_0330c	Rv0330	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426461/suppl		Tige Rustad	4-Jul-14
GSM1426462	TFOE_4688_0330c	Rv0330	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426462/suppl		Tige Rustad	4-Jul-14
GSM1426463	TFOE_6557_0330c	Rv0330	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426463/suppl		Tige Rustad	4-Jul-14
GSM1426464	TFOE_9252_0330c	Rv0330	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426464/suppl		Tige Rustad	4-Jul-14
GSM1426465	TFOE_4348_0339c_B	Rv0339	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426465/suppl		Tige Rustad	4-Jul-14
GSM1426466	TFOE_5061_0339c	Rv0339	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426466/suppl		Tige Rustad	4-Jul-14
GSM1426467	TFOE_5847_0339c_C	Rv0339	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426467/suppl		Tige Rustad	4-Jul-14
GSM1426468	TFOE_3770_0348_B	Rv0348	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426468/suppl		Tige Rustad	4-Jul-14
GSM1426469	TFOE_7445_0348_A	Rv0348	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426469/suppl		Tige Rustad	4-Jul-14
GSM1426470	TFOE_7856_0348	Rv0348	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426470/suppl		Tige Rustad	4-Jul-14
