Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426577	TFOE_9932_0827c	Rv0827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426577/suppl		Tige Rustad	4-Jul-14
GSM1426578	TFOE_6292_0844c	Rv0844	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426578/suppl		Tige Rustad	4-Jul-14
GSM1426579	TFOE_8344_0844c	Rv0844	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426579/suppl		Tige Rustad	4-Jul-14
GSM1426580	TFOE_9569_0844c	Rv0844	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426580/suppl		Tige Rustad	4-Jul-14
GSM1426581	TFOE_1190_0880	Rv0880	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426581/suppl		Tige Rustad	4-Jul-14
GSM1426582	TFOE_8078_0880	Rv0880	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426582/suppl		Tige Rustad	4-Jul-14
GSM1426583	TFOE_9682_0880	Rv0880	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426583/suppl		Tige Rustad	4-Jul-14
GSM1426584	TFOE_3083_0891c	Rv0891	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426584/suppl		Tige Rustad	4-Jul-14
GSM1426585	TFOE_3705_0891c	Rv0891	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426585/suppl		Tige Rustad	4-Jul-14
GSM1426586	TFOE_9861_0891c	Rv0891	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426586/suppl		Tige Rustad	4-Jul-14
GSM1426587	TFOE_1581_0894	Rv0894	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426587/suppl		Tige Rustad	4-Jul-14
GSM1426588	TFOE_4073_0894	Rv0894	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426588/suppl		Tige Rustad	4-Jul-14
GSM1426589	TFOE_5872_0894	Rv0894	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426589/suppl		Tige Rustad	4-Jul-14
GSM1426590	TFOE_4620_0903c	Rv0903	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426590/suppl		Tige Rustad	4-Jul-14
GSM1426591	TFOE_4831_0903c	Rv0903	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426591/suppl		Tige Rustad	4-Jul-14
GSM1426592	TFOE_7140_0903c	Rv0903	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426592/suppl		Tige Rustad	4-Jul-14
GSM1426593	TFOE_6973_0967	Rv0967	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426593/suppl		Tige Rustad	4-Jul-14
GSM1426594	TFOE_7144_0967	Rv0967	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426594/suppl		Tige Rustad	4-Jul-14
GSM1426595	TFOE_8426_0967	Rv0967	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426595/suppl		Tige Rustad	4-Jul-14
GSM1426596	TFOE_2230_0981	Rv0981	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426596/suppl		Tige Rustad	4-Jul-14
GSM1426597	TFOE_4707_0981_c	Rv0981	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426597/suppl		Tige Rustad	4-Jul-14
GSM1426598	TFOE_7807_0981	Rv0981	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426598/suppl		Tige Rustad	4-Jul-14
GSM1426599	TFOE_8486_0981_b	Rv0981	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426599/suppl		Tige Rustad	4-Jul-14
GSM1426600	TFOE_8794_0981	Rv0981	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426600/suppl		Tige Rustad	4-Jul-14
GSM1426601	TFOE_3774_1019	Rv1019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426601/suppl		Tige Rustad	4-Jul-14
GSM1426602	TFOE_5714_1019	Rv1019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426602/suppl		Tige Rustad	4-Jul-14
GSM1426603	TFOE_6892_1019	Rv1019	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426603/suppl		Tige Rustad	4-Jul-14
GSM1426604	TFOE_3781_1027c_1	Rv1027	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426604/suppl		Tige Rustad	4-Jul-14
GSM1426605	TFOE_3781_1027c_2	Rv1027	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426605/suppl		Tige Rustad	4-Jul-14
GSM1426606	TFOE_5333_1027c	Rv1027	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426606/suppl		Tige Rustad	4-Jul-14
GSM1426607	TFOE_9385_1027c	Rv1027	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426607/suppl		Tige Rustad	4-Jul-14
GSM1426608	TFOE_2910_1033c	Rv1033	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426608/suppl		Tige Rustad	4-Jul-14
GSM1426609	TFOE_3474_1033c	Rv1033	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426609/suppl		Tige Rustad	4-Jul-14
GSM1426610	TFOE_8738_1033c	Rv1033	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426610/suppl		Tige Rustad	4-Jul-14
GSM1426611	TFOE_2218_1049	Rv1049	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426611/suppl		Tige Rustad	4-Jul-14
GSM1426612	TFOE_4036_1049	Rv1049	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426612/suppl		Tige Rustad	4-Jul-14
GSM1426613	TFOE_8681_1049	Rv1049	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426613/suppl		Tige Rustad	4-Jul-14
GSM1426614	TFOE_3901_1129c	Rv1129	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426614/suppl		Tige Rustad	4-Jul-14
GSM1426615	TFOE_3936_1129c	Rv1129	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426615/suppl		Tige Rustad	4-Jul-14
GSM1426616	TFOE_4839_1129c	Rv1129	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426616/suppl		Tige Rustad	4-Jul-14
GSM1426617	TFOE_1203_1151c	Rv1151	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426617/suppl		Tige Rustad	4-Jul-14
GSM1426618	TFOE_4316_1151c	Rv1151	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426618/suppl		Tige Rustad	4-Jul-14
GSM1426619	TFOE_7811_1151c	Rv1151	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426619/suppl		Tige Rustad	4-Jul-14
GSM1426620	TFOE_1474_1152	Rv1152	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426620/suppl		Tige Rustad	4-Jul-14
GSM1426621	TFOE_5850_1152_A	Rv1152	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426621/suppl		Tige Rustad	4-Jul-14
GSM1426622	TFOE_6301_1152_B	Rv1152	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426622/suppl		Tige Rustad	4-Jul-14
GSM1426623	TFOE_8017_1152	Rv1152	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426623/suppl		Tige Rustad	4-Jul-14
GSM1426624	TFOE_8087_1152	Rv1152	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426624/suppl		Tige Rustad	4-Jul-14
GSM1426625	TFOE_4812_1167c	Rv1167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426625/suppl		Tige Rustad	4-Jul-14
GSM1426626	TFOE_6929_1167c	Rv1167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426626/suppl		Tige Rustad	4-Jul-14
GSM1426627	TFOE_7962_1167c	Rv1167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426627/suppl		Tige Rustad	4-Jul-14
GSM1426628	TFOE_4001_1176c	Rv1176	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426628/suppl		Tige Rustad	4-Jul-14
GSM1426629	TFOE_8236_1176c	Rv1176	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426629/suppl		Tige Rustad	4-Jul-14
GSM1426630	TFOE_9109_1176c	Rv1176	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426630/suppl		Tige Rustad	4-Jul-14
GSM1426631	TFOE_1734_1186c	Rv1186	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426631/suppl		Tige Rustad	4-Jul-14
GSM1426632	TFOE_1808_1186c	Rv1186	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426632/suppl		Tige Rustad	4-Jul-14
GSM1426633	TFOE_4810_1186c	Rv1186	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426633/suppl		Tige Rustad	4-Jul-14
GSM1426634	TFOE_5112_1189	Rv1189	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426634/suppl		Tige Rustad	4-Jul-14
GSM1426635	TFOE_6238_1189	Rv1189	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426635/suppl		Tige Rustad	4-Jul-14
GSM1426636	TFOE_8421_1189	Rv1189	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426636/suppl		Tige Rustad	4-Jul-14
GSM1426637	TFOE_2229_1219c	Rv1219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426637/suppl		Tige Rustad	4-Jul-14
GSM1426638	TFOE_5098_1219c	Rv1219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426638/suppl		Tige Rustad	4-Jul-14
GSM1426639	TFOE_6617_1219c	Rv1219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426639/suppl		Tige Rustad	4-Jul-14
GSM1426640	TFOE_3680_1221	Rv1221	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426640/suppl		Tige Rustad	4-Jul-14
GSM1426641	TFOE_5462_1221	Rv1221	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426641/suppl		Tige Rustad	4-Jul-14
GSM1426642	TFOE_6677_1221	Rv1221	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426642/suppl		Tige Rustad	4-Jul-14
GSM1426643	TFOE_3722_1255c	Rv1255	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426643/suppl		Tige Rustad	4-Jul-14
GSM1426644	TFOE_4094_1255c	Rv1255	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426644/suppl		Tige Rustad	4-Jul-14
GSM1426645	TFOE_5936_1255c_B	Rv1255	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426645/suppl		Tige Rustad	4-Jul-14
GSM1426646	TFOE_6050_1255c_C	Rv1255	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426646/suppl		Tige Rustad	4-Jul-14
GSM1426647	TFOE_8005_1255c	Rv1255	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426647/suppl		Tige Rustad	4-Jul-14
GSM1426648	TFOE_4687_1267c	Rv1267	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426648/suppl		Tige Rustad	4-Jul-14
GSM1426649	TFOE_5216_1267c	Rv1267	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426649/suppl		Tige Rustad	4-Jul-14
GSM1426650	TFOE_6011_1267c	Rv1267	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426650/suppl		Tige Rustad	4-Jul-14
GSM1426651	TFOE_1741_1287	Rv1287	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426651/suppl		Tige Rustad	4-Jul-14
GSM1426652	TFOE_2815_1287	Rv1287	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426652/suppl		Tige Rustad	4-Jul-14
GSM1426653	TFOE_2884_1287	Rv1287	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426653/suppl		Tige Rustad	4-Jul-14
GSM1426654	TFOE_7245_1287	Rv1287	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426654/suppl		Tige Rustad	4-Jul-14
GSM1426655	TFOE_1963_1332	Rv1332	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426655/suppl		Tige Rustad	4-Jul-14
GSM1426656	TFOE_2386_1332	Rv1332	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426656/suppl		Tige Rustad	4-Jul-14
GSM1426657	TFOE_7099_1332	Rv1332	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426657/suppl		Tige Rustad	4-Jul-14
GSM1426658	TFOE_1701_1353c	Rv1353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426658/suppl		Tige Rustad	4-Jul-14
GSM1426659	TFOE_5758_1353c	Rv1353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426659/suppl		Tige Rustad	4-Jul-14
GSM1426660	TFOE_5958_1353c	Rv1353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426660/suppl		Tige Rustad	4-Jul-14
GSM1426661	TFOE_2892_1358	Rv1358	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426661/suppl		Tige Rustad	4-Jul-14
GSM1426662	TFOE_8006_1358	Rv1358	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426662/suppl		Tige Rustad	4-Jul-14
GSM1426663	TFOE_9428_1358	Rv1358	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426663/suppl		Tige Rustad	4-Jul-14
GSM1426664	TFOE_3603_1359	Rv1359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426664/suppl		Tige Rustad	4-Jul-14
GSM1426665	TFOE_4670_1359	Rv1359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426665/suppl		Tige Rustad	4-Jul-14
GSM1426666	TFOE_6487_1359	Rv1359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426666/suppl		Tige Rustad	4-Jul-14
GSM1426667	TFOE_3352_1379	Rv1379	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426667/suppl		Tige Rustad	4-Jul-14
GSM1426668	TFOE_3701_1379	Rv1379	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426668/suppl		Tige Rustad	4-Jul-14
GSM1426669	TFOE_9869_1379	Rv1379	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426669/suppl		Tige Rustad	4-Jul-14
GSM1426670	TFOE_3534_1395	Rv1395	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426670/suppl		Tige Rustad	4-Jul-14
GSM1426671	TFOE_6650_1395	Rv1395	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426671/suppl		Tige Rustad	4-Jul-14
GSM1426672	TFOE_9640_1395	Rv1395	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426672/suppl		Tige Rustad	4-Jul-14
GSM1426673	TFOE_1833_1404	Rv1404	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426673/suppl		Tige Rustad	4-Jul-14
GSM1426674	TFOE_1845_1404	Rv1404	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426674/suppl		Tige Rustad	4-Jul-14
GSM1426675	TFOE_5670_1404	Rv1404	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426675/suppl		Tige Rustad	4-Jul-14
GSM1426676	TFOE_3615_1423	Rv1423	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426676/suppl		Tige Rustad	4-Jul-14
GSM1426677	TFOE_5292_1423	Rv1423	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426677/suppl		Tige Rustad	4-Jul-14
GSM1426678	TFOE_6788_1423	Rv1423	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426678/suppl		Tige Rustad	4-Jul-14
GSM1426679	TFOE_1447_1453	Rv1453	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426679/suppl		Tige Rustad	4-Jul-14
GSM1426680	TFOE_3490_1453	Rv1453	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426680/suppl		Tige Rustad	4-Jul-14
GSM1426681	TFOE_7839_1453	Rv1453	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426681/suppl		Tige Rustad	4-Jul-14
GSM1426682	TFOE_1294_1460	Rv1460	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426682/suppl		Tige Rustad	4-Jul-14
