,Gene Expr MI Eigenvector Centrality
Rv0905,0.0192531025741551
Rv0906,0.017146085475187204
Rv0907,0.01704134878323108
Rv0908,0.020894198767219048
Rv0909,0.01140419835027576
Rv0910,0.016951026555308165
Rv0911,0.01830099547346572
Rv0912,0.017401068200337693
Rv0913c,0.011847804316549436
Rv0914c,0.013525307930180109
Rv0915c,0.01013968550383096
Rv0916c,0.0067774044402752805
Rv0917,0.01350024409070809
Rv0918,0.015552017089972787
Rv0919,0.01683510402266776
Rv0920c,0.015130008999432345
Rv0921,0.012654981495821418
Rv0922,0.01847923782176668
Rv0923c,0.02075298093310364
Rv0924c,0.018621035687748796
Rv0925c,0.01843052948666789
Rv0926c,0.01395990755252548
Rv0927c,0.015337423652641948
Rv0928,0.012899723302295784
Rv0929,0.014642928620044926
Rv0930,0.01707385937041633
Rv0931c,0.021887293780066285
Rv0932c,0.022671710273511305
Rv0933,0.016695646095616835
Rv0934,0.019161677279729238
Rv0935,0.015253048178834171
Rv0936,0.016136398679787677
Rv0937c,0.014420482661001818
Rv0938,0.022412207252749918
Rv0939,0.013688785761866436
Rv0940c,0.014862113588129399
Rv0941c,0.015906176861420155
Rv0942,0.010199816769296568
Rv0943c,0.010518033514435579
Rv0944,0.010751753048364976
Rv0945,0.016771727828845985
Rv0946c,0.014739082003309787
Rv0948c,0.016122631331985982
Rv0949,0.016794582511701083
Rv0950c,0.0191594617199358
Rv0951,0.01841862488407489
Rv0952,0.021136041650507833
Rv0953c,0.011492515550703724
Rv0954,0.016619987793994498
Rv0955,0.020507715276960117
Rv0956,0.013820966920484937
Rv0957,0.020694018967364447
Rv0958,0.013523660597335084
Rv0959,0.020490104623975297
Rv0959A,0.0129078945563212
Rv0960,0.012128972817089677
Rv0961,0.013321272713918381
Rv0962c,0.013725443574881157
Rv0963c,0.016429192067855206
Rv0964c,0.016234351497130924
Rv0965c,0.017149602257346883
Rv0966c,0.017121502557505296
Rv0967,0.014463407030867535
Rv0968,0.013491525196371838
Rv0969,0.016324495276555606
Rv0970,0.01778612319727751
Rv0971c,0.017560946426774058
Rv0972c,0.016467119069272746
Rv0973c,0.013609192761328081
Rv0974c,0.01551126558719071
Rv0975c,0.016177967916665755
Rv0976c,0.017601202068961104
Rv0977,0.014754671103547803
Rv0979A,0.019501060819427964
Rv0979c,0.011536388498301289
Rv0980c,0.017293105842904322
Rv0981,0.016921507620340233
Rv0982,0.016790131610832114
Rv0983,0.016288391689971215
Rv0984,0.011865331841750558
Rv0985c,0.014536257931190554
Rv0986,0.010807022593472682
Rv0987,0.012804240823231477
Rv0988,0.01135940699605118
Rv0989c,0.017042026745766357
Rv0990c,0.020243313726768936
Rv0991c,0.020905685346455736
Rv0992c,0.010147738583458958
Rv0993,0.015529142462894184
Rv0994,0.01182887947200444
Rv0995,0.014779199977306777
Rv0996,0.014032532920213676
Rv0997,0.015559348521674874
Rv0998,0.01634860086774432
Rv0999,0.01392529832354799
Rv1000c,0.01911216929043697
Rv1001,0.017199255866349215
Rv1002c,0.017783768128065203
Rv1003,0.015901520213509778
Rv1004c,0.008911635353694335
Rv1005c,0.011039635610421731
Rv1006,0.02040221321461158
Rv1007c,0.014577055217132321
Rv1008,0.01657090749707143
Rv1009,0.01677785954321193
Rv1010,0.017444303586742423
Rv1011,0.021739011201745494
Rv1012,0.017593084067847604
Rv1013,0.01607220672633594
Rv1014c,0.018222794645245625
Rv1015c,0.018489148441804895
Rv1016c,0.02026896336982602
Rv1017c,0.01852844489220123
Rv1018c,0.018916658330149393
Rv1019,0.01632524225871772
Rv1020,0.01884440210610612
Rv1021,0.01601786550128937
Rv1022,0.016052222486279837
Rv1023,0.01954767108946009
Rv1024,0.01721907892766324
Rv1025,0.013801619088343401
Rv1026,0.01701062028898249
Rv1027c,0.012995487152873008
Rv1028A,0.010890916000760148
Rv1028c,0.015601084543088003
Rv1029,0.011527031868182139
Rv1030,0.015502940128796574
Rv1031,0.021162914338264834
Rv1032c,0.015621918711171356
Rv1033c,0.01376159792405174
Rv1037c,0.013048384432668819
Rv1038c,0.012135669166579734
Rv1039c,0.0189111346756434
Rv1040c,0.013743839253377913
Rv1041c,0.014123089923759062
Rv1042c,0.0062694830763017715
Rv1043c,0.010936105244577391
Rv1044,0.011448228142890255
Rv1045,0.015883675960888254
Rv1047,0.010085174502854947
Rv1048c,0.017206543139160084
Rv1049,0.014894646851692821
Rv1050,0.016640644265274077
Rv1051c,0.009734901183648375
Rv1052,0.012926721211352904
Rv1056,0.013242079501774404
Rv1057,0.016611363788211618
Rv1058,0.01337164358832481
Rv1059,0.01797269298711959
Rv1060,0.016419835750542153
Rv1061,0.01630906994389874
Rv1062,0.020353255094367757
Rv1063c,0.01669370018933904
Rv1064c,0.015926799106192487
Rv1065,0.017006821646795713
Rv1066,0.01129927791256694
Rv1067c,0.009659427423922555
Rv1068c,0.013020583781466036
Rv1069c,0.0190866586757348
Rv1070c,0.01916303014300986
Rv1071c,0.019000091536924633
Rv1072,0.01755686071870853
Rv1073,0.016499456665236334
Rv1074c,0.01658463987748476
Rv1075c,0.017354755128966604
Rv1076,0.013394815991331804
Rv1077,0.018071299075356297
Rv1078,0.021064269378441493
Rv1079,0.020132086059879817
Rv1080c,0.019145203130544634
Rv1081c,0.018889641628020964
Rv1082,0.012675213132337859
Rv1083,0.007968223021454142
Rv1084,0.013344318780244974
Rv1085c,0.01728834385128907
Rv1086,0.01700574054984836
Rv1087,0.007738645878096924
Rv1088,0.013422571516534776
Rv1091,0.006336631440498355
Rv1092c,0.02133755169379371
Rv1093,0.011735081010498596
Rv1094,0.018275617655374644
Rv1095,0.020283196857426383
Rv1096,0.015767186333345395
Rv1097c,0.0200976232187667
Rv1098c,0.018976186887847288
Rv1099c,0.019374730398268716
Rv1100,0.015752629421536716
Rv1101c,0.016695554941421678
Rv1102c,0.007426615204182375
Rv1103c,0.013109792013819272
Rv1106c,0.01722415543718083
Rv1107c,0.020698256886859577
Rv1108c,0.021366857635298168
Rv1109c,0.01956005128136015
Rv1110,0.01953316996988325
Rv1111c,0.015231325115354464
Rv1112,0.016548793389215076
Rv1113,0.011182789147230298
Rv1114,0.015272526373957252
Rv1115,0.018081038053883686
Rv1116,0.010182609797993696
Rv1117,0.013792502878935235
Rv1118c,0.016399136240278656
Rv1119c,0.007317640948043541
Rv1120c,0.006564804125533692
Rv1121,0.01686248589263915
Rv1122,0.01802108411750072
Rv1123c,0.019744589483801568
Rv1124,0.020445925810297475
Rv1125,0.02097960403463298
Rv1126c,0.013068054849698441
Rv1127c,0.016659341931940016
Rv1128c,0.020002973221510803
Rv1129c,0.017124641143682697
Rv1130,0.01410446040957945
Rv1131,0.013514753344921714
Rv1132,0.019530410376453634
Rv1133c,0.015906193789483023
Rv1134,0.01179016429977312
Rv1135c,0.010524135700961466
Rv1138c,0.01787667445022465
Rv1139c,0.01480974489651144
Rv1140,0.01584958622696831
Rv1141c,0.020193348537901976
Rv1142c,0.0166026208412452
Rv1143,0.012456340043403874
Rv1144,0.015405906648513353
Rv1145,0.013386813924350831
Rv1146,0.016787322932057754
Rv1147,0.01545314159762675
Rv1148c,0.017226247185556817
Rv1151c,0.01546707376474228
Rv1152,0.01449974733352294
Rv1153c,0.015387795661751465
Rv1154c,0.008969011722759095
Rv1155,0.015609315109512929
Rv1156,0.017177888587599895
Rv1157c,0.014936206786882381
Rv1158c,0.01355884529192234
Rv1159,0.0150951491648624
Rv1159A,0.012796809980560783
Rv1160,0.01566001544073771
Rv1161,0.01861045123118339
Rv1162,0.01780958765373119
Rv1163,0.01571873301609168
Rv1164,0.010374877797389978
Rv1165,0.019800640763326622
Rv1166,0.014448175549557582
Rv1167c,0.013699044190173324
Rv1168c,0.015555351674283919
Rv1169c,0.0142840516432149
Rv1170,0.014520242008245057
Rv1171,0.016842068947866655
Rv1172c,0.01786669797006369
Rv1173,0.019111681276116586
Rv1174c,0.013336184020924109
Rv1175c,0.01644473487162891
Rv1176c,0.010863007802853606
Rv1177,0.01964551845754265
Rv1178,0.01904268370658647
Rv1179c,0.019197709674967468
Rv1181,0.022207260115642117
Rv1182,0.022486653751544943
Rv1183,0.02213943227553072
Rv1184c,0.020981251049665885
Rv1185c,0.017921837777326585
Rv1186c,0.01801559132216006
Rv1187,0.011965456239348152
Rv1188,0.01478308307955167
Rv1189,0.011625504378475982
Rv1190,0.01338437554160577
Rv1191,0.021602063826320378
Rv1192,0.014040875515158806
Rv1193,0.01673752330717457
Rv1194c,0.017981468476482996
Rv1195,0.013773468920772955
Rv1196,0.014227422081432907
Rv1197,0.013011711575914908
Rv1198,0.01544476469679352
Rv1199c,0.01571626780810122
Rv1200,0.01505496797120043
Rv1201c,0.019237391983191302
Rv1202,0.013360722099143265
Rv1203c,0.016298049882406213
Rv1204c,0.02323200028781285
Rv1205,0.015960198881194255
Rv1206,0.01661330667978122
Rv1207,0.01232928240186057
Rv1208,0.013880180170783024
Rv1209,0.011901056282041005
Rv1210,0.015031372036325678
Rv1211,0.009939842628116355
Rv1212c,0.020407941886651026
Rv1213,0.015020292879284906
Rv1214c,0.014779169376193859
Rv1215c,0.016388637995993233
Rv1216c,0.01589357975168941
Rv1217c,0.0112231755993948
Rv1218c,0.009573799450711538
Rv1219c,0.012570726950838385
Rv1220c,0.011243209124791091
Rv1221,0.01802349143304814
Rv1222,0.01680629586160621
Rv1223,0.01663613715074826
Rv1224,0.01362525513713445
Rv1225c,0.016320784373116053
Rv1226c,0.0136141523071388
Rv1227c,0.012536842000917358
Rv1228,0.01848817364592694
Rv1229c,0.013560382477574587
Rv1230c,0.021399457609801744
Rv1231c,0.01755713820989089
Rv1232c,0.018062095546095586
Rv1233c,0.018489693307242858
Rv1234,0.01164205876936995
Rv1235,0.012012795390980423
Rv1236,0.012698950941071329
Rv1237,0.014470531282453828
Rv1238,0.0152007379283137
Rv1239c,0.019036866497748016
Rv1240,0.021294443212276637
Rv1241,0.01954677112563262
Rv1242,0.02013879243424258
Rv1243c,0.012438660855266855
Rv1244,0.020822660454331066
Rv1245c,0.015490663988266616
Rv1246c,0.01561298398836775
Rv1247c,0.016295691478177235
Rv1248c,0.017327657406652083
Rv1249c,0.019725933169262386
Rv1250,0.01760273612886892
Rv1251c,0.02028390832490506
Rv1252c,0.01683995603747668
Rv1253,0.014263063462032866
Rv1254,0.019661089442362768
Rv1255c,0.017606246395321625
Rv1256c,0.0188700516440552
Rv1257c,0.011637075835457646
Rv1258c,0.015381077014583765
Rv1259,0.016781151884417807
Rv1260,0.023296071442490258
Rv1261c,0.009254707993598574
Rv1262c,0.012280540599709825
Rv1263,0.017266807880362157
Rv1264,0.01788994023132571
Rv1265,0.012549164794722605
Rv1266c,0.013566002579556974
Rv1267c,0.016561283207164438
Rv1268c,0.013611217368158988
Rv1269c,0.015592588297910857
Rv1270c,0.016642000837089423
Rv1271c,0.013657021273015825
Rv1272c,0.019875387460430854
Rv1273c,0.017151221644610134
Rv1274,0.016106374609101776
Rv1275,0.015901474684470132
Rv1276c,0.01795215029543281
Rv1277,0.017763888439201733
Rv1278,0.016602401361162693
Rv1279,0.016185323461568105
Rv1280c,0.017548458244034632
Rv1281c,0.02120048607174884
Rv1282c,0.017224868157999514
Rv1283c,0.01694829437041713
Rv1284,0.01754553114792664
Rv1285,0.015743915298465985
Rv1286,0.01675467693368121
Rv1287,0.018334534984898752
Rv1288,0.017443798201965316
Rv1289,0.010615759381710034
Rv1290A,0.008261304098265249
Rv1290c,0.015373582297143541
Rv1291c,0.010099933179728718
Rv1292,0.01440654884439906
Rv1293,0.017412793633052436
Rv1294,0.021807889206439876
Rv1295,0.02125166251788349
Rv1296,0.009979357748683913
Rv1297,0.014298944199811222
Rv1298,0.015110739107441476
Rv1299,0.016358837399885882
Rv1300,0.017512664444606568
Rv1301,0.017524262263640115
Rv1302,0.018928135669732185
Rv1303,0.01172040759212601
Rv1304,0.014342767029569034
Rv1305,0.01908863386426096
Rv1306,0.017231771428905498
Rv1307,0.016820223576502435
Rv1308,0.02034360962867979
Rv1309,0.020462711934171297
Rv1310,0.019209442523445388
Rv1311,0.017078104650503058
Rv1312,0.019264716187088356
Rv1313c,0.01768586167872638
Rv1314c,0.007372285039582352
Rv1315,0.0145300862798969
Rv1316c,0.01571531084810328
Rv1317c,0.018816459419434835
Rv1318c,0.01733210441230338
Rv1319c,0.018871753562014246
Rv1320c,0.019818266264030143
Rv1321,0.017091990255634144
Rv1322,0.019375457085380975
Rv1322A,0.02355909638772899
Rv1323,0.019362630749631952
Rv1324,0.026289066959550984
Rv1325c,0.008848918306120954
Rv1326c,0.016309501812869453
Rv1327c,0.017318954164772794
Rv1328,0.018707470122845155
Rv1329c,0.01907706538906735
Rv1330c,0.015599937543326028
Rv1331,0.014113223071672525
Rv1332,0.015910027926504
Rv1333,0.015070647347573025
Rv1334,0.014643903755827175
Rv1335,0.012321980317087342
Rv1336,0.013393032264588734
Rv1337,0.012205542265012624
Rv1338,0.015768325829549353
Rv1339,0.012345420373228846
Rv1340,0.016195614896421632
Rv1341,0.017180162523997174
Rv1342c,0.013302421680906966
Rv1343c,0.011708416285240813
Rv1344,0.0087741147727738
Rv1345,0.010996005373074191
Rv1346,0.012889517150863783
Rv1347c,0.014147492120770775
Rv1348,0.014065417519802073
Rv1349,0.013961447563349935
Rv1350,0.014383449047723745
Rv1351,0.01259951378580256
Rv1352,0.008489848474009118
Rv1353c,0.011478371490721917
Rv1354c,0.014312662439830075
Rv1355c,0.008495356514382615
Rv1356c,0.010164716771015537
Rv1357c,0.007871325547999
Rv1358,0.014755617441735685
Rv1359,0.014461483179019833
Rv1360,0.019050133256925256
Rv1361c,0.01640679102680829
Rv1362c,0.013370772672728914
Rv1363c,0.010802506886577036
Rv1364c,0.012920429267244191
Rv1365c,0.021471280755903925
Rv1366,0.014242268161395753
Rv1367c,0.014021218683901701
Rv1368,0.01430329529464988
Rv1371,0.00800169228473063
Rv1372,0.01248012261295046
Rv1373,0.01796012149267115
Rv1374c,0.008178386737641093
Rv1375,0.018407745539573417
Rv1376,0.015590675676595922
Rv1377c,0.011223628469716453
Rv1378c,0.01893532268714602
Rv1379,0.01543888569476732
Rv1380,0.013867429350252822
Rv1381,0.015088519589367015
Rv1382,0.012616093533207206
Rv1383,0.015155146380409245
Rv1384,0.01919285675840039
Rv1385,0.01602609903074977
Rv1386,0.018644163794667813
Rv1387,0.01913669945165633
Rv1388,0.0211329200589457
Rv1389,0.018342287811526203
Rv1390,0.012768433993344442
Rv1391,0.011852646736666085
Rv1392,0.018554133910992518
Rv1393c,0.015196677856793314
Rv1394c,0.014899556284493116
Rv1395,0.021755902208022877
Rv1396c,0.015977731642741758
Rv1397c,0.016018406579560288
Rv1398c,0.015137235722740372
Rv1399c,0.018109856206361147
Rv1400c,0.01594502560684776
Rv1401,0.013569847785966075
Rv1402,0.017050134472405293
Rv1403c,0.016124716508706328
Rv1404,0.013048619300810199
Rv1405c,0.016185511958656033
Rv1406,0.013334142422492591
Rv1407,0.011491650270953368
Rv1408,0.017991259583018025
Rv1409,0.017348464272738857
Rv1410c,0.020351698696836052
Rv1411c,0.019096299581021988
Rv1412,0.014895619235875457
Rv1413,0.01887968195711438
Rv1414,0.013081449357839111
Rv1415,0.016681240305177918
Rv1416,0.017421905021021974
Rv1417,0.015367044510422612
Rv1418,0.013697629517639578
Rv1419,0.008961389378967285
Rv1420,0.01528618972695877
Rv1421,0.014452328265989155
Rv1422,0.018151998382999024
Rv1423,0.018647298780017123
Rv1424c,0.012641546711754775
Rv1425,0.020003914447903604
Rv1426c,0.019493525272549866
Rv1427c,0.020707726783230723
Rv1428c,0.02041009986300662
Rv1429,0.016373703821189616
Rv1430,0.01937971965241951
Rv1431,0.010756033696882838
Rv1432,0.01557128879495487
Rv1433,0.016415762160145935
Rv1434,0.014600797267449296
Rv1435c,0.011156299272266345
Rv1436,0.02043295767585741
Rv1437,0.024173186214353853
Rv1438,0.022570449000695995
Rv1439c,0.016102536370674627
Rv1440,0.015244377931168441
Rv1441c,0.014586610837065866
Rv1442,0.01578715667727688
Rv1443c,0.01478922321493973
Rv1444c,0.015089016441185025
Rv1445c,0.01717333161843654
Rv1446c,0.017990384412099592
Rv1447c,0.017073609498715912
Rv1448c,0.015425419212463388
Rv1449c,0.016790298941799623
Rv1450c,0.0070449973065613266
Rv1451,0.010303197475893163
Rv1452c,0.008450773202158271
Rv1453,0.013924474955673196
Rv1454c,0.017152983443850193
Rv1455,0.018126141503212064
Rv1456c,0.01743220478188954
Rv1457c,0.019148333619924397
Rv1458c,0.018025439554081108
Rv1459c,0.013814840818445761
Rv1460,0.016487635996067056
Rv1461,0.021440614406267027
Rv1462,0.019125204400720224
Rv1463,0.01976763214314329
Rv1464,0.01943647198650314
Rv1465,0.019409158894311225
Rv1466,0.01923482523915261
Rv1467c,0.016815560711843064
Rv1468c,0.014457180661027235
Rv1469,0.015361249205698544
Rv1470,0.01689208670894364
Rv1471,0.020125374518798828
Rv1472,0.019975056366849445
Rv1473,0.01879076149122959
Rv1473A,0.017307916216471184
Rv1474c,0.014510998325689287
Rv1475c,0.02148418420006596
Rv1476,0.016498652626094245
Rv1477,0.021752449992344557
Rv1478,0.020748807454254375
Rv1479,0.017048548842183705
Rv1480,0.011472502524421372
Rv1481,0.013808891196630082
Rv1482c,0.01048590665672489
Rv1483,0.01981401489796297
Rv1484,0.01859474622848906
Rv1485,0.017691782192549424
Rv1486c,0.016300301918743626
Rv1487,0.01641598849530009
Rv1488,0.014427933041953825
Rv1489,0.013473171664233556
Rv1489A,0.014161266116459207
Rv1490,0.010568000355369483
Rv1491c,0.010780539555216385
Rv1492,0.01674589824348586
Rv1493,0.0165550120062682
Rv1494,0.011259456605969649
Rv1496,0.01446234162096174
Rv1497,0.015714988709447306
Rv1498A,0.014341821666365462
Rv1498c,0.015689997882449496
Rv1499,0.009236059076374202
Rv1500,0.01421277357453196
Rv1501,0.011851896146105418
Rv1502,0.019611317234555083
Rv1505c,0.015368448230300761
Rv1506c,0.015284379880844908
Rv1507A,0.009427804208276177
Rv1507c,0.014876887089411605
Rv1508A,0.009308114847815139
Rv1508c,0.017854979816502935
Rv1509,0.01516971061159693
Rv1510,0.015090156106050658
Rv1511,0.0139186102445506
Rv1512,0.01666973398069115
Rv1513,0.017084694528790374
Rv1514c,0.020437347036197144
Rv1515c,0.01634375135911671
Rv1516c,0.01790625215910381
Rv1517,0.013745259441620292
Rv1518,0.011271371741201032
Rv1519,0.012307263492651209
Rv1520,0.018338735423360956
Rv1521,0.018967616025104914
Rv1522c,0.010608926386460627
Rv1523,0.016814435499160015
Rv1524,0.02235764710866001
Rv1525,0.016218293042332424
Rv1526c,0.015798802484584977
Rv1527c,0.018100319157896443
Rv1528c,0.015061909132722866
Rv1529,0.018194682646208122
Rv1530,0.009893537557090508
Rv1531,0.010236570109026413
Rv1532c,0.010566889463243719
Rv1533,0.014585223439352028
Rv1534,0.015086978795110716
Rv1535,0.016341799192457068
Rv1536,0.013388372823668488
Rv1537,0.01243930457269248
Rv1538c,0.016515832780738607
Rv1539,0.018449440337688857
Rv1540,0.021326312831332458
Rv1541c,0.014497637465730273
Rv1542c,0.01583088630342222
Rv1543,0.015380994434003419
Rv1544,0.01536321716283876
Rv1545,0.01522286034168505
Rv1547,0.01850965248547417
Rv1548c,0.009381930886673844
Rv1550,0.01841936551282155
Rv1551,0.017173276780974106
Rv1552,0.013186359008018655
Rv1553,0.010471721287092875
Rv1554,0.010556398464684529
Rv1555,0.01447637117314763
Rv1556,0.0141170793383522
Rv1557,0.014880681691300648
Rv1558,0.01390715050438973
Rv1559,0.016980088184322673
Rv1560,0.010905581798354196
Rv1561,0.011728482409179345
Rv1562c,0.018239964747809485
Rv1563c,0.02109729984308302
Rv1564c,0.018749482817580473
Rv1565c,0.019541958827610194
Rv1566c,0.015152696401634608
Rv1567c,0.013985216479340477
Rv1568,0.01939090471071496
Rv1569,0.016829296232292273
Rv1570,0.014646266627316946
Rv1571,0.017017899315160404
Rv1573,0.013587463679365048
Rv1574,0.011198670766224583
Rv1576c,0.017308252167577358
Rv1577c,0.016281807478641202
Rv1578c,0.01597307969520825
Rv1579c,0.006515815490860016
Rv1580c,0.00846521940230311
Rv1581c,0.010828919062021903
Rv1582c,0.01392635198518939
Rv1583c,0.014291069184561798
Rv1584c,0.012825460171980137
Rv1585c,0.014115750257759201
Rv1586c,0.015549864677385781
Rv1587c,0.014559942738238544
Rv1588c,0.018555814243974816
Rv1589,0.01607042660327109
Rv1590,0.01775601539490208
Rv1591,0.01998512348623524
Rv1592c,0.014565620653790537
Rv1593c,0.020033607745464387
Rv1594,0.017472502070946097
Rv1595,0.01907436390400911
Rv1596,0.021339526482008226
Rv1597,0.011249968606024308
Rv1598c,0.01523414118843413
Rv1599,0.016536755836994942
Rv1600,0.0200680710583427
Rv1601,0.018628683533127906
Rv1602,0.018907922584573956
Rv1603,0.017738495442261432
Rv1604,0.020213732685512152
Rv1605,0.018158343733276777
Rv1606,0.013988597153134807
Rv1607,0.01999598589211331
Rv1608c,0.01714638352797919
Rv1609,0.020413515501504116
Rv1610,0.012931692182572084
Rv1611,0.019560323567665548
Rv1612,0.02310884894426392
Rv1613,0.02200451218116462
Rv1614,0.019966119586970987
Rv1615,0.013894603787132082
Rv1616,0.012219256883771122
Rv1617,0.01605357726273064
Rv1618,0.01799256153364945
Rv1619,0.020948502178126764
Rv1620c,0.018978517253825343
Rv1621c,0.01927835508707626
Rv1622c,0.0165847573295142
Rv1623c,0.019123219619798664
Rv1624c,0.011355837526265782
Rv1625c,0.015770225047598216
Rv1626,0.0200580670030112
Rv1627c,0.011145972250292928
Rv1628c,0.016252354392576183
Rv1629,0.017933579089489005
Rv1630,0.02126322025906358
Rv1631,0.01899221318732961
Rv1632c,0.01562963371676957
Rv1633,0.019650486428847685
Rv1634,0.016376074498288942
Rv1635c,0.018149638745843372
Rv1636,0.014418515108739071
Rv1637c,0.015700768581685644
Rv1638,0.01782964969455781
Rv1638A,0.020317004452285133
Rv1639c,0.019929763597484565
Rv1640c,0.019965035885798583
Rv1641,0.015543212218035844
Rv1642,0.012083745421185104
Rv1643,0.013731787612510907
Rv1644,0.011168357517462838
Rv1645c,0.02003237660720773
Rv1646,0.016507094283767114
Rv1647,0.0183960850518325
Rv1648,0.016158580105786715
Rv1649,0.017163338827055435
Rv1650,0.02034223471640807
Rv1651c,0.008754068066975876
Rv1652,0.014165889785876722
Rv1653,0.01124420076071267
Rv1654,0.010861049185329446
Rv1655,0.011765854210919724
Rv1656,0.012498528956323186
Rv1657,0.01391107808118428
Rv1658,0.014594480949220813
Rv1659,0.01658585468595294
Rv1660,0.015528107456679168
Rv1661,0.015273937905037758
Rv1662,0.01456757935781801
Rv1663,0.012768245625849127
Rv1664,0.0158791519498307
Rv1665,0.0154908803972337
Rv1666c,0.021726375846768054
Rv1669,0.01306960165839604
Rv1670,0.01659064167772933
Rv1671,0.013351054465242937
Rv1672c,0.015167625909695783
Rv1673c,0.014408673567597459
Rv1674c,0.010672060899753122
Rv1675c,0.015036829738552507
Rv1676,0.018756664686008017
Rv1677,0.01612483213929301
Rv1678,0.0170474232018408
Rv1679,0.01779899606832334
Rv1680,0.01616461065143395
Rv1681,0.01631736310834147
Rv1682,0.017770116491599056
Rv1683,0.01566124627268191
Rv1684,0.014793860195349633
Rv1685c,0.015358035448580276
Rv1686c,0.01599747721842138
Rv1687c,0.015204235760694953
Rv1688,0.01810348899878267
Rv1689,0.018596108928043663
Rv1690,0.017603548535397723
Rv1691,0.016755843942677755
Rv1692,0.018497145066801418
Rv1693,0.016291498364827486
Rv1694,0.01560719429681971
Rv1695,0.017271943945225323
Rv1696,0.018491805410687432
Rv1697,0.016290723441372206
Rv1698,0.013820295383062555
Rv1699,0.012700961080720831
Rv1700,0.01570024721992027
Rv1701,0.015315539658704191
Rv1702c,0.017597685730093408
Rv1703c,0.022032077274328925
Rv1704c,0.019920977162989205
Rv1705c,0.014652215959287772
Rv1706A,0.009654138770412728
Rv1706c,0.016753129060569215
Rv1707,0.01565207537721652
Rv1708,0.015134841711923155
Rv1709,0.014601839394240715
Rv1710,0.01536277593118744
Rv1711,0.017414067481599307
Rv1712,0.018839704715988555
Rv1713,0.01853734144013593
Rv1714,0.016415760317177456
Rv1715,0.01575236558967618
Rv1716,0.018167597225784475
Rv1717,0.014048913091594218
Rv1718,0.013978886758681863
Rv1719,0.013692655189596531
Rv1720c,0.007713697253505859
Rv1721c,0.009017881978172777
Rv1722,0.01580026493224699
Rv1723,0.018189906634749797
Rv1724c,0.015302399645476581
Rv1725c,0.020467547624571557
Rv1726,0.014038870688540525
Rv1727,0.01841537827749817
Rv1728c,0.013949729171348974
Rv1729c,0.013958503508733807
Rv1730c,0.01406137536646467
Rv1731,0.012157920314104611
Rv1732c,0.008882400505398605
Rv1733c,0.014569276316512801
Rv1734c,0.007368411094753776
Rv1735c,0.011350318724619427
Rv1736c,0.013116328630493973
Rv1737c,0.014510561104157726
Rv1738,0.016063620994183445
Rv1739c,0.01758846766721143
Rv1740,0.014056805799078172
Rv1741,0.00807988956655618
Rv1742,0.011005527885594621
Rv1743,0.01495945615109125
Rv1744c,0.012200446704868145
Rv1745c,0.010422994975244829
Rv1746,0.01963998745326843
Rv1747,0.020048267810387738
Rv1748,0.020013494005977683
Rv1749c,0.014457288184755666
Rv1750c,0.010958274967238807
Rv1751,0.02365441922915785
Rv1752,0.016389404035535654
Rv1753c,0.010903863500535134
Rv1754c,0.019921251144563903
Rv1758,0.012742945080130264
Rv1759c,0.012329727918591174
Rv1760,0.020450934822131128
Rv1761c,0.015129037519244867
Rv1762c,0.014633459459856505
Rv1765c,0.0194103332405011
Rv1766,0.016714812018046983
Rv1767,0.016205031056822996
Rv1768,0.011970671872840814
Rv1769,0.0150686561271784
Rv1770,0.018022399188945798
Rv1771,0.01886275087026754
Rv1772,0.014461419499043898
Rv1773c,0.01803658177988845
Rv1774,0.016116983974406817
Rv1775,0.01434907442841288
Rv1776c,0.011352684957504747
Rv1777,0.01382389772259647
Rv1778c,0.01257844966576925
Rv1779c,0.014900812014897334
Rv1780,0.012433987923174768
Rv1781c,0.020985470017490574
Rv1782,0.015174364360136826
Rv1783,0.016760253907204956
Rv1785c,0.013509838974435556
Rv1786,0.011440149616071824
Rv1787,0.011654734818567263
Rv1788,0.01274082414051637
Rv1789,0.00795545229654777
Rv1790,0.01445477317849124
Rv1791,0.015293286086199372
Rv1793,0.015907618226471708
Rv1794,0.012977838851501994
Rv1795,0.012614968518951376
Rv1796,0.014408520416500165
Rv1797,0.019141832938798703
Rv1798,0.020365676627384238
Rv1800,0.01851376036353465
Rv1801,0.016941661475828755
Rv1802,0.01945912476712008
Rv1803c,0.011492225487020195
Rv1804c,0.012669090512441828
Rv1805c,0.0083820060486917
Rv1806,0.014570713155090098
Rv1808,0.017303581684596857
Rv1809,0.018267232356536833
Rv1810,0.01710767072012548
Rv1811,0.01851777498288586
Rv1812c,0.02349280704073996
Rv1813c,0.01816644477156317
Rv1814,0.01793955133016211
Rv1815,0.015875379702036275
Rv1816,0.016189965224666994
Rv1817,0.010608200215984215
Rv1818c,0.008983412666704277
Rv1819c,0.017351718126507907
Rv1820,0.018937030102710275
Rv1821,0.018646093223541757
Rv1822,0.01258741453627811
Rv1823,0.018411690097354005
Rv1824,0.01999705679434965
Rv1825,0.018506790709090573
Rv1826,0.019892635351605965
Rv1827,0.013151006414968242
Rv1828,0.015544342826607792
Rv1829,0.020155653618046512
Rv1830,0.015880316035257424
Rv1831,0.015144012259904898
Rv1832,0.01475817259143263
Rv1833c,0.014779343982263831
Rv1834,0.014981371293561202
Rv1835c,0.014208202080185651
Rv1836c,0.021889965677499613
Rv1837c,0.02251785778965393
