Regulator Name,Gene Set Name,Total Genes,Gene Set Size,Regulator Target Set Size,Overlap,Total Genes,odds-ratio,p-value,Adjusted p-value
Rv0792c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Lipid metabolism,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Membrane Metabolism,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Miscellaneous,1010,6.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Mycobactin biosynthesis,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Mycolic Acid Biosynthesis,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Mycolic acid pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Nicotinate and nicotinamide metabolism,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Nucleotide Salvage Pathway,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Other Amino Acid Metabolism,1010,20.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Others,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Oxidative Phosphorylation,1010,35.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Pantothenate and CoA Metabolism,1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Pentose Phosphate Pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Peptidoglycan Metabolism,1010,12.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,p-HBAD biosynthesis,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Phenolic glycolipid biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Polyprenyl Metabolism,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Propanoate metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Propanoate Metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Purine and Pyrimidine Biosynthesis,1010,74.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Pyruvate Metabolism,1010,24.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Redox Metabolism,1010,25.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Riboflavin Metabolism,1010,9.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Spermidine biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Starch and sucrose metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Sulfur metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Thiamine Metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Threonine and Lysine Metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Transport,1010,101.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,tRNA Charging,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Unassigned,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Urea Cycle,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0792c,Cholesterol degradation,1010,38.0,0.0,0.0,1010,,1.0,1.0
Rv0818,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,152.0,2.0,1010,0.4266666666666667,0.9405530256097103,1.0
Rv0818,Alternate Carbon Metabolism,1010,19.0,152.0,1.0,1010,0.3090507726269316,0.9562527811262201,1.0
Rv0818,Arabinogalactan biosynthesis,1010,29.0,152.0,3.0,1010,0.6442953020134228,0.8373080644219857,1.0
Rv0818,Arabinogalactan bioynthesis,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Arginine and Proline Metabolism,1010,10.0,152.0,6.0,1010,8.773972602739725,0.001318180029547872,0.08040898180242019
Rv0818,Beta oxidation of unsaturated fatty acids,1010,67.0,152.0,12.0,1010,1.2514285714285713,0.29894384236103494,1.0
Rv0818,Carbon metabolism,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Citric Acid Cycle,1010,32.0,152.0,5.0,1010,1.0468631897203327,0.5408914534796909,1.0
Rv0818,Cofactor,1010,1.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,152.0,24.0,1010,1.875,0.011307538274222253,0.3448799173637787
Rv0818,Cysteine and methionine metabolism,1010,27.0,152.0,4.0,1010,0.981198589894242,0.5981823859650223,1.0
Rv0818,Degradation/Utilization/Assimilation,1010,7.0,152.0,2.0,1010,2.2746666666666666,0.2846639737952902,1.0
Rv0818,Ergothioneine biosynthesis,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Fatty acid biosynthesis,1010,15.0,152.0,2.0,1010,0.8666666666666667,0.6853885927074195,1.0
Rv0818,Fatty Acid Metabolism,1010,137.0,152.0,19.0,1010,0.8958837772397095,0.7013836545375773,1.0
Rv0818,Folate Metabolism,1010,13.0,152.0,1.0,1010,0.46688741721854304,0.8816519169103411,1.0
Rv0818,Fructose and mannose metabolism,1010,8.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Glycerolipid metabolism,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Glycerophospholipid metabolism,1010,50.0,152.0,6.0,1010,0.7602739726027398,0.7902146449292144,1.0
Rv0818,Glycolysis/Gluconeogenesis,1010,54.0,152.0,9.0,1010,1.137062937062937,0.42620767912625146,1.0
Rv0818,Glyoxylate Metabolism,1010,7.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Histidine Metabolism,1010,10.0,152.0,1.0,1010,0.6247240618101545,0.805818598244912,1.0
Rv0818,Inositol phosphate metabolism,1010,5.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Lipid metabolism,1010,11.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,152.0,1.0,1010,inf,0.15049504950495052,1.0
Rv0818,Membrane Metabolism,1010,67.0,152.0,8.0,1010,0.7523540489642184,0.8180911226199801,1.0
Rv0818,Miscellaneous,1010,6.0,152.0,2.0,1010,2.8466666666666667,0.22438895596511985,1.0
Rv0818,Mycobactin biosynthesis,1010,10.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Mycolic Acid Biosynthesis,1010,11.0,152.0,3.0,1010,2.139261744966443,0.2219386810994947,1.0
Rv0818,Mycolic acid pathway,1010,14.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Nicotinate and nicotinamide metabolism,1010,2.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Nucleotide Salvage Pathway,1010,8.0,152.0,2.0,1010,1.8933333333333333,0.34446824954536437,1.0
Rv0818,Other Amino Acid Metabolism,1010,20.0,152.0,3.0,1010,0.9960521121200158,0.5995860843642087,1.0
Rv0818,Others,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Oxidative Phosphorylation,1010,35.0,152.0,8.0,1010,1.7098765432098766,0.14195776627804396,1.0
Rv0818,Pantothenate and CoA Metabolism,1010,18.0,152.0,3.0,1010,1.131543624161074,0.5240572136881806,1.0
Rv0818,Pentose Phosphate Pathway,1010,14.0,152.0,1.0,1010,0.4304635761589404,0.8996949546531978,1.0
Rv0818,Peptidoglycan Metabolism,1010,12.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,p-HBAD biosynthesis,1010,4.0,152.0,1.0,1010,1.8874172185430464,0.4797579569892159,1.0
Rv0818,Phenolic glycolipid biosynthesis,1010,3.0,152.0,1.0,1010,2.834437086092715,0.38727048267618774,1.0
Rv0818,Polyprenyl Metabolism,1010,15.0,152.0,1.0,1010,0.39924314096499525,0.9150025519350391,1.0
Rv0818,Propanoate metabolism,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Propanoate Metabolism,1010,5.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Purine and Pyrimidine Biosynthesis,1010,74.0,152.0,13.0,1010,1.221960136808586,0.31327853970617675,1.0
Rv0818,Pyruvate Metabolism,1010,24.0,152.0,1.0,1010,0.24042614454362224,0.981006919829138,1.0
Rv0818,Redox Metabolism,1010,25.0,152.0,5.0,1010,1.4251700680272108,0.3194458195654537,1.0
Rv0818,Riboflavin Metabolism,1010,9.0,152.0,2.0,1010,1.620952380952381,0.40258429509890076,1.0
Rv0818,Spermidine biosynthesis,1010,1.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Starch and sucrose metabolism,1010,10.0,152.0,3.0,1010,2.447746883988495,0.1802512317150165,1.0
Rv0818,Sulfur metabolism,1010,10.0,152.0,1.0,1010,0.6247240618101545,0.805818598244912,1.0
Rv0818,Thiamine Metabolism,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Threonine and Lysine Metabolism,1010,8.0,152.0,2.0,1010,1.8933333333333333,0.34446824954536437,1.0
Rv0818,Transport,1010,101.0,152.0,19.0,1010,1.3519163763066202,0.16584622626929682,1.0
Rv0818,tRNA Charging,1010,2.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,152.0,1.0,1010,0.3276197896377094,0.9483366177109648,1.0
Rv0818,Unassigned,1010,1.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Urea Cycle,1010,4.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,152.0,4.0,1010,1.027027027027027,0.5664376226958865,1.0
Rv0818,,1010,3.0,152.0,0.0,1010,0.0,1.0,1.0
Rv0818,Cholesterol degradation,1010,38.0,152.0,5.0,1010,0.8503401360544217,0.7008344761167216,1.0
Rv0821c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Alternate Carbon Metabolism,1010,19.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Arabinogalactan biosynthesis,1010,29.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Arabinogalactan bioynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Arginine and Proline Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Beta oxidation of unsaturated fatty acids,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Carbon metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Citric Acid Cycle,1010,32.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Cofactor,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Cysteine and methionine metabolism,1010,27.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Degradation/Utilization/Assimilation,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Ergothioneine biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Fatty acid biosynthesis,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Fatty Acid Metabolism,1010,137.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Folate Metabolism,1010,13.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Fructose and mannose metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Glycerolipid metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Glycerophospholipid metabolism,1010,50.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Glycolysis/Gluconeogenesis,1010,54.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Glyoxylate Metabolism,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Histidine Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Inositol phosphate metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Lipid metabolism,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Membrane Metabolism,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Miscellaneous,1010,6.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Mycobactin biosynthesis,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Mycolic Acid Biosynthesis,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Mycolic acid pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Nicotinate and nicotinamide metabolism,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Nucleotide Salvage Pathway,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Other Amino Acid Metabolism,1010,20.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Others,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Oxidative Phosphorylation,1010,35.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Pantothenate and CoA Metabolism,1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Pentose Phosphate Pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Peptidoglycan Metabolism,1010,12.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,p-HBAD biosynthesis,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Phenolic glycolipid biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Polyprenyl Metabolism,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Propanoate metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Propanoate Metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Purine and Pyrimidine Biosynthesis,1010,74.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Pyruvate Metabolism,1010,24.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Redox Metabolism,1010,25.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Riboflavin Metabolism,1010,9.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Spermidine biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Starch and sucrose metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Sulfur metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Thiamine Metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Threonine and Lysine Metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Transport,1010,101.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,tRNA Charging,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Unassigned,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Urea Cycle,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0821c,Cholesterol degradation,1010,38.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Alternate Carbon Metabolism,1010,19.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Arabinogalactan biosynthesis,1010,29.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Arabinogalactan bioynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Arginine and Proline Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Beta oxidation of unsaturated fatty acids,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Carbon metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Citric Acid Cycle,1010,32.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Cofactor,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Cysteine and methionine metabolism,1010,27.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Degradation/Utilization/Assimilation,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Ergothioneine biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Fatty acid biosynthesis,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Fatty Acid Metabolism,1010,137.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Folate Metabolism,1010,13.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Fructose and mannose metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Glycerolipid metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Glycerophospholipid metabolism,1010,50.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Glycolysis/Gluconeogenesis,1010,54.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Glyoxylate Metabolism,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Histidine Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Inositol phosphate metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Lipid metabolism,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Membrane Metabolism,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Miscellaneous,1010,6.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Mycobactin biosynthesis,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Mycolic Acid Biosynthesis,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Mycolic acid pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Nicotinate and nicotinamide metabolism,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Nucleotide Salvage Pathway,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Other Amino Acid Metabolism,1010,20.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Others,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Oxidative Phosphorylation,1010,35.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Pantothenate and CoA Metabolism,1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Pentose Phosphate Pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Peptidoglycan Metabolism,1010,12.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,p-HBAD biosynthesis,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Phenolic glycolipid biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Polyprenyl Metabolism,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Propanoate metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Propanoate Metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Purine and Pyrimidine Biosynthesis,1010,74.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Pyruvate Metabolism,1010,24.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Redox Metabolism,1010,25.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Riboflavin Metabolism,1010,9.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Spermidine biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Starch and sucrose metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Sulfur metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Thiamine Metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Threonine and Lysine Metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Transport,1010,101.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,tRNA Charging,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Unassigned,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Urea Cycle,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv0823c,Cholesterol degradation,1010,38.0,0.0,0.0,1010,,1.0,1.0
Rv0827c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Alternate Carbon Metabolism,1010,19.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Arabinogalactan biosynthesis,1010,29.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Arabinogalactan bioynthesis,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Arginine and Proline Metabolism,1010,10.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Beta oxidation of unsaturated fatty acids,1010,67.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Carbon metabolism,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Citric Acid Cycle,1010,32.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Cofactor,1010,1.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Cysteine and methionine metabolism,1010,27.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Degradation/Utilization/Assimilation,1010,7.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Ergothioneine biosynthesis,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Fatty acid biosynthesis,1010,15.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Fatty Acid Metabolism,1010,137.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Folate Metabolism,1010,13.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Fructose and mannose metabolism,1010,8.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Glycerolipid metabolism,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Glycerophospholipid metabolism,1010,50.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Glycolysis/Gluconeogenesis,1010,54.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Glyoxylate Metabolism,1010,7.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Histidine Metabolism,1010,10.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Inositol phosphate metabolism,1010,5.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Lipid metabolism,1010,11.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Membrane Metabolism,1010,67.0,8.0,3.0,1010,8.79375,0.01229018751254794,0.24990047942180807
Rv0827c,Miscellaneous,1010,6.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Mycobactin biosynthesis,1010,10.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Mycolic Acid Biosynthesis,1010,11.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Mycolic acid pathway,1010,14.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Nicotinate and nicotinamide metabolism,1010,2.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Nucleotide Salvage Pathway,1010,8.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Other Amino Acid Metabolism,1010,20.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Others,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Oxidative Phosphorylation,1010,35.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Pantothenate and CoA Metabolism,1010,18.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Pentose Phosphate Pathway,1010,14.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Peptidoglycan Metabolism,1010,12.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,p-HBAD biosynthesis,1010,4.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Phenolic glycolipid biosynthesis,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Polyprenyl Metabolism,1010,15.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Propanoate metabolism,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Propanoate Metabolism,1010,5.0,8.0,2.0,1010,111.0,0.0005429924081547854,0.033122536897441913
Rv0827c,Purine and Pyrimidine Biosynthesis,1010,74.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Pyruvate Metabolism,1010,24.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Redox Metabolism,1010,25.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Riboflavin Metabolism,1010,9.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Spermidine biosynthesis,1010,1.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Starch and sucrose metabolism,1010,10.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Sulfur metabolism,1010,10.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Thiamine Metabolism,1010,3.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Threonine and Lysine Metabolism,1010,8.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Transport,1010,101.0,8.0,4.0,1010,9.329896907216495,0.004816362382905572,0.14689905267861994
Rv0827c,tRNA Charging,1010,2.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Unassigned,1010,1.0,8.0,0.0,1010,0.0,1.0,1.0
Rv0827c,Urea Cycle,1010,4.0,8.0,0.0,1010,0.0,1.0,1.0
