Regulator Name,Gene Set Name,Total Genes,Gene Set Size,Regulator Target Set Size,Overlap,Total Genes,odds-ratio,p-value,Adjusted p-value
Rv1956,,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1956,Cholesterol degradation,1010,38.0,1.0,1.0,1010,inf,0.03762376237623763,1.0
Rv1960c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Alternate Carbon Metabolism,1010,19.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Arabinogalactan biosynthesis,1010,29.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Arabinogalactan bioynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Arginine and Proline Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Beta oxidation of unsaturated fatty acids,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Carbon metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Citric Acid Cycle,1010,32.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Cofactor,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Cysteine and methionine metabolism,1010,27.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Degradation/Utilization/Assimilation,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Ergothioneine biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Fatty acid biosynthesis,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Fatty Acid Metabolism,1010,137.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Folate Metabolism,1010,13.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Fructose and mannose metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Glycerolipid metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Glycerophospholipid metabolism,1010,50.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Glycolysis/Gluconeogenesis,1010,54.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Glyoxylate Metabolism,1010,7.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Histidine Metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Inositol phosphate metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Lipid metabolism,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Membrane Metabolism,1010,67.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Miscellaneous,1010,6.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Mycobactin biosynthesis,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Mycolic Acid Biosynthesis,1010,11.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Mycolic acid pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Nicotinate and nicotinamide metabolism,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Nucleotide Salvage Pathway,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Other Amino Acid Metabolism,1010,20.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Others,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Oxidative Phosphorylation,1010,35.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Pantothenate and CoA Metabolism,1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Pentose Phosphate Pathway,1010,14.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Peptidoglycan Metabolism,1010,12.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,p-HBAD biosynthesis,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Phenolic glycolipid biosynthesis,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Polyprenyl Metabolism,1010,15.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Propanoate metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Propanoate Metabolism,1010,5.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Purine and Pyrimidine Biosynthesis,1010,74.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Pyruvate Metabolism,1010,24.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Redox Metabolism,1010,25.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Riboflavin Metabolism,1010,9.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Spermidine biosynthesis,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Starch and sucrose metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Sulfur metabolism,1010,10.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Thiamine Metabolism,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Threonine and Lysine Metabolism,1010,8.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Transport,1010,101.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,tRNA Charging,1010,2.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Unassigned,1010,1.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Urea Cycle,1010,4.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,,1010,3.0,0.0,0.0,1010,,1.0,1.0
Rv1960c,Cholesterol degradation,1010,38.0,0.0,0.0,1010,,1.0,1.0
Rv1963c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Alternate Carbon Metabolism,1010,19.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Arabinogalactan biosynthesis,1010,29.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Arabinogalactan bioynthesis,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Arginine and Proline Metabolism,1010,10.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Beta oxidation of unsaturated fatty acids,1010,67.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Carbon metabolism,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Citric Acid Cycle,1010,32.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Cofactor,1010,1.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,2.0,1.0,1010,8.98019801980198,0.19187117918927674,1.0
Rv1963c,Cysteine and methionine metabolism,1010,27.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Degradation/Utilization/Assimilation,1010,7.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Ergothioneine biosynthesis,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Fatty acid biosynthesis,1010,15.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Fatty Acid Metabolism,1010,137.0,2.0,1.0,1010,6.411764705882353,0.25300415076195426,1.0
Rv1963c,Folate Metabolism,1010,13.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Fructose and mannose metabolism,1010,8.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Glycerolipid metabolism,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Glycerophospholipid metabolism,1010,50.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Glycolysis/Gluconeogenesis,1010,54.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Glyoxylate Metabolism,1010,7.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Histidine Metabolism,1010,10.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Inositol phosphate metabolism,1010,5.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Lipid metabolism,1010,11.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Membrane Metabolism,1010,67.0,2.0,1.0,1010,14.272727272727273,0.1283341019929545,1.0
Rv1963c,Miscellaneous,1010,6.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Mycobactin biosynthesis,1010,10.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Mycolic Acid Biosynthesis,1010,11.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Mycolic acid pathway,1010,14.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Nicotinate and nicotinamide metabolism,1010,2.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Nucleotide Salvage Pathway,1010,8.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Other Amino Acid Metabolism,1010,20.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Others,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Oxidative Phosphorylation,1010,35.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Pantothenate and CoA Metabolism,1010,18.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Pentose Phosphate Pathway,1010,14.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Peptidoglycan Metabolism,1010,12.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,p-HBAD biosynthesis,1010,4.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Phenolic glycolipid biosynthesis,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Polyprenyl Metabolism,1010,15.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Propanoate metabolism,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Propanoate Metabolism,1010,5.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Purine and Pyrimidine Biosynthesis,1010,74.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Pyruvate Metabolism,1010,24.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Redox Metabolism,1010,25.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Riboflavin Metabolism,1010,9.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Spermidine biosynthesis,1010,1.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Starch and sucrose metabolism,1010,10.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Sulfur metabolism,1010,10.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Thiamine Metabolism,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Threonine and Lysine Metabolism,1010,8.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Transport,1010,101.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,tRNA Charging,1010,2.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Unassigned,1010,1.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Urea Cycle,1010,4.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,,1010,3.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1963c,Cholesterol degradation,1010,38.0,2.0,0.0,1010,0.0,1.0,1.0
Rv1985c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Alternate Carbon Metabolism,1010,19.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Arabinogalactan biosynthesis,1010,29.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Arabinogalactan bioynthesis,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Arginine and Proline Metabolism,1010,10.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Beta oxidation of unsaturated fatty acids,1010,67.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Carbon metabolism,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Citric Acid Cycle,1010,32.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Cofactor,1010,1.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Cysteine and methionine metabolism,1010,27.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Degradation/Utilization/Assimilation,1010,7.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Ergothioneine biosynthesis,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Fatty acid biosynthesis,1010,15.0,1.0,1.0,1010,inf,0.01485148514851485,0.9059405940594059
Rv1985c,Fatty Acid Metabolism,1010,137.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Folate Metabolism,1010,13.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Fructose and mannose metabolism,1010,8.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Glycerolipid metabolism,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Glycerophospholipid metabolism,1010,50.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Glycolysis/Gluconeogenesis,1010,54.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Glyoxylate Metabolism,1010,7.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Histidine Metabolism,1010,10.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Inositol phosphate metabolism,1010,5.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Lipid metabolism,1010,11.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Membrane Metabolism,1010,67.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Miscellaneous,1010,6.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Mycobactin biosynthesis,1010,10.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Mycolic Acid Biosynthesis,1010,11.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Mycolic acid pathway,1010,14.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Nicotinate and nicotinamide metabolism,1010,2.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Nucleotide Salvage Pathway,1010,8.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Other Amino Acid Metabolism,1010,20.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Others,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Oxidative Phosphorylation,1010,35.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Pantothenate and CoA Metabolism,1010,18.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Pentose Phosphate Pathway,1010,14.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Peptidoglycan Metabolism,1010,12.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,p-HBAD biosynthesis,1010,4.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Phenolic glycolipid biosynthesis,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Polyprenyl Metabolism,1010,15.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Propanoate metabolism,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Propanoate Metabolism,1010,5.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Purine and Pyrimidine Biosynthesis,1010,74.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Pyruvate Metabolism,1010,24.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Redox Metabolism,1010,25.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Riboflavin Metabolism,1010,9.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Spermidine biosynthesis,1010,1.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Starch and sucrose metabolism,1010,10.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Sulfur metabolism,1010,10.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Thiamine Metabolism,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Threonine and Lysine Metabolism,1010,8.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Transport,1010,101.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,tRNA Charging,1010,2.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Unassigned,1010,1.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Urea Cycle,1010,4.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,,1010,3.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1985c,Cholesterol degradation,1010,38.0,1.0,0.0,1010,0.0,1.0,1.0
Rv1990c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Alternate Carbon Metabolism,1010,19.0,21.0,1.0,1010,2.6972222222222224,0.3315904981426677,1.0
Rv1990c,Arabinogalactan biosynthesis,1010,29.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Arabinogalactan bioynthesis,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Arginine and Proline Metabolism,1010,10.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Beta oxidation of unsaturated fatty acids,1010,67.0,21.0,1.0,1010,0.6992424242424242,0.7669282481629427,1.0
Rv1990c,Carbon metabolism,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Citric Acid Cycle,1010,32.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Cofactor,1010,1.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,21.0,1.0,1010,0.4396039603960396,0.8955849920211335,1.0
Rv1990c,Cysteine and methionine metabolism,1010,27.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Degradation/Utilization/Assimilation,1010,7.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Ergothioneine biosynthesis,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Fatty acid biosynthesis,1010,15.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Fatty Acid Metabolism,1010,137.0,21.0,5.0,1010,2.0288825757575757,0.1437392658913128,1.0
Rv1990c,Folate Metabolism,1010,13.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Fructose and mannose metabolism,1010,8.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Glycerolipid metabolism,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Glycerophospholipid metabolism,1010,50.0,21.0,5.0,1010,6.555555555555555,0.0027096199825689354,0.16528681893670505
Rv1990c,Glycolysis/Gluconeogenesis,1010,54.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Glyoxylate Metabolism,1010,7.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Histidine Metabolism,1010,10.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Inositol phosphate metabolism,1010,5.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Lipid metabolism,1010,11.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Membrane Metabolism,1010,67.0,21.0,3.0,1010,2.4088541666666665,0.15786100500911582,1.0
Rv1990c,Miscellaneous,1010,6.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Mycobactin biosynthesis,1010,10.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Mycolic Acid Biosynthesis,1010,11.0,21.0,1.0,1010,4.895,0.20728261416648605,1.0
Rv1990c,Mycolic acid pathway,1010,14.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Nicotinate and nicotinamide metabolism,1010,2.0,21.0,1.0,1010,49.4,0.041172026023216804,0.8371645291387416
Rv1990c,Nucleotide Salvage Pathway,1010,8.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Other Amino Acid Metabolism,1010,20.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Others,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Oxidative Phosphorylation,1010,35.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Pantothenate and CoA Metabolism,1010,18.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Pentose Phosphate Pathway,1010,14.0,21.0,1.0,1010,3.753846153846154,0.2562783372746077,1.0
Rv1990c,Peptidoglycan Metabolism,1010,12.0,21.0,1.0,1010,4.445454545454545,0.22394634299782126,1.0
Rv1990c,p-HBAD biosynthesis,1010,4.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Phenolic glycolipid biosynthesis,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Polyprenyl Metabolism,1010,15.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Propanoate metabolism,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Propanoate Metabolism,1010,5.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Purine and Pyrimidine Biosynthesis,1010,74.0,21.0,1.0,1010,0.6273972602739726,0.8010229779031588,1.0
Rv1990c,Pyruvate Metabolism,1010,24.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Redox Metabolism,1010,25.0,21.0,2.0,1010,4.421052631578948,0.09270775314094101,1.0
Rv1990c,Riboflavin Metabolism,1010,9.0,21.0,1.0,1010,6.13125,0.17292728604850077,1.0
Rv1990c,Spermidine biosynthesis,1010,1.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Starch and sucrose metabolism,1010,10.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Sulfur metabolism,1010,10.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Thiamine Metabolism,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Threonine and Lysine Metabolism,1010,8.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Transport,1010,101.0,21.0,2.0,1010,0.9463051568314726,0.6381083371577324,1.0
Rv1990c,tRNA Charging,1010,2.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1010,18.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Unassigned,1010,1.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Urea Cycle,1010,4.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,"Valine, Leucine, and Isoleucine Metabolism",1010,26.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,,1010,3.0,21.0,0.0,1010,0.0,1.0,1.0
Rv1990c,Cholesterol degradation,1010,38.0,21.0,4.0,1010,6.608996539792387,0.0064414907708970045,0.19646546851235863
Rv1994c,"Alanine, Aspartate, and Glutamate Metabolism",1010,28.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Alternate Carbon Metabolism,1010,19.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Arabinogalactan biosynthesis,1010,29.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Arabinogalactan bioynthesis,1010,3.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Arginine and Proline Metabolism,1010,10.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Beta oxidation of unsaturated fatty acids,1010,67.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Carbon metabolism,1010,3.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Citric Acid Cycle,1010,32.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Cofactor,1010,1.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Cofactor and Prosthetic Group Biosynthesis,1010,102.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Cysteine and methionine metabolism,1010,27.0,10.0,1.0,1010,4.162393162393163,0.2382954334947993,1.0
Rv1994c,Degradation/Utilization/Assimilation,1010,7.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Ergothioneine biosynthesis,1010,3.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Fatty acid biosynthesis,1010,15.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Fatty Acid Metabolism,1010,137.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Folate Metabolism,1010,13.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Fructose and mannose metabolism,1010,8.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Glycerolipid metabolism,1010,3.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Glycerophospholipid metabolism,1010,50.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Glycolysis/Gluconeogenesis,1010,54.0,10.0,1.0,1010,1.9853249475890986,0.42420868670906736,1.0
Rv1994c,Glyoxylate Metabolism,1010,7.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Histidine Metabolism,1010,10.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Inositol phosphate metabolism,1010,5.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,L-alpha-aminoadipic acid (L-AAA) biosynthesis,1010,1.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Lipid metabolism,1010,11.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Lipopolysaccharide Biosynthesis / Recycling,1010,1.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Membrane Metabolism,1010,67.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Miscellaneous,1010,6.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Mycobactin biosynthesis,1010,10.0,10.0,0.0,1010,0.0,1.0,1.0
Rv1994c,Mycolic Acid Biosynthesis,1010,11.0,10.0,0.0,1010,0.0,1.0,1.0
