,2-Oxocarboxylic acid metabolism,ABC transporters,"Alanine, aspartate and glutamate metabolism",Amino sugar and nucleotide sugar metabolism,Aminoacyl-tRNA biosynthesis,Aminobenzoate degradation,Arabinogalactan biosynthesis - Mycobacterium,Arginine and proline metabolism,Arginine biosynthesis,Bacterial secretion system,Base excision repair,Benzoate degradation,Biosynthesis of amino acids,Biosynthesis of cofactors,Biosynthesis of nucleotide sugars,Biosynthesis of secondary metabolites,Biosynthesis of siderophore group nonribosomal peptides,Biosynthesis of unsaturated fatty acids,Biosynthesis of various nucleotide sugars,Biotin metabolism,Butanoate metabolism,C5-Branched dibasic acid metabolism,Caprolactam degradation,Carbon fixation by Calvin cycle,Carbon metabolism,Chloroalkane and chloroalkene degradation,Citrate cycle (TCA cycle),Cobalamin transport and metabolism,"Cutin, suberine and wax biosynthesis",Cyanoamino acid metabolism,Cysteine and methionine metabolism,D-Amino acid metabolism,DNA replication,Degradation of aromatic compounds,Drug metabolism - other enzymes,Ether lipid metabolism,Fatty acid biosynthesis,Fatty acid degradation,Fatty acid metabolism,Folate biosynthesis,Folate transport and metabolism,Fructose and mannose metabolism,Galactose metabolism,Glutathione metabolism,Glycerolipid metabolism,Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism",Glycolysis / Gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Histidine metabolism,Homologous recombination,Inositol phosphate metabolism,Limonene degradation,Lipoarabinomannan (LAM) biosynthesis,Lipoic acid metabolism,Lysine biosynthesis,Lysine degradation,Metabolic pathways,Methane metabolism,Microbial metabolism in diverse environments,Mismatch repair,Monobactam biosynthesis,Mycolic acid biosynthesis,Nicotinate and nicotinamide metabolism,Nitrogen cycle,Nitrogen metabolism,Nucleotide excision repair,Nucleotide metabolism,One carbon pool by folate,Other carbon fixation pathways,Oxidative phosphorylation,Pantothenate and CoA biosynthesis,Pentose and glucuronate interconversions,Pentose phosphate pathway,Peptidoglycan biosynthesis,Peroxisome,Phenylalanine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis","Pinene, camphor and geraniol degradation",Polyketide sugar unit biosynthesis,Porphyrin metabolism,Propanoate metabolism,Protein export,Purine metabolism,Pyrimidine metabolism,Pyruvate metabolism,Quorum sensing,RNA degradation,Riboflavin metabolism,Ribosome,Selenocompound metabolism,Starch and sucrose metabolism,Steroid degradation,Streptomycin biosynthesis,Styrene degradation,Sulfur cycle,Sulfur metabolism,Sulfur relay system,Taurine and hypotaurine metabolism,Terpenoid backbone biosynthesis,Thiamine metabolism,Tryptophan metabolism,Tuberculosis,Two-component system,Tyrosine metabolism,Ubiquinone and other terpenoid-quinone biosynthesis,"Valine, leucine and isoleucine biosynthesis","Valine, leucine and isoleucine degradation",Vancomycin resistance,Vitamin B6 metabolism,beta-Alanine metabolism,beta-Lactam resistance
Rv0757,-0.10784589020213997,0.18636128154363374,-0.2044169016335302,-0.2080425517902844,-0.43506204616823296,-0.21348633863670988,-0.047869127755223895,0.3397331411107285,-0.39132834574154407,0.3404386207060318,-0.34314614346132594,0.2166665885213579,-0.21282768098424565,0.11308133512877758,-0.040486516741175954,-0.07475995719116085,0.08883734786448899,0.2643651559890949,0.201415692334051,0.26718172199529766,-0.08896724220534327,0.002069445712466589,-0.05843799064369248,-0.21888795411656148,-0.13565215846137577,0.0459363479656566,-0.2688269947510379,0.2307611325412643,0.29125041368442034,0.10581421524835632,-0.19601242070275915,0.20156487782467625,-0.2282715366141843,0.1884867138143127,-0.18198695242551577,-0.6242418729851634,-0.16563320075884802,0.11302119229750662,0.0454480152524602,0.3659710500135887,0.41891721150987143,-0.39147828899542714,-0.04687037916520634,0.055735317507654425,0.12360390710480165,-0.3495419377783166,0.037188181859933334,-0.15286472310785987,-0.22336550006412373,0.32253478538662617,-0.34661873788826025,-0.5525147348026033,0.5854252265683696,0.1200470967756701,0.23480865621432234,-0.09434260689122664,0.19899772299276086,-0.07908209485690543,-0.4656802235448085,-0.049603810554441075,-0.35123107434745104,-0.007015785517414164,-0.4977610552463909,-0.42812027124796137,0.6474846190916462,0.1544851127510356,0.08411666244833935,-0.17702208563909566,0.01826560181053799,-0.08290495603614634,-0.18642689520663874,-0.06211672770233523,-0.6402431762010252,0.16170849493516395,-0.3388668014238074,-0.37790903387753766,0.12099824496930228,0.024697263230498423,-0.12421196396325462,0.18677620392299749,0.08770915005483981,0.2165817280634249,0.23869853169252697,-0.1214861367890771,-0.1321963163391323,-0.06152594842472328,-0.23084867028299655,-0.25747976940110395,-0.13417838278342797,-0.6529947116626088,-0.019842903873576512,0.19342100878837104,-0.022206440131313843,-0.0888351669262468,-0.3521076835222606,0.331937333326195,-0.15633217867767693,0.2180000569694533,0.2009449128835874,0.13686673211492006,-0.22090212726064573,0.045933592323024436,-0.43148994539720253,0.1413629458180276,-0.2142433229686166,0.02460252257530046,-0.09939032056530511,0.2745501069837233,-0.3974409955935788,-0.049707184767895596,0.31118594997520044,-0.07449981944176914
Rv0767c,0.06963180378870404,-0.15908253478643114,-0.1921360089864136,0.30085846093595003,0.6921741454854304,0.31538090845081407,-0.251370085724284,-0.0021282721469894073,-0.058088814906132435,-0.3581652335645253,0.43671611518313247,-0.0966438115907225,0.21635697227792405,-0.1526339862501299,0.19428235855694848,0.044514476541956505,-0.47004791574344607,-0.006844716919542859,0.29644032370789586,0.3392336220160242,-0.0049410504850709025,0.5498487010935826,0.46580910303553336,-0.31169677520317096,-0.06889285501035279,-0.42563465299029907,-0.29406596400251445,0.5748713619528093,-0.18657511767774487,-0.035758332238960855,0.2173177281796203,0.4193880825381064,0.0626203498286399,-0.6215317371100216,-0.3320261013276067,-0.7011690491679891,-0.11768161087088197,0.0679732536361175,0.15090336830886758,-0.1861447295288694,0.29742683803189807,0.09319895992778099,0.5264965758201757,-0.302220265122804,-0.34132042666489276,-0.4436123687149679,-0.23671163259012212,-0.12373296293891571,0.08575033148930211,0.1344799527705441,-0.08698966960603755,-0.1842309175556532,-0.3143423194562412,-0.1357747900996072,-0.3620441890478508,-0.00017627101431993975,-0.13913609604659688,-0.039497484016741136,-0.13944373044880573,-0.09241140462151773,0.34255563758288465,-0.5889716585024075,0.40776213241272713,-0.17155753251455785,-0.7682874429414384,-0.3057918017097383,0.3392020887431513,0.05078157326697874,0.1293284256410589,-0.26041564933434075,-0.43164892364302065,0.08654535417695941,0.4115519876061163,-0.23062877437656953,0.0773568453398723,-0.5067959615162478,-0.1252425649460066,0.1583112641701656,0.5126790722549656,-0.06332197001439455,-0.3188098630088013,0.14655212564023778,-0.3995892582226093,0.09919365632842547,-0.025717944805125847,-0.15482959054510018,-0.2023674015327819,0.04396805210095711,-0.04755546595649335,0.3762994641423669,0.5257403985899378,0.3424253471974252,-0.24651185306985146,0.3392997064225952,0.4844816479659604,0.04457801152016028,0.5479816773348027,-0.03405417408483685,-0.4764911994784877,0.08741139981451354,0.04766506868023401,-0.021296135257561577,-0.2397268284822377,-0.4102480681691487,-0.36188106170127377,-0.3666054228871983,0.34424314946481405,0.006453798355871565,-0.06050489619954652,0.34050222395929086,-0.01960282884286174,0.34874604535778037
Rv0792c,-0.3417552276693314,-0.18259170211393738,-0.28879877035129364,-0.18264238136939362,-0.35497756531545815,-0.3820932298170039,-0.32355538726398747,-0.11275284584477609,-0.41912983530307024,-0.16451504208354312,-0.1037516732348926,0.19160313216209496,-0.21204889732501542,0.08122344366536505,-0.03164722318612259,-0.10332441937148054,-0.32567359837403126,-0.27989566390398524,0.4179906133825247,-0.11021720381330274,-0.2527366766985599,-0.3665464836184314,0.05786882689864847,-0.40449188929415447,-0.18796579074170355,0.13668705188414765,-0.35534579034025326,0.47004048974002377,0.13803260891668495,0.3508808779354861,-0.08750951056706868,0.4966932679031991,0.4557191107741941,0.3094741603442581,-0.2857679171593393,0.22372685453700747,-0.09876503985797958,0.09290987021447839,0.002977331997395527,0.2343384178624708,0.2270389400972043,-0.2186918370014711,-0.24106056338039997,-0.09109615611028421,-0.06680424826812242,0.08613652464355187,-0.03351512734463469,-0.39787102469835,-0.20630546410013678,0.14123278899941016,0.48255832859935965,-0.12222990582638446,-0.05408728145654304,0.036423480777007244,-0.29216850664366856,-0.36920700658094374,-0.2592257439251776,-0.10729250273285335,-0.38763545034872415,-0.1320257963853127,0.5243456335344995,-0.5016906205488842,-0.3938718635990275,-0.20096246590985964,-0.23518598247499628,-0.134898211138806,0.4881331393644741,-0.09293631536892549,-0.18370831573991842,-0.22008268168664552,-0.12420044621241202,0.16250603706319577,-0.17821522955654467,-0.131591829138707,0.09022929749154923,-0.19219752492124934,-0.21269507959769024,0.11384770042724299,0.03707044965744488,0.15918815922626484,0.09610865152483322,-0.31586417832478075,-0.0879340239027962,-0.1838037346653565,-0.26318483619102334,-0.05673272055040465,-0.41039897056408786,-0.006791847387904226,-0.187859721715528,0.01395668942492001,-0.23260196198261032,-0.0952298245712076,0.20208874760668977,-0.3070361832763884,-0.6716801626658903,0.052592036063110414,0.3130178750074507,0.010737827639236114,0.42474323511013484,0.2179829456713802,-0.18168204879208213,-0.25824818204655786,-0.42994403521267893,0.1706869928292838,-0.4088177933623126,0.3132208090872528,0.12592780779161522,-0.14567205785611223,0.48424019618389624,-0.49173208566958126,-0.06924830383702796,-0.4087853336508754
Rv0818,-0.2508958936507315,0.10935714682653175,0.05775341924926414,-0.29957410317053845,-0.11550900571191436,-0.275250030768311,-0.5273987531543979,0.08452291624032682,0.344958225543889,-0.05979963208491346,-0.18377304010061474,-0.15607654099281248,-0.14220821946841725,-0.30209748547002424,-0.27470444732744326,-0.2889188374309302,-0.24448345035105318,-0.22733834174869985,-0.3385921473219476,-0.1673049613328876,-0.16588825694738946,-0.3259492618864098,-0.25869083428862477,-0.7691483813455485,-0.38540028797047954,0.537769721792361,-0.5041549612787467,0.8369840620660322,-0.008495630881370286,-0.03647428226076538,0.059880452834152165,-0.09412757714729217,0.032534831893557464,0.1437382647831411,-0.4024311890355985,-0.37166856697146056,-0.36281341520978777,-0.023378345311459325,-0.21000896644500291,0.19886545134664158,0.24091522678312882,-0.5869998667885726,0.12237903982404319,-0.26449044585987264,-0.05667122372123151,-0.4229314891721096,-0.152052177212576,-0.41383716001431137,-0.30016919668008457,0.2786107997904114,0.08520428248166578,-0.5922542936282832,0.46365719200819666,-0.13043736666963351,-0.3538482863261192,-0.4580991165683763,-0.2967190853244997,-0.23099462509830704,-0.26225459883504326,-0.13756312031837642,0.2096848424319646,-0.5091834534679773,-0.5717466443426897,-0.2648863400432435,0.9254627255557688,0.4225491957135262,0.49546626408316385,-0.26975136234062164,-0.142812322282933,-0.4677203558956858,-0.5086295289911628,-0.1985974594178039,-0.5066301834201292,-0.2782828963240473,-0.32241656608517916,-0.1740833577336494,-0.1483986690140245,-0.2821510172387663,-0.23334726725823707,-0.5540551420138126,-0.33615391801947003,-0.3748615087623098,-0.041219043831513036,-0.13461712909510035,-0.25470255847533985,-0.3599892309878412,-0.20146996800070555,-0.2872864453873411,-0.35375270836681194,-0.40954649055611214,-0.10420766678295534,-0.22771139804602525,0.15747408092329718,-0.4639865482942448,-0.5592079732307285,0.587804044571319,-0.09386384932957834,0.29276817028654134,0.07888253736612455,0.026021496557352086,-0.15419255097115278,-0.33902367417230794,0.03369861471434732,0.2849237411939698,-0.13832765552746343,-0.589926425395695,-0.32616475526788413,-0.035026294762421945,-0.17798816149191757,-0.44593908840395596,0.26243171098417933,0.15411134553312988
Rv0821c,0.27122217940756016,-0.2855253831180515,-0.05600029773306739,0.3395326270056519,0.5529478028552796,0.07673198145741139,-0.4191601772647208,0.33333073132653557,0.3543281875357347,-0.45441705440017877,0.12765442761086926,0.30572833907288754,0.31172549947423456,-0.018495393274969824,0.4174524145894535,0.2210733807005721,0.4127786416100028,0.1855068015264697,0.6009612764447354,-0.06174750632429157,0.13934194591643273,0.17800333024678,-0.4160924058060873,0.4662591555288095,0.2895320455918698,0.1396293594961924,0.14619829983756472,0.5090601625800198,-0.07017246810571154,-0.0665184873960494,0.3407903229020974,0.12509259496865033,0.310821776248114,0.10946185829990283,0.060208515769688165,0.14124718256949662,0.3069182523948806,0.10452113277648464,0.21731610636412488,0.1363319105502966,-0.2781539865918599,0.5135273277671586,0.5221707471906837,0.2560942917063509,-0.15437861928679142,-0.35936205519177217,0.27699574951131667,0.38937571615122096,0.26610973581583763,0.04526615658664551,0.24160936319234333,-0.019348632392989673,0.375738738339044,-0.3911832369249665,0.17873463263729966,0.29322843463286086,0.31109817545499624,0.1096261545781533,0.3596233462370998,0.315899963704977,0.4527010229107579,0.08517909711506833,0.2937998437628958,0.3078875299628769,0.2599945508802985,0.14415116654123206,0.6507717511958702,0.08226260550700251,0.3137181353111214,0.1349976437463513,-0.5465436650342406,0.2889310782095563,0.4524398033637517,0.41294120187936717,-0.1028719487478908,-0.01689240030097816,0.2526023856198688,0.06544086708573216,0.13998808006063368,0.2072310278651099,-0.2967818287407382,0.10711518810873231,-0.4406609470124625,0.20238799381499345,-0.0884027965595485,0.2371513870747118,0.015463600204823597,-0.3917717723808374,0.39133342311976393,0.03733108547177644,0.16027088036117376,0.3832417264099248,0.4318749616676912,0.4251541994404266,0.5667417981467567,-0.2319058352116204,0.049355014932096486,0.3790990354528033,-0.12929090453520414,0.4202194421657096,0.3557950530109212,0.2569138685929293,-0.34437390440817367,0.2530815755777053,-0.22047559903791636,-0.2137824794097489,0.3466715724393438,0.24414910993414138,-0.21112460282217704,0.6139319312940212,0.05851015858628533,-0.07690870768399513
Rv0823c,-0.1925483077986565,0.17467479781837789,-0.41834214001732006,-0.1790068095187305,-0.1830542241579342,-0.13354420648182205,0.026007083968275835,0.19291590439004322,-0.28824747547489876,-0.3101161790017211,-0.4331626721135705,-0.0856233372102429,-0.03926588583276022,-0.04053717379384342,-0.008789453182102364,-0.09131213551349282,-0.03888209954631916,-0.2963401465092347,0.2974973612037019,-0.16983093839413477,-0.35384676477326216,-0.16055350555276027,-0.5454791996761479,-0.5886522757761956,-0.33963098025011423,-0.4619593909899541,-0.5647944552524695,0.14060306887068835,0.30316979225957796,0.4032423978391566,-0.05389006657850448,-0.18774834080910435,0.017233024761785287,0.10196550394986614,-0.24216375092589404,0.2345378974241712,0.10266620662669368,-0.09473155531120941,-0.055591787155821526,0.00417388059892837,-0.01804059133049357,-0.24802466403266515,0.04789004863256746,-0.36001065766482787,-0.1005489794495028,-0.27231605560677213,-0.26879375455751037,-0.4499160371536389,-0.24742300224063518,0.2832126136726448,0.1917839457967685,0.30617993246112096,0.038732725879311314,0.3919780973012654,-0.5721287672556364,-0.2845399694687465,-0.27409923353700516,-0.1002204953069509,-0.3674929036403766,-0.15145125134397014,0.10567137735188159,-0.35853809870771614,-0.3238598386122195,-0.20049501364130962,0.7287074148296593,0.1304256411454866,-0.025576730190571717,-0.42290340217963285,-0.2178052368489664,-0.32637837509348466,-0.44696775235400316,0.25731603472051906,-0.32623099741317485,-0.17002410074575533,0.23211277218836338,-0.2768353389921663,0.02485990042151401,0.31864469698006215,-0.43871421385467374,0.5575793447359835,-0.025380377250910885,-0.3749096864790184,-0.20504499679918461,-0.3399458164117917,-0.4852495601672138,-0.28543506999907575,-0.2379051252740171,-0.5453213468464342,-0.2306411363189596,-0.27630524014976476,-0.5192401705145375,0.33867807626662927,0.29735223085944196,0.4337868226947243,0.01379577297351009,-0.17642145759622208,-0.030438800197084837,-0.3898896170317998,-0.19898741070846387,0.21815251798908897,-0.28038444607721014,-0.18303795883135066,-0.47946933154493915,0.25624368033753625,-0.17806282210813168,0.37445636726580117,0.24016827584908412,-0.17613425751669243,0.5215257828432196,-0.2230638740694016,-0.2556680575413615,0.20706944096264726
Rv0827c,0.12428148853925802,0.4773576221332438,0.1794347424659094,0.05105717111678115,-0.3963437289576664,0.17182489697753395,-0.18892034506752528,0.023044243144696885,0.20795860722350173,-0.03999011312425271,-0.021565888487160262,0.17172490975659468,-0.19412430052988142,-0.28393834481722213,0.11634473962828884,-0.07356950081533578,-0.4241515292020288,0.41555432293157746,0.21270919283845402,-0.14764263372963457,0.27294363467796745,-0.1697751786089775,-0.16950225181891276,0.2980719143730842,0.20550922730102483,0.24498328598532382,0.43082651531371824,-0.5727816085810908,0.46053362067044135,-0.45051377527416914,-0.3844848737026769,-0.612280701754386,0.2544078633115232,0.1456731949808011,0.00033910626122668486,0.7509801441398642,-0.02573108584279582,0.26203359349193556,0.14201765812372025,-0.04539211017182285,-0.28754440338890397,0.15040408653839746,0.08477388241045336,0.1908765109468929,0.39670505844298004,0.406674663272658,-0.3493146538647923,0.3176174736194429,0.036141192527072985,-0.27704864095225024,0.3344248863469062,0.4513376472979155,0.4865318790108346,-0.5186159126710277,-0.10171454301830823,-0.36185359703364184,0.03456137550230917,-0.06432934108647759,0.09411719230893756,0.2186674407858469,0.2163617923723372,0.353619321054236,-0.2510506617600937,-0.18900073262966455,-0.45367311561652834,0.21472886529854307,0.19718069212385497,-0.0704775114383201,-0.18011546910168283,0.5050029058817485,0.6540683942876324,-0.33739850486559514,0.04007697742444813,0.02416365277466309,-0.5092278765159782,0.08536194990380647,0.15507091143775775,-0.6002351744475282,-0.12975788595423932,0.1727351710833217,-0.4550996769338904,0.19959911798637514,-0.13040599290981297,-0.0920482084484511,0.14530823806616472,0.20651353344134715,0.3023612955443165,0.1610778132708237,-0.27300149957945485,-0.42480479500085566,-0.31049047088170945,0.1326105678740302,0.48270955148146194,0.130461097891019,0.42830645527958966,0.5259543987227718,-0.3715225729703362,0.23759464394182905,0.4663037428144895,-0.1250581082146423,-0.07478995824875434,0.24679490779950608,0.005326369741486259,0.2971811126879263,-0.03611025979172078,-0.15643018300325892,-0.40225534587652445,0.2591914877748056,-0.7828156312625251,0.07561547774858252,-0.30603138317649,0.2042107245077529
Rv0844c,-0.23108568611675137,-0.01674480668983641,-0.2721106533720117,0.1379502115174605,0.34313970215433176,0.4485274938509191,0.5921540423921328,-0.06628700812157534,-0.11992502730184182,0.2224362482806299,-0.11846509355083795,-0.5497557647217051,-0.11990174584111467,-0.21106158437316713,0.13667920081395368,-0.2740747798780585,-0.4634852780976785,-0.654703375942314,0.10971629425056492,-0.1053701595548818,-0.46784598107409303,0.21022423380918773,0.10594775083781942,-0.4510625509236379,-0.3647045089447709,-0.25266694343220014,-0.3604504559897369,-0.8641298624489547,-0.13622584298233426,0.3203768913100524,0.010945838804131858,-0.6585244065352059,0.06189952424783124,-0.5723952753805935,-0.21995979823210693,0.42619802572176857,-0.35938378072702215,-0.4313686864346664,-0.4813605797465906,-0.4700913982563576,0.25398471481970075,0.08010533295274036,0.35793282327735987,-0.46073864146682575,-0.16850062508015698,-0.21768136203068653,-0.0497564076570729,-0.1809401165340273,-0.31189850855647666,-0.4113756927035578,-0.0606136820925553,0.08087964446979701,-0.2859227768570003,0.24036685740447822,-0.09542404403435983,-0.12566287485354855,-0.5428992108220686,-0.22697590338275736,0.13002980792036486,-0.33528044489400094,-0.1159386451549313,-0.0924973718541996,0.188124267157074,-0.029826179757245996,0.5927858564328911,0.36393916106939056,-0.7307990832530316,-0.13927846979278125,0.19811099429035903,-0.4427981896391791,-0.27665228046440893,0.006409723253626348,0.07813673929376408,-0.3585864194182512,-0.1203515700535581,-0.19478154371760775,-0.08552547546559885,-0.3918503231624142,-0.1817469959286213,-0.3941102242133294,-0.15641995987081192,-0.2994448960900129,0.36021992141267706,-0.18488393959291538,-0.04706675882191502,-0.4682761803597306,0.1958982087736152,0.005204704190039461,-0.35857779628812947,0.3392536889307577,0.052972079461027166,-0.3241045541727998,-0.5445908655429277,-0.2644290079324669,0.6118163891367534,-0.47107438016528924,-0.15372960191551932,-0.45364341156974625,-0.2801655976436219,-0.5328558716490918,-0.3028948160107766,-0.2240135928109813,-0.2091661975020755,-0.09382333130701465,-0.08250070691216235,0.19287607572061305,0.008781255954315115,-0.5375698058361648,-0.5881999449810327,0.3101093430559134,-0.29364306465871515,0.315891763768433
Rv0880,-0.23470412681702135,0.08713736649253201,-0.2161319986317368,0.005917324430111781,-0.32074316565088995,-0.41318796320273066,-0.10335844932086569,-0.1326417259615877,-0.4011353833630325,-0.050537135513390535,-0.3903442087355954,-0.36975322093241475,-0.3149641198564655,-0.23603460686128652,0.3433074257176491,-0.27224917799642656,-0.6637923415138005,-0.5371056944956171,0.5850730670108382,-0.44108432558823785,-0.5470854998055433,-0.5368675884509682,-0.21008392330512554,-0.5863070570849184,-0.40701325304075364,0.04367483695977337,-0.4568649540752824,0.12268832346982705,-0.277060906604298,-0.1488889631746973,-0.33190394934646256,-0.32530788647396686,0.14116069016426736,-0.29632420772349993,-0.3319503421083556,0.3962511403389132,-0.5212436215993719,-0.1942932734164945,-0.4415897081110418,0.2532878454135862,0.3764053076490314,-0.07043700771257794,-0.1401544326305279,-0.2895146315117981,-0.12089810083723226,0.0576077509202631,-0.19198878169560052,-0.3918132070127145,-0.3402873591558757,-0.04032676409349445,0.29003143265164455,0.2951056431147867,0.4676930586489169,0.00038804575646544937,-0.005093944189277777,-0.48488295358328304,-0.4027232444954495,-0.2702426500293118,-0.4815665129017478,-0.3301470242858474,0.33060056737157695,0.026309195690303155,-0.36785110105126484,-0.23014178449474965,0.6740732213249777,0.23267913477791402,0.16418901072395847,-0.1093392144546878,-0.19982528509079237,-0.3377412760441661,-0.4825879557476132,-0.314261058526087,-0.6499612828196469,-0.24218559424017122,-0.07368334878468141,-0.30389974778893164,-0.34496396049618916,-0.1949166036750857,-0.5222625485661069,0.2167431111338034,-0.27484148420361004,-0.2578757829032471,-0.025864772727003688,-0.018872971190067644,-0.1379357491432605,-0.42087944039352465,0.00597108581439848,-0.2073246607785037,-0.189895300647568,-0.2146703655348624,-0.19916703273277667,-0.041507689993211,-0.4084563256871737,0.19997388587041287,-0.459053343350864,0.28751002902826195,0.25233353202232633,0.3364073444386867,-0.14557754948634427,0.1374667352860875,-0.5436637069419182,-0.3790865884889718,-0.1875240561043451,0.19247947532066312,-0.4376958508468081,-0.24112720792991538,-0.5135750696912585,-0.19376177029372085,-0.29560610331905723,0.33592631004097334,-0.2729047044584814,-0.13737808620104602
Rv0891c,-0.14716058669135523,0.2638121087575571,0.11585312212211935,-0.04837703177325808,0.22015666583593066,-0.08428867786260866,-0.19517514237037775,0.08987266620307802,0.25273614052814647,0.05778529445915842,-0.3507514783400802,0.004087106665715101,-0.08956077178728891,-0.1512323007510285,0.21574462881855527,-0.1666849035179661,0.41691587350564674,-0.17130797436334194,0.4729786293440943,-0.41491318650134856,-0.38495748507609384,0.045645255732037815,-0.13899287736641994,-0.23165845461775392,-0.29998445463242274,0.0972431077694236,-0.3432311537827126,0.12736355444756564,-0.10770775797137838,0.173062350576779,-0.08802165585472096,-0.4302627230114795,-0.14539349305915059,0.3357507520631143,-0.2614116080171896,0.5019701321662589,-0.46663933321515255,-0.223711611197619,-0.3797970736262053,0.03625533153725455,0.20045509173227222,0.02600289070939632,0.11474947410236125,0.026671892516252405,-0.06352340038921844,0.03604382920794075,-0.03539308943054237,-0.2201181024035226,-0.1263984497077114,0.01012163222109222,-0.12790135087152482,-0.18559515079405253,0.36144808292560765,0.21490581221947358,-0.1802266481909482,-0.38823787710990254,-0.33789002080816033,-0.1519042885523333,-0.2934815825295632,-0.12321355290854857,-0.07257995018401991,-0.09423684075788974,-0.17721697320454183,-0.2526675531939895,0.6225130479340957,0.250462234203127,-0.1669518885654669,0.06370205589910874,0.12189173457960878,-0.3279155351904708,-0.24022451085437235,0.27283618540308163,0.06972547681033175,-0.12864485679982537,-0.4213469731363765,-0.24888162648009013,0.1997436274407332,-0.15222314056010547,-0.2558016678014678,0.1940942442226361,-0.3194765327504653,-0.24865391560549782,0.055541362512802034,0.1306339743176661,0.20339899816393103,-0.289514915558003,0.2517081613945874,0.01482269665924063,-0.21756999310856556,-0.16964755010014826,0.051349515373964066,0.12646035630641306,-0.09193156757599508,0.0023521209537854526,-0.02253944402704733,0.16303531179564235,0.21369253006709343,0.24634886313830556,0.5056124478274315,-0.11435088265143606,-0.4744817149329387,-0.24376889123565473,-0.39773959014508914,0.22648057211389072,-0.12642617507695503,-0.4064365300335765,0.10077271773039953,-0.3424313361301714,-0.6168357346827105,-0.10921792695227694,-0.09832468799208721,-0.0651792429180246
Rv0894,0.003918234090106887,-0.10914522960285158,-0.2819583153104854,-0.029625234247051907,0.022221032927148443,-0.03686063839722584,0.3908119149735526,-0.20399370105487025,-0.2079742214518233,0.2864653881799387,-0.13761301189189687,-0.3568908842533278,0.10077825001290763,0.08968129828573668,0.016980568673761104,-0.10296681596150209,-0.6046220563506036,0.31785520192928224,0.24867840531752594,-0.054329969774044806,-0.317936216886578,0.30550052326437394,0.08470338588483162,-0.358701624999224,-0.31553247511857907,-0.46855216803962596,-0.5225779511493798,-0.11570247933884292,-0.08149382886936812,0.41686646299915975,0.22286701349759447,0.10664605676628114,0.1630490547779195,-0.7025384087145952,-0.0518042333235188,0.02207543698523806,0.22814138786874127,-0.2019836359988234,0.04421839706670205,-0.04692692197289697,0.2337806290177461,-0.14917461342044613,-0.09661871846956516,-0.38585863005820553,-0.315536251894883,-0.18077604569612132,0.035046276074500615,-0.5152648715635232,-0.24158225840700115,-0.3507925179805384,0.3011513305392563,0.2803510255663828,-0.7288510613989212,0.22122791941561026,-0.24201044335809946,-0.25225457689474884,-0.29499138760599586,-0.03487511871323157,-0.0690523350892791,-0.31929155799528164,0.0589995241593641,-0.42992464596691843,0.2503117867539469,-0.26582400307387644,0.3979404753201222,0.15086617534279606,-0.5894340398865214,0.11287761845505662,0.21737478526580756,-0.3838161647376442,0.09628768766408241,0.15542148765517605,0.06516849318853707,-0.4469323139882805,0.43831984421124187,-0.3410659449627217,-0.360389108156422,0.1013169782383152,0.03942771207637036,-0.3281896664341165,0.1449266509029954,-0.28428109079180663,0.39166074266666623,-0.039216408570988875,-0.07996110174657997,-0.4042473661834439,-0.14638853227657111,0.3381019719714452,-0.14562625678779434,0.41957240116020555,-0.10877884789216039,-0.28685633676688277,-0.44888413895367213,-0.400763913754297,-0.14198453062089428,-0.3490668106099124,0.2825576666714713,-0.34275041466363054,-0.1460843305983188,0.08309201247992282,-0.22066671822084083,-0.23300984266837585,-0.0834786317984349,-0.0764594184757782,-0.16750250752256773,0.2363647687309966,0.4301021751015264,-0.2277054206257746,0.5468288625810042,0.10306558640402513,-0.3239599005143559,0.1146942866886893
