Regulator Name,Gene Set Name,KEGG Pathway Description,Total Genes,Gene Set Size,Regulator Target Set Size,Overlap,Total Genes,odds-ratio,p-value,Adjusted p-value
Rv0576,mtu00565,Ether lipid metabolism,1171,5.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00571,Lipoarabinomannan (LAM) biosynthesis,1171,13.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00572,Arabinogalactan biosynthesis - Mycobacterium,1171,15.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00592,alpha-Linolenic acid metabolism,1171,3.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00600,Sphingolipid metabolism,1171,2.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00620,Pyruvate metabolism,1171,43.0,78.0,5.0,1171,1.9015861571737562,0.15238739150457759,1.0
Rv0576,mtu00621,Dioxin degradation,1171,4.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00622,Xylene degradation,1171,4.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00623,Toluene degradation,1171,1.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00625,Chloroalkane and chloroalkene degradation,1171,8.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00626,Naphthalene degradation,1171,2.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00627,Aminobenzoate degradation,1171,13.0,78.0,3.0,1171,4.332,0.05007775795522361,0.9412663318899971
Rv0576,mtu00630,Glyoxylate and dicarboxylate metabolism,1171,39.0,78.0,5.0,1171,2.1333601933924253,0.11180833920128327,1.0
Rv0576,mtu00640,Propanoate metabolism,1171,30.0,78.0,1.0,1171,0.47648902821316613,0.8769219304795156,1.0
Rv0576,mtu00643,Styrene degradation,1171,5.0,78.0,1.0,1171,3.5357142857142856,0.2919711376340341,1.0
Rv0576,mtu00650,Butanoate metabolism,1171,37.0,78.0,3.0,1171,1.2458823529411764,0.4528877867144844,1.0
Rv0576,mtu00660,C5-Branched dibasic acid metabolism,1171,9.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00670,One carbon pool by folate,1171,19.0,78.0,1.0,1171,0.7756132756132756,0.7329292896442583,1.0
Rv0576,mtu00680,Methane metabolism,1171,21.0,78.0,3.0,1171,2.388888888888889,0.1595077171684905,1.0
Rv0576,mtu00710,Carbon fixation by Calvin cycle,1171,11.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00720,Other carbon fixation pathways,1171,36.0,78.0,3.0,1171,1.284848484848485,0.4347071940627228,1.0
Rv0576,mtu00730,Thiamine metabolism,1171,11.0,78.0,1.0,1171,1.4064935064935065,0.5330921400852573,1.0
Rv0576,mtu00740,Riboflavin metabolism,1171,7.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00750,Vitamin B6 metabolism,1171,5.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00760,Nicotinate and nicotinamide metabolism,1171,20.0,78.0,2.0,1171,1.5716374269005848,0.3893539487178613,1.0
Rv0576,mtu00770,Pantothenate and CoA biosynthesis,1171,23.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00780,Biotin metabolism,1171,9.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00785,Lipoic acid metabolism,1171,12.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00790,Folate biosynthesis,1171,27.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00860,Porphyrin metabolism,1171,36.0,78.0,2.0,1171,0.8196594427244582,0.7062199922173205,1.0
Rv0576,mtu00900,Terpenoid backbone biosynthesis,1171,23.0,78.0,3.0,1171,2.146,0.1935586705663207,1.0
Rv0576,mtu00903,Limonene degradation,1171,5.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00906,Carotenoid biosynthesis,1171,1.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00907,"Pinene, camphor and geraniol degradation",1171,9.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00910,Nitrogen metabolism,1171,22.0,78.0,2.0,1171,1.4118421052631578,0.4372734692304469,1.0
Rv0576,mtu00920,Sulfur metabolism,1171,21.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00930,Caprolactam degradation,1171,6.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00946,Degradation of flavonoids,1171,1.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00970,Aminoacyl-tRNA biosynthesis,1171,69.0,78.0,7.0,1171,1.6394820536119945,0.1688737139492956,1.0
Rv0576,mtu00983,Drug metabolism - other enzymes,1171,11.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu00984,Steroid degradation,1171,41.0,78.0,1.0,1171,0.3418831168831169,0.9437194224533644,1.0
Rv0576,mtu00999,Biosynthesis of various plant secondary metabolites,1171,2.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01040,Biosynthesis of unsaturated fatty acids,1171,6.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01053,Biosynthesis of siderophore group nonribosomal peptides,1171,10.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01100,Metabolic pathways,1171,698.0,78.0,47.0,1171,1.0293840741291314,0.5020517427730502,1.0
Rv0576,mtu01110,Biosynthesis of secondary metabolites,1171,374.0,78.0,29.0,1171,1.283170659568175,0.18289422828726123,1.0
Rv0576,mtu01120,Microbial metabolism in diverse environments,1171,235.0,78.0,20.0,1171,1.4081796311146753,0.13121896068887767,1.0
Rv0576,mtu01200,Carbon metabolism,1171,96.0,78.0,7.0,1171,1.1122012976736826,0.4612105060418017,1.0
Rv0576,mtu01210,2-Oxocarboxylic acid metabolism,1171,35.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01212,Fatty acid metabolism,1171,35.0,78.0,2.0,1171,0.8452950558213717,0.6911359478753982,1.0
Rv0576,mtu01220,Degradation of aromatic compounds,1171,10.0,78.0,1.0,1171,1.5642135642135642,0.49946442718281064,1.0
Rv0576,mtu01230,Biosynthesis of amino acids,1171,111.0,78.0,4.0,1171,0.49810558221773177,0.9508467962496804,1.0
Rv0576,mtu01232,Nucleotide metabolism,1171,37.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01240,Biosynthesis of cofactors,1171,131.0,78.0,5.0,1171,0.5256577516851489,0.9511004651036403,1.0
Rv0576,mtu01250,Biosynthesis of nucleotide sugars,1171,32.0,78.0,3.0,1171,1.4675862068965517,0.3602512199386249,1.0
Rv0576,mtu01310,Nitrogen cycle,1171,6.0,78.0,2.0,1171,7.1644736842105265,0.055151878352107456,0.9412663318899971
Rv0576,mtu01320,Sulfur cycle,1171,5.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01501,beta-Lactam resistance,1171,9.0,78.0,4.0,1171,11.762162162162163,0.0017788681567172367,0.09742209334765627
Rv0576,mtu01502,Vancomycin resistance,1171,6.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu01503,Cationic antimicrobial peptide (CAMP) resistance,1171,4.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu02010,ABC transporters,1171,84.0,78.0,8.0,1171,1.5293233082706768,0.18898380250455957,1.0
Rv0576,mtu02020,Two-component system,1171,61.0,78.0,4.0,1171,0.9824561403508771,0.5911584302206474,1.0
Rv0576,mtu02024,Quorum sensing,1171,24.0,78.0,4.0,1171,2.9,0.06986138018743188,0.9412663318899971
Rv0576,mtu03008,Ribosome biogenesis in eukaryotes,1171,2.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03010,Ribosome,1171,61.0,78.0,1.0,1171,0.2235930735930736,0.9867069467212237,1.0
Rv0576,mtu03018,RNA degradation,1171,12.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03020,RNA polymerase,1171,4.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03030,DNA replication,1171,15.0,78.0,1.0,1171,1.0009276437847867,0.6466980810872904,1.0
Rv0576,mtu03050,Proteasome,1171,3.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03060,Protein export,1171,18.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03070,Bacterial secretion system,1171,14.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03250,Viral life cycle - HIV-1,1171,1.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu03410,Base excision repair,1171,15.0,78.0,3.0,1171,3.6033333333333335,0.0724051024530767,0.9412663318899971
Rv0576,mtu03420,Nucleotide excision repair,1171,10.0,78.0,1.0,1171,1.5642135642135642,0.49946442718281064,1.0
Rv0576,mtu03430,Mismatch repair,1171,15.0,78.0,1.0,1171,1.0009276437847867,0.6466980810872904,1.0
Rv0576,mtu03440,Homologous recombination,1171,22.0,78.0,3.0,1171,2.261052631578947,0.17629648538600973,1.0
Rv0576,mtu03450,Non-homologous end-joining,1171,2.0,78.0,1.0,1171,14.181818181818182,0.1288357529177341,1.0
Rv0576,mtu04122,Sulfur relay system,1171,22.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu04141,Protein processing in endoplasmic reticulum,1171,2.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu04146,Peroxisome,1171,11.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu04156,Integrated stress response (ISR) signaling pathway,1171,7.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu04980,Cobalamin transport and metabolism,1171,5.0,78.0,0.0,1171,0.0,1.0,1.0
Rv0576,mtu04981,Folate transport and metabolism,1171,7.0,78.0,1.0,1171,2.3528138528138527,0.3835683550009322,1.0
Rv0576,mtu05152,Tuberculosis,1171,34.0,78.0,2.0,1171,0.8725328947368421,0.6754322786392148,1.0
Rv0586,mtu00010,Glycolysis / Gluconeogenesis,1171,31.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00020,Citrate cycle (TCA cycle),1171,29.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00030,Pentose phosphate pathway,1171,19.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00040,Pentose and glucuronate interconversions,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00051,Fructose and mannose metabolism,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00052,Galactose metabolism,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00053,Ascorbate and aldarate metabolism,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00061,Fatty acid biosynthesis,1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00071,Fatty acid degradation,1171,33.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00073,"Cutin, suberine and wax biosynthesis",1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00074,Mycolic acid biosynthesis,1171,36.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00100,Steroid biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00121,Secondary bile acid biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00130,Ubiquinone and other terpenoid-quinone biosynthesis,1171,9.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00190,Oxidative phosphorylation,1171,49.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00220,Arginine biosynthesis,1171,23.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00230,Purine metabolism,1171,51.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00240,Pyrimidine metabolism,1171,27.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00250,"Alanine, aspartate and glutamate metabolism",1171,27.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00260,"Glycine, serine and threonine metabolism",1171,25.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00261,Monobactam biosynthesis,1171,7.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00270,Cysteine and methionine metabolism,1171,35.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00280,"Valine, leucine and isoleucine degradation",1171,43.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00290,"Valine, leucine and isoleucine biosynthesis",1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00300,Lysine biosynthesis,1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00310,Lysine degradation,1171,22.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00311,Penicillin and cephalosporin biosynthesis,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00330,Arginine and proline metabolism,1171,18.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00332,Carbapenem biosynthesis,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00340,Histidine metabolism,1171,21.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00350,Tyrosine metabolism,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00360,Phenylalanine metabolism,1171,21.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00361,Chlorocyclohexane and chlorobenzene degradation,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00362,Benzoate degradation,1171,24.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00364,Fluorobenzoate degradation,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00380,Tryptophan metabolism,1171,24.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1171,19.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00401,Novobiocin biosynthesis,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00410,beta-Alanine metabolism,1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00430,Taurine and hypotaurine metabolism,1171,7.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00450,Selenocompound metabolism,1171,11.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00460,Cyanoamino acid metabolism,1171,6.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00470,D-Amino acid metabolism,1171,8.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00480,Glutathione metabolism,1171,14.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00500,Starch and sucrose metabolism,1171,23.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00514,Other types of O-glycan biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00515,Mannose type O-glycan biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00520,Amino sugar and nucleotide sugar metabolism,1171,23.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00521,Streptomycin biosynthesis,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00523,Polyketide sugar unit biosynthesis,1171,6.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00525,Acarbose and validamycin biosynthesis,1171,3.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00541,Biosynthesis of various nucleotide sugars,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00542,O-Antigen repeat unit biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00543,Exopolysaccharide biosynthesis,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00550,Peptidoglycan biosynthesis,1171,19.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00552,Teichoic acid biosynthesis,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00561,Glycerolipid metabolism,1171,30.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00562,Inositol phosphate metabolism,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00564,Glycerophospholipid metabolism,1171,19.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00565,Ether lipid metabolism,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00571,Lipoarabinomannan (LAM) biosynthesis,1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00572,Arabinogalactan biosynthesis - Mycobacterium,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00592,alpha-Linolenic acid metabolism,1171,3.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00600,Sphingolipid metabolism,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00620,Pyruvate metabolism,1171,43.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00621,Dioxin degradation,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00622,Xylene degradation,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00623,Toluene degradation,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00625,Chloroalkane and chloroalkene degradation,1171,8.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00626,Naphthalene degradation,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00627,Aminobenzoate degradation,1171,13.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00630,Glyoxylate and dicarboxylate metabolism,1171,39.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00640,Propanoate metabolism,1171,30.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00643,Styrene degradation,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00650,Butanoate metabolism,1171,37.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00660,C5-Branched dibasic acid metabolism,1171,9.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00670,One carbon pool by folate,1171,19.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00680,Methane metabolism,1171,21.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00710,Carbon fixation by Calvin cycle,1171,11.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00720,Other carbon fixation pathways,1171,36.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00730,Thiamine metabolism,1171,11.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00740,Riboflavin metabolism,1171,7.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00750,Vitamin B6 metabolism,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00760,Nicotinate and nicotinamide metabolism,1171,20.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00770,Pantothenate and CoA biosynthesis,1171,23.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00780,Biotin metabolism,1171,9.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00785,Lipoic acid metabolism,1171,12.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00790,Folate biosynthesis,1171,27.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00860,Porphyrin metabolism,1171,36.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00900,Terpenoid backbone biosynthesis,1171,23.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00903,Limonene degradation,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00906,Carotenoid biosynthesis,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00907,"Pinene, camphor and geraniol degradation",1171,9.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00910,Nitrogen metabolism,1171,22.0,4.0,1.0,1171,18.19047619047619,0.07314917353712405,1.0
Rv0586,mtu00920,Sulfur metabolism,1171,21.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00930,Caprolactam degradation,1171,6.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00946,Degradation of flavonoids,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00970,Aminoacyl-tRNA biosynthesis,1171,69.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00983,Drug metabolism - other enzymes,1171,11.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00984,Steroid degradation,1171,41.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu00999,Biosynthesis of various plant secondary metabolites,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01040,Biosynthesis of unsaturated fatty acids,1171,6.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01053,Biosynthesis of siderophore group nonribosomal peptides,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01100,Metabolic pathways,1171,698.0,4.0,1.0,1171,0.22477283596365374,0.9735806703610507,1.0
Rv0586,mtu01110,Biosynthesis of secondary metabolites,1171,374.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01120,Microbial metabolism in diverse environments,1171,235.0,4.0,1.0,1171,1.329059829059829,0.5923233206904694,1.0
Rv0586,mtu01200,Carbon metabolism,1171,96.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01210,2-Oxocarboxylic acid metabolism,1171,35.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01212,Fatty acid metabolism,1171,35.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01220,Degradation of aromatic compounds,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01230,Biosynthesis of amino acids,1171,111.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01232,Nucleotide metabolism,1171,37.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01240,Biosynthesis of cofactors,1171,131.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01250,Biosynthesis of nucleotide sugars,1171,32.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01310,Nitrogen cycle,1171,6.0,4.0,1.0,1171,77.46666666666667,0.020364222516875908,1.0
Rv0586,mtu01320,Sulfur cycle,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01501,beta-Lactam resistance,1171,9.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01502,Vancomycin resistance,1171,6.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu01503,Cationic antimicrobial peptide (CAMP) resistance,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu02010,ABC transporters,1171,84.0,4.0,3.0,1171,40.22222222222222,0.001353557782808239,0.19355876294157817
Rv0586,mtu02020,Two-component system,1171,61.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu02024,Quorum sensing,1171,24.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03008,Ribosome biogenesis in eukaryotes,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03010,Ribosome,1171,61.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03018,RNA degradation,1171,12.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03020,RNA polymerase,1171,4.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03030,DNA replication,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03050,Proteasome,1171,3.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03060,Protein export,1171,18.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03070,Bacterial secretion system,1171,14.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03250,Viral life cycle - HIV-1,1171,1.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03410,Base excision repair,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03420,Nucleotide excision repair,1171,10.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03430,Mismatch repair,1171,15.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03440,Homologous recombination,1171,22.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu03450,Non-homologous end-joining,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04122,Sulfur relay system,1171,22.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04141,Protein processing in endoplasmic reticulum,1171,2.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04146,Peroxisome,1171,11.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04156,Integrated stress response (ISR) signaling pathway,1171,7.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04980,Cobalamin transport and metabolism,1171,5.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu04981,Folate transport and metabolism,1171,7.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0586,mtu05152,Tuberculosis,1171,34.0,4.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00010,Glycolysis / Gluconeogenesis,1171,31.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00020,Citrate cycle (TCA cycle),1171,29.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00030,Pentose phosphate pathway,1171,19.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00040,Pentose and glucuronate interconversions,1171,5.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00051,Fructose and mannose metabolism,1171,15.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00052,Galactose metabolism,1171,10.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00053,Ascorbate and aldarate metabolism,1171,4.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00061,Fatty acid biosynthesis,1171,13.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00071,Fatty acid degradation,1171,33.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00073,"Cutin, suberine and wax biosynthesis",1171,15.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00074,Mycolic acid biosynthesis,1171,36.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00100,Steroid biosynthesis,1171,1.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00121,Secondary bile acid biosynthesis,1171,1.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00130,Ubiquinone and other terpenoid-quinone biosynthesis,1171,9.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00190,Oxidative phosphorylation,1171,49.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00220,Arginine biosynthesis,1171,23.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00230,Purine metabolism,1171,51.0,3.0,0.0,1171,0.0,1.0,1.0
Rv0599c,mtu00240,Pyrimidine metabolism,1171,27.0,3.0,0.0,1171,0.0,1.0,1.0
