,2-Oxocarboxylic acid metabolism,ABC transporters,Acarbose and validamycin biosynthesis,"Alanine, aspartate and glutamate metabolism",Amino sugar and nucleotide sugar metabolism,Aminoacyl-tRNA biosynthesis,Aminobenzoate degradation,Arabinogalactan biosynthesis - Mycobacterium,Arginine and proline metabolism,Arginine biosynthesis,Ascorbate and aldarate metabolism,Benzoate degradation,Biosynthesis of amino acids,Biosynthesis of cofactors,Biosynthesis of nucleotide sugars,Biosynthesis of secondary metabolites,Biosynthesis of siderophore group nonribosomal peptides,Biosynthesis of unsaturated fatty acids,Biosynthesis of various nucleotide sugars,Biosynthesis of various plant secondary metabolites,Biotin metabolism,Butanoate metabolism,C5-Branched dibasic acid metabolism,Caprolactam degradation,Carbapenem biosynthesis,Carbon fixation by Calvin cycle,Carbon metabolism,Chloroalkane and chloroalkene degradation,Citrate cycle (TCA cycle),Cobalamin transport and metabolism,"Cutin, suberine and wax biosynthesis",Cyanoamino acid metabolism,Cysteine and methionine metabolism,D-Amino acid metabolism,DNA replication,Degradation of aromatic compounds,Dioxin degradation,Drug metabolism - other enzymes,Ether lipid metabolism,Exopolysaccharide biosynthesis,Fatty acid biosynthesis,Fatty acid degradation,Fatty acid metabolism,Folate biosynthesis,Folate transport and metabolism,Fructose and mannose metabolism,Galactose metabolism,Glutathione metabolism,Glycerolipid metabolism,Glycerophospholipid metabolism,"Glycine, serine and threonine metabolism",Glycolysis / Gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Histidine metabolism,Inositol phosphate metabolism,Limonene degradation,Lipoarabinomannan (LAM) biosynthesis,Lipoic acid metabolism,Lysine biosynthesis,Lysine degradation,Metabolic pathways,Methane metabolism,Microbial metabolism in diverse environments,Monobactam biosynthesis,Mycolic acid biosynthesis,Naphthalene degradation,Nicotinate and nicotinamide metabolism,Nitrogen cycle,Nitrogen metabolism,Novobiocin biosynthesis,Nucleotide metabolism,O-Antigen repeat unit biosynthesis,One carbon pool by folate,Other carbon fixation pathways,Oxidative phosphorylation,Pantothenate and CoA biosynthesis,Penicillin and cephalosporin biosynthesis,Pentose and glucuronate interconversions,Pentose phosphate pathway,Peptidoglycan biosynthesis,Peroxisome,Phenylalanine metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis","Pinene, camphor and geraniol degradation",Polyketide sugar unit biosynthesis,Porphyrin metabolism,Propanoate metabolism,Purine metabolism,Pyrimidine metabolism,Pyruvate metabolism,Quorum sensing,RNA degradation,Riboflavin metabolism,Selenocompound metabolism,Starch and sucrose metabolism,Steroid degradation,Streptomycin biosynthesis,Styrene degradation,Sulfur cycle,Sulfur metabolism,Sulfur relay system,Taurine and hypotaurine metabolism,Teichoic acid biosynthesis,Terpenoid backbone biosynthesis,Thiamine metabolism,Tryptophan metabolism,Tuberculosis,Two-component system,Tyrosine metabolism,Ubiquinone and other terpenoid-quinone biosynthesis,"Valine, leucine and isoleucine biosynthesis","Valine, leucine and isoleucine degradation",Vancomycin resistance,Vitamin B6 metabolism,Xylene degradation,alpha-Linolenic acid metabolism,beta-Alanine metabolism,beta-Lactam resistance
Rv1725c,133.02667813942898,19.001322401617383,7.928136982060509,71.20665704480669,25.809081904214946,,101.67419836050604,12.11292518496464,5.230710942385216,55.919550978649475,2.556761549308861,149.8132913370518,298.83623864572843,33.699862969958346,34.08941290080857,20.337008857611114,31.620572638416725,26.199931841376902,30.757937741219674,2.1055982342729433,12.00601618976793,2.294904317896253,24.005812603853165,117.1663448466196,1.3067583336185373,15.339418447935532,6.08928663934119,1.343769869799563,1.1345218032879512,12.945698619716724,,2.1734389496220774,85.37329656156712,5.38299736665303,3.333787021203925,19.825504059124857,17.4751053149751,40.60431768355678,,1.9212952841999158,80.77614988248908,169.03544411708975,225.8482125114208,17.131975321331748,3.887000967301435,76.23930718927106,8.792802716553556,34.33182073678451,87.49406954097495,73.951788423836,85.62346747361872,72.24427718102905,188.45487209676244,13.37797315758361,52.13041466046059,2.556761549308861,18.481600558006814,50.232497686048255,9.366221130156115,120.64992337978839,50.47298079939355,67.00762671094026,13.020318110626915,48.3661386572995,176.62213318251926,1.185177763949279,0.4001358640701868,10.331771059714683,3.8356989298936695,0.2770111367574334,9.983686776708717,3.96456476898663,47.495189053633396,2.696319621388875,1.4015726448618286,104.0109007059468,1.4267058322294615,9.520769049517245,65.6088451651495,27.219400447891793,35.58039062056519,144.7102716498302,16.892857613483585,132.58073369813275,19.818853621281704,3.2770384712370872,180.5531591558962,11.375878484797893,73.4175812798088,14.704370549954996,48.54576519358715,0.15685660451800496,10.246487190227892,35.61366922564833,15.39784441041457,259.0444578691983,7.564210789405028,,49.59105066673882,97.12697571424195,9.198841067492536,9.848294644505417,11.891709190693785,25.712578687794057,0.5694064370626792,130.20046780114865,1.5943431033816693,6.001022167697169,1.700192934654206,1.0703351674970725,63.88705452286375,219.93525403278767,11.39448398152617,40.333712538714344,17.4751053149751,17.474602787252948,132.26881281247356,11.891709195136697
Rv3295,59.482489664864026,18.32573465688262,0.5044463512581496,14.693081674214877,5.997813325318614,,129.33270183539608,1.5096450566449247,6.15416583692484,17.849812108631603,0.8118083123085209,180.97374066087605,61.12161398418858,12.788445318439386,7.949119955966704,31.28286998337664,2.027794988210468,0.8711249914395643,5.783702133683159,0.3375540241944065,85.87368654917128,4.743949808140097,7.249297785526687,149.43175167134666,2.789816590581414,2.669572331637972,11.178306298882667,0.5549566553832628,2.1729811993033104,0.707943611868914,,1.1228681048454785,7.781780749726537,2.4606874296070385,1.6994146314201426,1.4324062041193995,1.0531633533140432,5.293579805989364,,7.7465010839127935,96.4190296189239,185.70823031307918,260.7924333097955,2.1913123290935044,2.168148708259693,11.462548709594184,2.154345071237948,24.460408791151018,5.4808150842184755,4.763639544536315,5.541889528432645,22.142336696735295,212.25684953901427,4.770765927894423,3.2911322437716284,0.8118083123085209,2.1210170107579382,23.340493008051887,7.421918928116174,150.55910212468987,51.716060246011885,7.39774129104951,22.105004738095303,4.400538475970078,206.69651199009837,0.19740499552259771,0.0,4.6320234891049,3.82642574792743,0.4813567310230031,1.9222528278063074,0.25271945358545067,7.135087001369537,5.408283839956303,1.6037068514083699,7.218940805158033,0.10822919884802859,2.005075229476384,13.014707550472195,8.457754701182091,32.77930501686943,174.50251527168794,3.7717470482744275,169.5877483682886,1.2596270442751885,5.424182122403667,199.8613607636528,2.111980996935556,8.94401100022376,16.84616730224628,48.158719169927814,0.044454679435912164,2.987233057090201,0.9912692904357504,6.161626686192943,273.35312829846237,4.89655207930114,,6.682267131767325,1.9317682022888714,22.77821756711026,6.557950799381442,0.7561732489326822,233.57533994976276,0.2917143300990832,159.58758445639924,0.7914117422539412,7.280924629277268,1.695893470252411,2.3377397960940196,6.4956974927753715,239.34878920503596,4.183085088184232,4.844965937989879,1.0531633533140432,148.6645439571607,156.69231931385505,0.7561732489340722
Rv1963c,88.32797733987006,29.78776857430362,2.0058005729990107,81.76570292413531,11.761188790736488,,20.910533095248297,3.68741716755427,7.689154123059047,70.79950493565417,1.3813384537885192,33.90175401261537,232.79634575386834,31.81786612406666,15.521232514173276,49.29562684524838,8.049590345752451,4.300120495135006,7.356180267394487,0.35998571774532495,22.997558616887712,4.4844348506716605,4.422689273487128,27.370002885633173,1.0770914356860481,9.926896131582643,10.31184368681429,1.3575341421767386,2.089845712005098,0.8410128318927649,,0.9231426486776351,65.69731128783476,4.481377816984553,0.4060383609834123,3.86545852134847,2.0491910208759965,42.03494747084489,,0.05364258231738899,70.8768115306781,35.05146555884117,182.51751863462013,6.164972924126139,2.0998043392626884,21.682277407639198,5.950257657347162,30.738104699364442,10.090688793898684,15.286204497229576,63.83360598888067,42.64829169821422,162.26977984084076,6.442836483920378,2.2202597100330865,1.3813384537885192,4.863185176388124,34.23662536981251,25.81098366881031,29.734211051374896,78.40550618926488,16.528653610027572,20.78321994744878,47.08064580765506,161.78114720781085,0.3983293962790975,0.0,11.521378722767315,4.2583397951949005,3.101306941724709,10.842759707906573,1.0033965644558813,14.39461399473687,5.124522799733621,1.8430669266420379,14.288837506067187,0.6455388030172059,2.1590646878743542,22.27958171110331,9.491076523770735,24.839879053796277,32.32747474938301,7.116951034506589,31.304768055023146,5.013012598603011,31.798399851521147,138.2337114817707,12.469049965273012,72.28421107755966,8.189677348024842,6.802059724019869,0.16888170760638957,3.236892272662864,36.20578263604498,7.387642275623329,44.58161192866492,3.8237804183399966,,48.61462884789832,96.66604880802328,11.573084013465252,25.972768717380802,3.0082045815458036,42.87950301725858,1.171023755009408,32.62423449698033,0.8219484987662597,5.37184440159016,1.8066625796011444,2.631137718914092,51.24533931590232,169.85615968019974,5.33337718695502,34.789614668514034,2.0491910208759965,22.89489032479943,30.095486914541404,3.0082045815449048
Rv3328c,240.64564135374164,2.3196208379054375,0.050242397074661584,187.00167809500635,1.6939296258162424,,0.5216653278267219,0.3229090433388372,20.708540685322525,140.5347750142213,0.1336652714937181,1.0898034856889838,532.4462415146628,507.26310043439804,2.328399559979378,345.0160092483863,0.1895478508071251,0.034498539482825503,0.7789537387012491,2.167369847092454,0.11124284716424071,6.692745722556131,10.378383049449509,1.2387319389623452,0.07035634543728514,0.38390922615764494,14.937254734165709,0.06217394693048614,3.090599257385582,0.11443754238129043,,0.0,180.1593057110818,25.892558031804878,0.42389720381942814,0.18143764234215556,0.12716167629943095,1.6835371790331681,,5.3478823327135965,0.0,0.8689922203189524,0.40727642986912455,3.0012653915159966,3.2609134433314813,0.4076212146221932,1.0390789434262435,0.11286814003164242,0.978698687613215,2.6991041993076657,36.902847766050684,0.7801572195628641,1.0148288605502758,0.5431877253914018,0.12606380646611864,0.1336652714937181,0.5682733083690472,0.16024322500868945,0.6122803334100676,0.5369583957219967,419.43481467492046,0.6510973166965093,330.8387776311803,0.2085521096530963,0.0,0.033221868951599766,5.214438375924295,0.5934923845956194,49.13326146383454,0.06780361477959473,11.866317217700443,0.025617476493706617,1.3495639783355762,7.595200113231803,3.355131160243915,176.96283915321007,7.1950595878113015,0.6139744916797264,1.4595270053758018,0.0,7.0350163960851395,8.233677747401213,11.279662119910325,1.4384253200598731,0.12411715881646627,3.3079159719503637,32.10869536481863,13.012812932297322,0.9734793559036774,11.006476996430361,0.04848599063838689,0.46266452331440205,0.050582289223529066,23.781921119628077,3.8926814950586337,0.41722551843887296,1.3303827101982184,,2.2006289253970093,65.645975428388,19.39867082489875,60.09167379834155,0.07486731765685722,2.0660176257691534,3.2526509564546204,5.517895756439503,0.0,7.650850862893648,0.016588498572849195,0.6577722319455122,114.94147983102978,378.50676291491334,46.2392346290757,21.870819185502878,0.12716167629943095,1.0679676402250073,0.5786678357171989,0.07486731765694905
Rv1358,225.05682095720402,9.890607399948545,5.449157943613271,175.6037664324582,86.87151906722703,,34.017599919496924,8.232096327288568,32.717464673864406,132.4934108638279,0.12380018667278747,150.97868652757163,495.4885098247129,488.6893601771837,115.66811045746252,303.3385647363588,21.700626773065686,25.131467982664702,10.206340071419541,0.7969514823705883,38.51338337602799,4.830473751815849,11.90315327589899,37.686561372951736,0.18141086235865794,61.68503638789426,15.40488552220712,1.1800226813634385,2.2896621210586567,0.6254046644510906,,1.589385825537409,167.46453503785486,37.16611886295392,3.159241675351711,51.32196653191938,35.18109848098263,44.439594215106446,,0.6266696468595213,77.04953395049058,153.27461205216977,211.4809518475425,12.426363143672221,2.8149452314645966,87.9279054756402,6.028228666812666,49.900150167685936,95.24103716285585,75.29823950954857,86.93835582711061,99.43819369196859,187.54834880399912,4.400043353719936,63.470106110963656,0.12380018667278747,13.832448507377048,41.948357397740025,3.5102806194571183,40.035697153671656,354.0175382773318,66.77763370328135,301.3928238060165,49.958961270337554,170.12449602453069,2.553311918084533,1.9445598565090103,10.33158699978018,46.86401479846862,3.791289812141497,8.19333465418563,2.725075249763011,9.786116048269085,5.560937009425664,1.297843105779657,168.24251257191065,8.627753440330254,34.86570853785011,96.76415048279223,16.597066930744564,35.36165001666401,146.23470736165592,5.856031522123303,42.12489325843725,13.621406025157805,3.1417378230333632,147.55580515412586,8.758133666419583,83.06016081324437,22.969490123570974,48.29588367620296,0.07989566580071226,5.635234994260294,38.089359475730184,55.61591541748548,252.16388951186633,7.136242880364368,inf,50.79032062156751,105.6580530609268,8.850991315919005,56.66217748239133,8.173240637465833,61.709853029466856,0.5958899444148102,45.557144340004356,0.6610294175453673,9.628740102270216,2.6567909806857575,1.0532652467250743,108.50762901176586,353.77138386269837,62.60574447088318,41.732046589961776,35.18109848098263,31.3824102162851,42.05252269503914,8.173240637466032
Rv0081,186.462698339386,29.7672764227111,8.082935026497278,148.54557423745885,9.174348062628043,,109.87650521710871,12.688336430279879,48.180169558305316,115.32299994840653,0.5418906438130392,153.63720653323145,393.5079270367739,423.8740872877435,12.447887484826783,310.75130623696,32.22722396066078,1.729448952651923,15.400379964371707,8.172473124290939,7.6827040592160385,5.145627329901594,27.977071430289623,127.88534458823723,7.738839065560186,28.713574401702783,12.35523171776688,0.5408646701708113,2.407524937625735,13.414973518389743,,0.47146664441812286,135.2894534395979,28.035556661288922,2.714755226865507,8.180113683373005,6.9115502525517565,42.27513795155865,,0.4696169094640677,84.1732657125104,164.90542284141952,231.33120635332395,37.7372288478744,28.573524754803262,52.97161954240887,1.9303654949507036,9.142868021601805,22.924792821676544,17.161503714418235,56.24357408330602,52.076189719490664,203.6272245550504,16.818910342536196,55.62258839919342,0.5418906438130392,19.759809380535998,52.27994407099712,23.960049188383078,131.7278500676908,749.5783236559382,22.224682028723336,315.8846318749331,48.19188858300838,183.43882839664107,0.20043245265686319,94.53067439117363,11.685421103444956,42.36293801008006,4.749190542596003,11.35599846072084,4.041963791205014,77.43352495382071,5.933945379304758,20.245049867522788,146.37339900963894,7.43946047884407,7.073025116188829,31.242296360159884,8.16147283311115,31.163863003729286,148.3594505671831,54.98131834831178,144.93705285120421,20.20584405989273,68.08683156924371,204.39499056068084,13.130541216118944,72.91043941877349,17.156291118413282,6.1430122748258835,0.15956951033188913,3.6515602259191295,34.76383471526512,5.549337897334261,216.30289150696066,1.861441802075472,,49.45544524071593,95.58082725863949,9.619516576059967,48.497192581460645,12.123905410099844,32.08269112119922,1.3859810373425263,141.1960953673723,2.0472157692215185,8.49884711048835,1.4953859658508368,2.991238009871534,92.35090801578916,296.91615695330006,49.57204488786794,17.186129835819393,6.9115502525517565,14.003323449669042,144.9170310974907,12.123905410011933
Rv1221,124.7552593196542,42.92932441556955,8.4271947506772,75.03412005429313,0.06727787560810893,,142.41341410845934,13.464715916773981,6.627046053712272,68.38498079378968,2.348051488638399,202.90342444998598,286.52355042786667,30.937167891957447,0.06786600922771524,84.23518667214697,33.60493974463799,28.639874172537628,0.49261523449378036,8.169701163259823,88.46265735686994,15.978295631414642,22.91810125519906,163.78700246285553,2.8275741314079696,5.48848702650831,36.39387467011233,2.188624822116898,7.364756593958569,1.1278492523783348,,0.9897231247823469,99.4574891994711,1.7425448848516225,2.6627889363956463,52.121563896201316,35.62534853254424,40.253610981803234,,0.12996358746248754,99.4361940745657,208.06234341357242,274.24148586222555,41.35955284432924,28.586722097186698,76.24833248560489,0.0022140994394651012,10.939901744489555,87.48265122853891,74.45523348720974,90.24218604273459,76.17889973728057,229.65972451744264,7.239743396103982,3.7444831055275785,2.348051488638399,20.16642171447119,54.35970541875945,11.578092884900023,175.26175205526945,116.63634962359399,66.81036118425399,72.15520101918176,51.52252307664944,213.25613810123642,1.656425245571767,2.158017196016914,10.331968882984436,4.927894822001892,0.13693393123615893,5.632293633788699,4.2140936532949755,81.14629400386559,18.14770588276722,3.684311469129578,10.046278867692319,0.27922781627726223,0.9640533882442488,65.58881938733153,1.3075672414263302,37.67199750538345,195.4581353805719,22.73079448359639,186.0536044104113,21.066498042823486,0.9530812508063893,217.84207557106785,6.169096729892234,79.11417158278842,51.67184510947274,54.37766332388602,0.10294619690110123,0.5537285992841059,39.1278269396492,0.0,307.4245337034123,0.30648112404131783,,51.963341507003285,104.32755415566787,6.077232081110512,26.146494073971418,12.640295848061676,255.53123419326448,0.6124855108090511,183.75324962650686,0.13125576899865699,33.084360346673115,0.18511839454946064,0.24612364757959915,51.61281930770084,256.5059373248946,1.0173706472525754,41.72559443018791,35.62534853254424,162.1762235673942,173.9909947343158,12.64029584806179
Rv3066,250.37271811502828,11.152092158251255,0.10060807576638102,194.48475854653776,10.72103971967074,,107.57201431886818,0.49773270176612444,26.23606357983233,146.1112859491947,1.3810806862344907,149.9964578137364,558.4089953455419,507.0586032248748,14.153913375767212,380.22507989790824,0.4793989538116958,5.8074782367958875,4.375307613990036,0.17901307955205584,39.10868161013398,2.21599860712784,24.816454431061654,125.55053284416903,1.1669312875302646,9.928518584849408,5.4176444841984255,1.448663794885704,1.039468846883803,12.369119393645242,,1.2928495714209693,187.92697737071762,31.28481368922891,1.362670142447531,6.270914834548608,3.8150829395839994,47.82172193609911,,0.1513365588283611,72.31730175958188,161.55869434070266,209.88969221991348,2.775674939834496,2.339986113214112,7.807023927222842,3.3213773941243585,32.180467578505805,11.058045187219903,9.472315653853002,68.71878175516498,45.782252417284354,182.4815380272238,5.28545017908475,53.93771172981784,1.3810806862344907,2.000901264825632,50.549423273713785,31.229609538722364,126.70024472103657,464.84514725919206,18.63284367862042,378.58504523936637,48.6010779988856,155.5472401425829,0.5262737146501287,1.1750700460021812,5.783156144289421,49.26827386769251,0.4161106259600542,11.579723992938762,0.05080031583956633,43.557771287182796,2.5660249303178757,1.7821652310374458,182.24112806923293,7.6628442139324795,1.5178599553713554,13.912480926359857,9.036561982220643,31.23025937101282,144.4742237146887,3.2038684674752598,142.63533735471648,0.25003135554810557,24.558618795079216,181.58156322074572,14.566233659843185,83.45064264908692,7.662788081871207,7.541605673191313,0.1760440172631224,3.3757710106177172,36.44245581518646,6.915819930297317,202.20971298104845,3.758962332812043,,49.50218837371949,97.82942989767173,10.82964837235488,62.33324642695885,0.1504158356957608,86.25888964205552,1.607904711979425,136.14235150943034,0.5373731628842913,3.887771087919522,2.1694240123576334,1.1566602043387517,118.84593211106994,393.8127466166546,54.33788756787974,34.885812974178876,3.8150829395839994,54.46211104485811,141.3531830088687,0.15041583569484387
Rv3208,95.34593498296891,34.68316389936405,10.027848931694537,85.45347324876428,24.47207854003808,,142.84862459337756,17.157964188028405,21.02884346160088,76.52568862400321,11.78435439282594,200.87707000255872,300.6617102084495,55.5449040775958,32.21230667140325,50.82550115828989,40.0110235037301,31.077279072118444,51.871138774807285,8.169636344708957,88.70180821624328,8.59549253018063,15.61745495430955,164.26157663687803,7.010581223153835,41.51318952981093,20.723819131511615,7.490289644377548,3.9039966048641577,4.262011252385773,,4.3314743294928615,100.393148898421,22.443345854946735,3.4813874768141018,41.10574424951355,29.503202161544255,45.441037857498934,,7.751029811645154,104.72279184489939,214.78238783667663,286.2201145719408,45.537742939093945,28.64000724776784,76.48278028465221,11.325805409863195,32.29604924634848,87.60162098648058,74.42101715822382,84.32587595578539,80.32636366532324,240.108462489623,35.07645613620008,20.88870890530734,11.78435439282594,26.087442759448248,38.010848539907236,30.385040342109427,170.15721125978573,148.2387877017695,69.16450465022183,41.740901087228394,16.230271649743084,224.74856490270636,3.832301240220154,6.810333161916029,10.521948298159757,6.450478697416985,7.032193788861643,14.089074845073329,5.014420743803644,75.56803997281104,9.786017065017784,4.074450803818935,32.016346750682786,4.100318022980115,16.900117364188198,65.97277164669455,101.84358495069485,40.990858284558904,193.52180334789406,38.27723973568371,186.5980261969598,25.06813349536708,8.860759836370818,221.67105550814478,14.77243959166199,86.77142627880502,29.39905800381217,58.26465843951559,0.4721439740545297,37.80532213814385,4.562203173733057,16.5168962421155,315.88859948869515,19.949586388901732,inf,20.902445783266998,7.506146585369842,24.516432938223584,29.622561416693777,15.041277121025098,256.2567938685301,3.5296385593187574,178.75692143993396,8.546928207767978,19.868093760702976,9.121725840584228,28.16845164071971,19.60816661174439,261.3938102846419,43.13736925015628,40.075469225763484,29.503202161544255,162.62261804828105,174.56667154363384,15.041277119587862
Rv3060c,247.58755661808397,33.3562148308287,2.368996740269274,192.3213175712685,14.9472523364035,,107.96833995624124,3.8143859001129,30.97214966582128,144.6716706994283,1.5460772495515465,149.30324860255132,550.9710540273862,544.3961956001134,19.83082221504686,388.19289489741783,9.415106928032573,4.243215121713051,18.443108991811087,0.4217420268635883,26.58793397088077,4.864300976935422,24.411257547851523,125.28338569372796,2.187293983273885,13.084103708980386,11.475222615012145,1.5835685050515298,2.281117817116445,13.248749045730984,,1.3530666040826984,185.65840807834115,34.29848683566349,0.48472889205485803,6.93299920317884,4.1550044536833015,47.4035812603812,,0.12885487396538306,82.21746683314731,161.15679567276445,226.66455140532938,40.93966579485093,3.2819982432432226,24.115814342781583,7.706340841690337,24.022848040515814,13.556485563569057,19.489779256050507,48.883562181458,51.44526532223683,195.29829546649773,7.085255288175952,54.40747084515146,1.5460772495515465,5.702317692366964,50.769310009162346,16.656492303144212,127.19682232015798,488.80718106124925,22.602484124723503,369.31026977786667,49.128805775843844,179.14759241635983,0.5525609761528342,5.385682017473546,12.157623461986818,52.623982587403006,0.24522071309010093,11.459570782476588,1.184994648091013,44.12777295409902,5.568678376149293,2.116558281892069,180.71680287919352,8.190303477787971,5.701428986265222,25.37578949403056,11.306189416255501,31.637441652363144,144.33700186974036,8.116269062005445,141.89314003782417,5.9210030168037555,22.73917804184604,192.5255471724046,13.135103359729046,83.07272869879473,17.485004726757754,7.254582800081878,0.06251526955882247,4.461397895922259,35.03191479386503,8.983998260686365,211.56625480515322,4.128102705459274,,50.151139639175824,96.83449439866547,9.36755785661484,61.685407289798505,3.5529988324490156,44.42824430480309,0.5904758019298764,136.00445368978208,0.9352323641745192,8.10317816847679,3.3070408096197323,3.5485475932054844,117.71597590275174,389.60478828199336,59.61702318072875,7.311046007152583,4.1550044536833015,20.849384017516265,141.73888391735346,3.5529988324498136
