,pFBA fluxes,IMAT fluxes,FVA IMAT pFBA fluxes,diff imat,diff fva imat,name,annotation,expression,gpr,notes,id,subsystem,genes
347,0.0,0.0,-0.0,0.0,-0.0,Pyridoxine exchange,{},pydxn[e] <=> ,,{},EX_pydxn_e,Extracellular exchange,
348,0.0,0.0,0.0,0.0,0.0,Glycolate exchange,{},glyclt[e] --> ,,{},EX_glyclt_e,Extracellular exchange,
349,0.0,-0.0,0.0,-0.0,0.0,EX co LPAREN e RPAREN ,{},co[e] --> ,,{},EX_co_e,Extracellular exchange,
350,0.0,0.0,0.0,0.0,0.0,Protoheme exchange,{},pheme[e] --> ,,{},EX_pheme_e,Extracellular exchange,
351,-0.0,0.0,-0.0,0.0,0.0,R_EX_hia_e,{},hia[e] --> ,,{},EX_hia_e,Extracellular exchange,
352,0.0,0.0,0.0,0.0,0.0,Acetaldehyde exchange,{},acald[e] --> ,,{},EX_acald_e,Extracellular exchange,
353,0.0,0.0,0.0,0.0,0.0,Octadecenoate (n-C18:1) exchange,{},ocdcea[e] --> ,,{},EX_ocdcea_e,Extracellular exchange,
354,0.0,0.0,0.0,0.0,0.0,L-Glutamine exchange,{},gln__L[e] --> ,,{},EX_gln__L_e,Extracellular exchange,
355,0.0,0.0,0.0,0.0,0.0,Ethanol exchange,{},etoh[e] --> ,,{},EX_etoh_e,Extracellular exchange,
356,0.0,-0.0,0.0,-0.0,0.0,Adenosylcobalamin exchange,{},adocbl[e] --> ,,{},EX_adocbl_e,Extracellular exchange,
357,0.0,0.0,0.0,0.0,0.0,Molybdate exchange,{},mobd[e] --> ,,{},EX_mobd_e,Extracellular exchange,
358,0.0,-0.0,0.0,-0.0,0.0,Biotin exchange,{},btn[e] <=> ,,{},EX_btn_e,Extracellular exchange,
359,0.0,0.0,0.0,0.0,0.0,Nodcoa exchange,{},nodcoa[e] --> ,,{},EX_nodcoa_e,Extracellular exchange,
360,0.0,0.0,0.0,0.0,0.0,Octscoa exchange,{},octscoa[e] --> ,,{},EX_octscoa_e,Extracellular exchange,
361,0.0,0.0,0.0,0.0,0.0,R_EX_pc_TB_e,{},pc_TB[e] --> ,,{},EX_pc_TB_e,Extracellular exchange,
362,-0.0,0.0,-0.0,0.0,0.0,MNXR87026,{},10.0 12dgr_TB[c] + arachcoa[c] + hexccoa[c] + nodcoa[c] + pentdcoa[c] + 2.0 pmtcoa[c] + 3.0 stcoa[c] --> 10.0 coa[c] + 10.0 tag_TB[c],Rv3130c or Rv3734c or Rv3234c or Rv3088 or Rv0221 or Rv0895 or Rv1425 or Rv1760 or Rv2285 or Rv2484c or Rv3087 or Rv3233c or Rv3371 or Rv3480c or Rv3740c,{},TAG,Fatty acid biosynthesis,"Rv3734c,Rv3234c,Rv3088,Rv0221,Rv3480c,Rv3371,Rv0895,Rv3740c,Rv1425,Rv3233c,Rv3087,Rv1760,Rv3130c,Rv2484c,Rv2285"
363,-0.0,0.0,-0.0,0.0,0.0,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),{},2agpe160[c] + atp[c] + hdca[c] --> amp[c] + pe160[c] + ppi[c],,{},2AGPEAT160,Fatty Acid Metabolism,
364,0.0,0.0,0.0,0.0,0.0,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),{},2agpe180[c] + atp[c] + ocdca[c] --> amp[c] + pe180[c] + ppi[c],,{},2AGPEAT180,Fatty Acid Metabolism,
365,0.007667699018725129,-0.0,0.0011085619110296602,-0.007667699018725129,-0.0065591371076954685,AACPS10,{},ACP[c] + atp[c] + mocdca[c] --> amp[c] + mstrACP[c] + ppi[c],,{},AACPS10,Fatty Acid Metabolism,
366,0.0022190357137408705,-0.0,0.0003208183400861563,-0.0022190357137408705,-0.0018982173736547142,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),{},ACP[c] + atp[c] + hdca[c] --> amp[c] + palmACP[c] + ppi[c],,{},AACPS3,Fatty Acid Metabolism,
367,0.005879172201325598,-0.0,0.0008499846374848423,-0.005879172201325598,-0.005029187563840755,Acyl-CoA Carboxylase,{},co2[c] + hexccoa[c] --> chexccoa[c] + h2o[c],Rv3280 and Rv3799c and Rv3285,{},ACCC,Fatty Acid Metabolism,"Rv3280,Rv3799c,Rv3285"
368,0.005879172201325598,-0.0,0.0008499846374848423,-0.005879172201325598,-0.005029187563840755,ACChex,{},coa[c] + 2.0 h[c] + hexc[c] --> h2o[c] + hexccoa[c],Rv3280,{},ACChex_1,Fatty Acid Metabolism,Rv3280
369,0.0,0.0,0.0,0.0,0.0,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,{},h[c] + nadph[c] + o2[c] + pmtcoa[c] --> 2.0 h2o[c] + hdcoa[c] + nadp[c],Rv3229c,{},DESAT16,Fatty Acid Metabolism,Rv3229c
370,0.0,0.0,0.0,0.0,0.0,Stearoyl CoA desaturase  n C180CoA   n C181CoA ,{},h2o[c] + nadph[c] + stcoa[c] --> 4.0 h[c] + nadp[c] + odecoa[c],Rv1094 and Rv0824c and Rv3229c,{},DESAT18_1,Fatty Acid Metabolism,"Rv1094,Rv0824c,Rv3229c"
371,0.0,0.0,0.0,0.0,0.0,Fatty-acid-CoA thioesterase (tetradecanoate),{},2.0 h[c] + tdcoa[c] --> coa[c] + 2.0 h2o[c] + ttdca[c],Rv2605c or Rv0098 or Rv1618,{},FACOAE140_1,Fatty Acid Metabolism,"Rv1618,Rv0098,Rv2605c"
372,0.0,0.0,0.0,0.0,0.0,Fatty-acid-CoA thioesterase (hexadecanoate),{},h2o[c] + pmtcoa[c] --> coa[c] + h[c] + hdca[c],Rv0098 or Rv2605c or Rv1618,{},FACOAE160,Fatty Acid Metabolism,"Rv1618,Rv2605c,Rv0098"
373,0.0,0.0,0.0,0.0,0.0,Fatty-acid-CoA thioesterase (octadecanoate),{},h2o[c] + stcoa[c] --> coa[c] + h[c] + ocdca[c],Rv0098 or Rv2605c or Rv1618,{},FACOAE180,Fatty Acid Metabolism,"Rv1618,Rv2605c,Rv0098"
374,0.0,0.0,0.0,0.0,0.0,Fatty-acid--CoA ligase (tetradecanoate),{},atp[c] + coa[c] + 3.0 h2o[c] + ttdca[c] <=> amp[c] + 3.0 h[c] + ppi[c] + tdcoa[c],Rv3801c or Rv3515c or Rv3506 or Rv2950c or Rv2941 or Rv2590 or Rv2187 or Rv1750c or Rv1549 or Rv1521 or Rv1206 or Rv1185c or Rv0852 or Rv0404 or Rv0214 or Rv0119 or Rv0035 or Rv0099 or Rv0166 or Rv0270 or Rv0551c or Rv1058 or Rv1193 or Rv1427c or Rv1529 or Rv1550 or Rv1925 or Rv2505c or Rv2930 or Rv2948c or Rv3089 or Rv3513c or Rv3561 or Rv3826,{},FACOAL140_1,Fatty Acid Metabolism,"Rv1521,Rv3826,Rv2187,Rv3089,Rv1206,Rv1529,Rv1750c,Rv0119,Rv0852,Rv0099,Rv1058,Rv3561,Rv2950c,Rv1427c,Rv0166,Rv0404,Rv3801c,Rv1550,Rv2930,Rv1193,Rv0035,Rv2590,Rv3513c,Rv2941,Rv0270,Rv1925,Rv1549,Rv1185c,Rv3506,Rv2505c,Rv0551c,Rv0214,Rv2948c,Rv3515c"
375,0.001829195000594917,0.0,0.0002644568990714701,-0.001829195000594917,-0.0015647381015234467,Fatty acid  CoA ligase  hexadecanoate ,{},atp[c] + coa[c] + hdca[c] <=> amp[c] + pmtcoa[c] + ppi[c],Rv3826 or Rv1529 or Rv1185c or Rv2590,{},FACOAL160,Fatty Acid Metabolism,"Rv3826,Rv2590,Rv1185c,Rv1529"
376,-0.0,-0.0,-0.0,0.0,0.0,Fatty acid  CoA ligase  hexadecenoate ,{},atp[c] + coa[c] + hdcea[c] <=> amp[c] + hdcoa[c] + ppi[c],Rv0035 or Rv0099 or Rv0119 or Rv0166 or Rv0214 or Rv0270 or Rv0404 or Rv0551c or Rv0852 or Rv1058 or Rv1185c or Rv1193 or Rv1206 or Rv1427c or Rv1521 or Rv1529 or Rv1549 or Rv1550 or Rv1750c or Rv1925 or Rv2187 or Rv2505c or Rv2590 or Rv2930 or Rv2941 or Rv2948c or Rv2950c or Rv3089 or Rv3506 or Rv3513c or Rv3515c or Rv3561 or Rv3801c or Rv3826,{},FACOAL161,Fatty Acid Metabolism,"Rv1521,Rv3826,Rv2187,Rv3089,Rv1206,Rv1529,Rv1750c,Rv0119,Rv0852,Rv0099,Rv1058,Rv3561,Rv2950c,Rv1427c,Rv0166,Rv0404,Rv3801c,Rv1550,Rv2930,Rv1193,Rv0035,Rv2590,Rv3513c,Rv2941,Rv0270,Rv1925,Rv1549,Rv1185c,Rv3506,Rv2505c,Rv0551c,Rv0214,Rv2948c,Rv3515c"
377,0.0,0.0,0.0,0.0,0.0,Fatty acid  CoA ligase  octadecanoate ,{},atp[c] + coa[c] + ocdca[c] <=> amp[c] + ppi[c] + stcoa[c],Rv0035 or Rv0099 or Rv0119 or Rv0166 or Rv0214 or Rv0270 or Rv0404 or Rv0551c or Rv0852 or Rv1058 or Rv1185c or Rv1193 or Rv1206 or Rv1427c or Rv1521 or Rv1529 or Rv1549 or Rv1550 or Rv1750c or Rv1925 or Rv2187 or Rv2505c or Rv2590 or Rv2930 or Rv2941 or Rv2948c or Rv2950c or Rv3089 or Rv3506 or Rv3513c or Rv3515c or Rv3561 or Rv3801c or Rv3826,{},FACOAL180,Fatty Acid Metabolism,"Rv1521,Rv3826,Rv2187,Rv3089,Rv1206,Rv1529,Rv1750c,Rv0119,Rv0852,Rv0099,Rv1058,Rv3561,Rv2950c,Rv1427c,Rv0166,Rv0404,Rv3801c,Rv1550,Rv2930,Rv1193,Rv0035,Rv2590,Rv3513c,Rv2941,Rv0270,Rv1925,Rv1549,Rv1185c,Rv3506,Rv2505c,Rv0551c,Rv0214,Rv2948c,Rv3515c"
378,0.0,-0.0,0.0,-0.0,0.0,Fatty acid  CoA ligase  octadecenoate ,{},atp[c] + coa[c] + h2o[c] + ocdcea[c] <=> amp[c] + h[c] + odecoa[c] + ppi[c],Rv3826 or Rv1618 or Rv1529,{},FACOAL181_2,Fatty Acid Metabolism,"Rv3826,Rv1618,Rv1529"
379,0.0,-0.0,0.0,-0.0,0.0,Fatty-acid--CoA ligase (octanoate),{},atp[c] + coa[c] + octa[c] <=> amp[c] + occoa[c] + ppi[c],Rv3826 or Rv1529 or Rv1185c or Rv2590 or Rv0099,{},FACOAL80,Fatty Acid Metabolism,"Rv3826,Rv1185c,Rv1529,Rv0099,Rv2590"
380,0.0,-0.0,0.0,-0.0,0.0,Fatty acid oxidation (tetradecanoate),{},atp[c] + 7.0 coa[c] + 6.0 fad[c] + 6.0 h2o[c] + 6.0 nad[c] + ttdca[c] --> 7.0 accoa[c] + amp[c] + 6.0 fadh2[c] + 6.0 h[c] + 6.0 nadh[c] + ppi[c],Rv0468 and Rv0859 and Rv0860 and Rv1144 and Rv1323,{},FAO1,Fatty Acid Metabolism,"Rv0860,Rv0859,Rv0468,Rv1144,Rv1323"
381,0.0,0.0,0.0,0.0,0.0,FAO10,{},atp[c] + 9.0 coa[c] + 7.0 fad[c] + 8.0 h2o[c] + 8.0 nad[c] + ocdcea[c] --> 9.0 accoa[c] + amp[c] + 7.0 fadh2[c] + 8.0 h[c] + 8.0 nadh[c] + ppi[c],Rv0468 and Rv0859 and Rv0860 and Rv1144 and Rv1323,{},FAO10,Fatty Acid Metabolism,"Rv0860,Rv0859,Rv0468,Rv1144,Rv1323"
382,0.0,0.0,0.0,0.0,0.0,FAO11,{},atp[c] + 8.0 coa[c] + 6.0 fad[c] + 7.0 h2o[c] + hdcea[c] + 7.0 nad[c] --> 8.0 accoa[c] + amp[c] + 6.0 fadh2[c] + 7.0 h[c] + 7.0 nadh[c] + ppi[c],Rv0468 and Rv0859 and Rv0860 and Rv1144 and Rv1323,{},FAO11,Fatty Acid Metabolism,"Rv0860,Rv0859,Rv0468,Rv1144,Rv1323"
383,0.0,-0.0,0.0,-0.0,0.0,Fatty acid oxidation (n-C16:0),{},atp[c] + 8.0 coa[c] + 7.0 fad[c] + 7.0 h2o[c] + hdca[c] + 7.0 nad[c] --> 8.0 accoa[c] + amp[c] + 7.0 fadh2[c] + 7.0 h[c] + 7.0 nadh[c] + ppi[c],Rv0468 and Rv0859 and Rv0860 and Rv1144 and Rv1323,{},FAO2,Fatty Acid Metabolism,"Rv0860,Rv0859,Rv0468,Rv1144,Rv1323"
384,0.0,-0.0,0.0,-0.0,0.0,Fatty acid oxidation (octadecanoate),{},atp[c] + 9.0 coa[c] + 8.0 fad[c] + 8.0 h2o[c] + 8.0 nad[c] + ocdca[c] --> 9.0 accoa[c] + amp[c] + 8.0 fadh2[c] + 8.0 h[c] + 8.0 nadh[c] + ppi[c],Rv0468 and Rv0859 and Rv0860 and Rv1144 and Rv1323,{},FAO3,Fatty Acid Metabolism,"Rv0860,Rv0859,Rv0468,Rv1144,Rv1323"
385,0.07202035846235141,0.0,0.010412383951833816,-0.07202035846235141,-0.061607974510517596,Fatty acid synthase  n C100 ,{},3.0 h[c] + malcoa[c] + 2.0 nadph[c] + octa[c] --> co2[c] + coa[c] + dca[c] + h2o[c] + 2.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS100,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
386,0.07202035846235141,-0.0,0.010412383951833816,-0.07202035846235141,-0.061607974510517596,Fatty acid synthase  n C120 ,{},dca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddca[c] + h2o[c] + 2.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS120,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
387,0.07202035846235141,-0.0,0.010412383951833816,-0.07202035846235141,-0.061607974510517596,Fatty acid synthase  n C140 ,{},ddca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ttdca[c],Rv0533c or (Rv1350 and Rv2524c and Rv1484 and Rv2947c),{},FAS140,Fatty Acid Metabolism,"Rv2947c,Rv0533c,Rv1350,Rv2524c,Rv1484"
388,0.06229592221558234,0.0,0.009006468095841233,-0.06229592221558234,-0.053289454119741106,Fatty acid synthase  n C160 ,{},3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttdca[c] --> co2[c] + coa[c] + h2o[c] + hdca[c] + 2.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS160,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
389,0.00820337134584472,0.0,0.0011860070398991202,-0.00820337134584472,-0.0070173643059456,Fatty acid synthase  n C161 ,{},4.0 h[c] + malcoa[c] + 3.0 nadph[c] + o2[c] + ttdca[c] --> co2[c] + coa[c] + 3.0 h2o[c] + hdcea[c] + 3.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS161,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
390,0.02739089462528983,0.0,0.0039600540418280395,-0.02739089462528983,-0.02343084058346179,Fatty acid synthase  n C180 ,{},3.0 h[c] + hdca[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ocdca[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS180,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
391,0.0012286531788078385,0.0,0.00017763322641716625,-0.0012286531788078385,-0.0010510199523906722,Fatty acid synthase  n C181 ,{},4.0 h[c] + hdca[c] + malcoa[c] + 3.0 nadph[c] + o2[c] --> co2[c] + coa[c] + 3.0 h2o[c] + 3.0 nadp[c] + ocdcea[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS181,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
392,0.002933598147308877,-0.0,0.0004241266070084355,-0.002933598147308877,-0.002509471540300441,FAS200,{},3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ocdca[c] --> arach[c] + co2[c] + coa[c] + h2o[c] + 2.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS200,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
393,0.019037699696568856,-0.0,0.0027523861729181554,-0.019037699696568856,-0.016285313523650702,Fatty acid synthase  n C240   lumped reaction,{},9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] + ocdca[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + ttc[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS240_L,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
394,0.019037699696568856,-0.0,0.0027523861729181554,-0.019037699696568856,-0.016285313523650702,Fatty acid synthase  n C260 ,{},3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttc[c] --> co2[c] + coa[c] + h2o[c] + hexc[c] + 2.0 nadp[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS260,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
395,0.09163926388133531,0.0,0.013248798269931946,-0.09163926388133531,-0.07839046561140336,Fatty acid synthase  n C80   lumped reaction,{},accoa[c] + 8.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 4.0 coa[c] + 2.0 h2o[c] + 6.0 nadp[c] + octa[c],Rv1350 and Rv2524c and Rv1484 and Rv2947c,{},FAS80_L,Fatty Acid Metabolism,"Rv1484,Rv2947c,Rv1350,Rv2524c"
396,0.019618905418983888,0.0,0.00283641431809813,-0.019618905418983888,-0.016782491100885758,FASm180,{},15.0 h[c] + 4.0 malcoa[c] + mmcoa__S[c] + 10.0 nadph[c] + octa[c] --> 5.0 co2[c] + 5.0 coa[c] + 5.0 h2o[c] + mocdca[c] + 10.0 nadp[c],Rv1663 or Rv1662,{},FASm180,Fatty Acid Metabolism,"Rv1663,Rv1662"
397,0.0009176538514885226,-0.0,0.00013267032323329017,-0.0009176538514885226,-0.0007849835282552325,FASm2002,{},3.0 h[c] + mmcoa__S[c] + 2.0 nadph[c] + ocdca[c] --> co2[c] + coa[c] + h2o[c] + marach[c] + 2.0 nadp[c],Rv1663 or Rv1662,{},FASm2002,Fatty Acid Metabolism,"Rv1663,Rv1662"
398,0.0009176538514885226,-0.0,0.00013267032323329017,-0.0009176538514885226,-0.0007849835282552325,FASm2202,{},3.0 h[c] + marach[c] + mmcoa__S[c] + 2.0 nadph[c] --> co2[c] + coa[c] + dmbhn[c] + h2o[c] + 2.0 nadp[c],Rv2940c,{},FASm2202,Fatty Acid Metabolism,Rv2940c
399,0.0009176538514885226,-0.0,0.00013267032323329017,-0.0009176538514885226,-0.0007849835282552325,FASm2402,{},dmbhn[c] + 3.0 h[c] + mmcoa__S[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + tmlgnc[c],Rv2940c,{},FASm2402,Fatty Acid Metabolism,Rv2940c
400,0.0015450167143400426,-0.0,0.00022337166302940442,-0.0015450167143400426,-0.0013216450513106382,"Glycolipid 1,6-alpha-D-mannosyltransferase",{},gdpmann[c] + ptd1ino160190[c] --> PIM1[c] + gdp[c] + h[c],Rv2610c,{},G16MTM1,Fatty Acid Metabolism,Rv2610c
401,0.0001439603785505377,-0.0,2.0813152937903328e-05,-0.0001439603785505377,-0.00012314722561263436,G16MTM10,{},PIM5[c] + gdpmann[c] --> PIM6[c] + gdp[c] + h[c],Rv1500,{},G16MTM10,Fatty Acid Metabolism,Rv1500
402,0.00031761102581427116,-0.0,4.5918793223485156e-05,-0.00031761102581427116,-0.000271692232590786,G16MTM4,{},Ac1PIM2[c] + decdman1p_tb[c] --> Ac1PIM3[c] + decd_tb[c] + h[c],,{},G16MTM4,Fatty Acid Metabolism,
403,0.0001510710731583199,-0.0,2.1841185622011204e-05,-0.0001510710731583199,-0.00012922988753630868,G16MTM5,{},Ac1PIM3[c] + decdman1p_tb[c] --> Ac1PIM4[c] + decd_tb[c] + h[c],,{},G16MTM5,Fatty Acid Metabolism,
404,0.0013353135979245713,-0.0,0.0001930537166787844,-0.0013353135979245713,-0.001142259881245787,G16MTM6,{},PIM1[c] + gdpmann[c] --> PIM2[c] + gdp[c] + h[c],Rv2188c,{},G16MTM6,Fatty Acid Metabolism,Rv2188c
405,0.0006731457562033807,-0.0,9.732042742887898e-05,-0.0006731457562033807,-0.0005758253287745017,G16MTM7,{},PIM2[c] + gdpmann[c] --> PIM3[c] + gdp[c] + h[c],,{},G16MTM7,Fatty Acid Metabolism,
406,0.00047691553483423355,-0.0,6.895033247972653e-05,-0.00047691553483423355,-0.000407965202354507,G16MTM8,{},PIM3[c] + gdpmann[c] --> PIM4[c] + gdp[c] + h[c],,{},G16MTM8,Fatty Acid Metabolism,
407,0.0003018926482602263,-0.0,4.3646299921773007e-05,-0.0003018926482602263,-0.0002582463483384533,G16MTM9,{},PIM4[c] + gdpmann[c] --> PIM5[c] + gdp[c] + h[c],Rv1159,{},G16MTM9,Fatty Acid Metabolism,Rv1159
408,0.0,-0.0,0.0,-0.0,0.0,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",{},2agpe160[c] + h2o[c] --> g3pe[c] + h[c] + hdca[c],Rv0183,{},LPLIPAL2E160,Fatty Acid Metabolism,Rv0183
409,-0.0,-0.0,-0.0,0.0,0.0,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",{},2agpe180[c] + h2o[c] --> g3pe[c] + h[c] + ocdca[c],Rv0183 or Rv0215c or Rv0752c or Rv0873 or Rv2789c or Rv3274c or (Rv3563 and Rv3564),{},LPLIPAL2E180,Fatty Acid Metabolism,"Rv3563,Rv0183,Rv0752c,Rv3564,Rv0215c,Rv2789c,Rv0873,Rv3274c"
410,0.00020970311641547125,-0.0,3.0317946350620007e-05,-0.00020970311641547125,-0.00017938517006485126,MANAT1,{},PIM1[c] + pmtcoa[c] --> Ac1PIM1[c] + coa[c],Rv2611c,{},MANAT1,Fatty Acid Metabolism,Rv2611c
411,0.0006621678417211906,0.0,9.573328924990541e-05,-0.0006621678417211906,-0.0005664345524712853,MANAT2,{},PIM2[c] + pmtcoa[c] --> Ac1PIM2[c] + coa[c],Rv2611c,{},MANAT2,Fatty Acid Metabolism,Rv2611c
412,0.00015893026193534228,-0.0,2.2977432272867275e-05,-0.00015893026193534228,-0.000135952829662475,MANAT3,{},Ac1PIM2[c] + pmtcoa[c] --> Ac2PIM2[c] + coa[c],,{},MANAT3,Fatty Acid Metabolism,
413,0.0,0.0,0.0,0.0,0.0,Malonyl-CoA Decarboxylase cytoplasmic,{},h[c] + malcoa[c] --> accoa[c] + co2[c],Rv2247 and Rv3799c and Rv3280 and Rv3281 and Rv3285,{},MCD,Fatty Acid Metabolism,"Rv3799c,Rv3285,Rv3281,Rv3280,Rv2247"
414,0.09082078550727113,0.0,0.013130466297292802,-0.09082078550727113,-0.07769031920997832,Malonyl-CoA-ACP transacylase,{},ACP[c] + malcoa[c] <=> coa[c] + malACP[c],Rv2243,{},MCOATA,Fatty Acid Metabolism,Rv2243
415,0.0,0.0,0.0,0.0,0.0,Methylmalonyl-CoA decarboxylase,{},h[c] + mmcoa__S[c] --> co2[c] + ppcoa[c],Rv3799c,{},MMCD,Fatty Acid Metabolism,Rv3799c
416,0.0,0.0,0.0,0.0,0.0,Methylmalonyl-CoA epimerase,{},mmcoa__R[c] <-- 0.001 aqcobal[c] + mmcoa__S[c],Rv1322A or Rv0855 or Rv1143,{},MME_1,Fatty Acid Metabolism,"Rv0855,Rv1143,Rv1322A"
417,0.0,0.0,0.0,0.0,0.0,R_MMM2r,{},0.001 aqcobal[c] + succoa[c] <-- mmcoa__R[c],Rv1492 and Rv1493,{},MMM2r,Fatty Acid Metabolism,"Rv1493,Rv1492"
418,0.0,-0.0,0.0,-0.0,0.0,3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate),{},acac[c] + succoa[c] <=> aacoa[c] + succ[c],Rv2503c and Rv2504c,{},OCOAT1,Fatty Acid Metabolism,"Rv2504c,Rv2503c"
419,0.0,0.0,0.0,0.0,0.0,Phosphatidate phosphatase (n-C16:0),{},h2o[c] + pa160[c] --> 12dgr160[c] + pi[c],Rv1755c,{},PAPA160,Fatty Acid Metabolism,Rv1755c
420,0.00015606103428658806,-0.0,2.2562612066999184e-05,-0.00015606103428658806,-0.00013349842221958887,PATS,{},5.0 h[c] + ocdca[c] + 4.0 tmlgnc[c] + tre[c] --> 5.0 h2o[c] + pat[c],,{},PATS,Fatty Acid Metabolism,
421,-0.000805005479017868,0.0,-0.00011638412123768645,0.000805005479017868,0.0006886213577801816,PHDCATA,{},ACP[c] + phdcacoa[c] <=> coa[c] + phdcaACP[c],,{},PHDCATA,Fatty Acid Metabolism,
422,-0.0,-0.0,-0.0,0.0,0.0,PLCD,{},h2o[c] + ptd1ino160[c] --> 12dgr160[c] + h[c] + mi1p__D[c],Rv1755c,{},PLCD,Fatty Acid Metabolism,Rv1755c
423,0.0,-0.0,0.0,-0.0,0.0,PLIPA1E160,{},h2o[c] + pe160[c] --> 2agpe160[c] + h[c] + hdca[c],,{},PLIPA1E160,Fatty Acid Metabolism,
424,-0.0,-0.0,-0.0,0.0,0.0,PLIPA1E180,{},h2o[c] + pe180[c] --> 2agpe180[c] + h[c] + ocdca[c],,{},PLIPA1E180,Fatty Acid Metabolism,
425,0.00041291928336419385,-0.0,5.969803832275564e-05,-0.00041291928336419385,-0.00035322124504143823,TDMS1,{},2.0 h[c] + mmycolate[c] + mycolate[c] + tre[c] --> 2.0 h2o[c] + tdm1[c],,{},TDMS1,Fatty Acid Metabolism,
426,0.00027482210913937135,-0.0,3.97325614577132e-05,-0.00027482210913937135,-0.00023508954768165815,TDMS2,{},2.0 h[c] + mmmycolate[c] + mycolate[c] + tre[c] --> 2.0 h2o[c] + tdm2[c],,{},TDMS2,Fatty Acid Metabolism,
427,0.00027407361497013114,-0.0,3.9624347490965e-05,-0.00027407361497013114,-0.00023444926747916614,TDMS3,{},2.0 h[c] + mkmycolate[c] + mycolate[c] + tre[c] --> 2.0 h2o[c] + tdm3[c],,{},TDMS3,Fatty Acid Metabolism,
428,0.00013772292714020243,-0.0,1.9911369881668344e-05,-0.00013772292714020243,-0.00011781155725853408,TDMS4,{},2.0 h[c] + kmycolate[c] + mycolate[c] + tre[c] --> 2.0 h2o[c] + tdm4[c],,{},TDMS4,Fatty Acid Metabolism,
429,0.00013797242519661583,-0.0,1.9947441203917744e-05,-0.00013797242519661583,-0.00011802498399269808,TMHAS1,{},tdm1[c] + tdm2[c] + tre[c] --> 2.0 h2o[c] + tmha1[c],,{},TMHAS1,Fatty Acid Metabolism,
430,0.00013722393102737562,-0.0,1.983922723716955e-05,-0.00013722393102737562,-0.00011738470379020607,TMHAS2,{},tdm1[c] + tdm3[c] + tre[c] --> 2.0 h2o[c] + tmha2[c],,{},TMHAS2,Fatty Acid Metabolism,
431,0.00013772292714020243,-0.0,1.9911369881668344e-05,-0.00013772292714020243,-0.00011781155725853408,TMHAS3,{},tdm1[c] + tdm4[c] + tre[c] --> 2.0 h2o[c] + tmha3[c],,{},TMHAS3,Fatty Acid Metabolism,
432,0.0001368496839427555,-0.0,1.978512025379545e-05,-0.0001368496839427555,-0.00011706456368896004,TMHAS4,{},tdm2[c] + tdm3[c] + tre[c] --> 2.0 h2o[c] + tmha4[c],,{},TMHAS4,Fatty Acid Metabolism,
