,A_E_ex,B_E_ex,C_E_ex,D_E_ex,E_E_ex,F_E_ex,G_E_ex,N_E_ex,R_E_ex,U_E_ex,V_E_ex,W_E_ex,X_E_ex,A_import,B_import,C_import,D_import,E_import,F_import,G_import,N_exp,R_exp,U_exp,V_exp,W_exp,X_exp,R_A_B__G_H,R_C_H__I,R_C_D__J,R_I__P,R_J__Q,R_E__M,R_F_M__N,R_N__T,R_N__U,R_H__K,R_G_K__L,R_K__O,R_L__W,R_O_P__R,R_P_Q__S,R_S_T__V_X,biomass
V_E_ex,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,0.0,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.660101729929723,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659440354268347,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.659771042099035,0.5560394859734119,5.65910966643766,0.10483820107362707,0.10483820107362707,5.659440354268347,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.659440354268347,5.659440354268347,0.26856711119600174
W_E_ex,0.2746783616103814,0.2746783616103814,0.0,0.0,0.001408896299969875,0.001408896299969875,0.0,0.0,0.0018544186211606473,0.0,0.0,0.0,0.0,0.2746783616103814,0.2746783616103814,0.0,0.0,0.001408896299969875,0.001408896299969875,0.0,0.0,0.0018544186211606473,0.0,0.0,5.65910966643766,0.0,0.2746783616103814,0.06204084024609369,0.0,0.06204084024609369,0.0,0.001408896299969875,0.001408896299969875,0.0,0.01046465925184581,0.7929923582739118,1.5676818312967287,0.0018544186211606473,1.5676818312967287,0.0018544186211606473,0.0,0.0,0.021160369567129855
X_E_ex,0.04606661968041603,0.04606661968041603,0.5299882323013012,0.8140069643320818,0.0,0.0,0.15080554436371596,0.023646416407225423,0.0,0.0,0.8140069643320818,0.0,0.0,0.04606661968041603,0.04606661968041603,0.5299882323013012,0.8140069643320818,0.0,0.0,0.15080554436371596,0.023646416407225423,0.0,0.0,0.8140069643320818,0.0,5.65910966643766,0.04606661968041603,0.28342814660685356,0.8140069643320818,0.28342814660685356,0.8140069643320818,0.0,0.0,0.8140069643320818,0.0,0.023881247211917866,0.03530876785311854,0.0,0.03530876785311854,0.0,0.8140069643320818,0.8140069643320818,0.004743945025619034
A_import,5.659771042099035,5.661755169083162,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,0.0,5.660763105591098,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,5.67564405797205,0.3608092241786034,0.15573730090751337,0.3608092241786034,0.15573730090751337,0.0,0.0,0.15573730090751337,0.0,0.8715368610344871,0.3999495831493709,0.2004219620895027,0.3999495831493709,0.2004219620895027,0.15573730090751337,0.15573730090751337,0.04244560994693014
B_import,5.660763105591098,5.660763105591098,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,5.660763105591098,0.0,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,5.660101729929723,0.3608092241786034,0.15573730090751337,0.3608092241786034,0.15573730090751337,0.0,0.0,0.15573730090751337,0.0,0.8715368610344871,0.3999495831493709,0.2004219620895027,0.3999495831493709,0.2004219620895027,0.15573730090751337,0.15573730090751337,0.04244560994693014
C_import,0.2224366107893596,0.2224366107893596,5.660101729929723,1.0115218991454737,0.04725082784775747,0.04725082784775747,0.6958330463322593,0.012369993951461211,0.0969002332043365,0.023002770896016322,1.0115218991454737,0.0,0.5299882323013012,0.2224366107893596,0.2224366107893596,0.0,1.0115218991454737,0.04725082784775747,0.04725082784775747,0.6958330463322593,0.012369993951461211,0.0969002332043365,0.023002770896016322,1.0115218991454737,0.0,0.5299882323013012,0.2224366107893596,1.3591431147144117,1.0115218991454737,1.3591431147144117,1.0115218991454737,0.04725082784775747,0.04725082784775747,1.0115218991454737,0.034881625368898383,0.06234152847939889,0.0,0.0969002332043365,0.0,0.0969002332043365,1.0115218991454737,1.0115218991454737,0.16491324555733566
D_import,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.660101729929723,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,0.0,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.65910966643766,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.65910966643766,0.5560394859734119,5.659440354268347,0.10483820107362707,0.10483820107362707,5.66043241776041,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.65910966643766,5.65910966643766,0.26856711119600174
E_import,0.0,0.0,0.04725082784775747,0.10483820107362707,5.660101729929723,5.66043241776041,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.0,0.04725082784775747,0.10483820107362707,0.0,5.659771042099035,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.009089992771908584,0.10483820107362707,0.009089992771908584,0.10483820107362707,5.659440354268347,5.659771042099035,0.10483820107362707,0.28623818850810334,0.0,0.0,0.0,0.0,0.0,0.10483820107362707,0.10483820107362707,0.04964675044983924
F_import,0.0,0.0,0.04725082784775747,0.10483820107362707,5.659771042099035,5.659771042099035,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.0,0.04725082784775747,0.10483820107362707,5.659771042099035,0.0,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.009089992771908584,0.10483820107362707,0.009089992771908584,0.10483820107362707,5.659771042099035,5.682257814585807,0.10483820107362707,0.28623818850810334,0.0,0.0,0.0,0.0,0.0,0.10483820107362707,0.10483820107362707,0.04964675044983924
G_import,0.3863357780547032,0.3863357780547032,0.6958330463322593,0.29054307602024654,0.0,0.0,5.65910966643766,0.028868074157699652,0.7605433542664626,0.018731021478102683,0.29054307602024654,0.0,0.15080554436371596,0.3863357780547032,0.3863357780547032,0.6958330463322593,0.29054307602024654,0.0,0.0,0.0,0.028868074157699652,0.7605433542664626,0.018731021478102683,0.29054307602024654,0.0,0.15080554436371596,0.3863357780547032,1.3511051390997597,0.29054307602024654,1.3511051390997597,0.29054307602024654,0.0,0.0,0.29054307602024654,0.0,0.11505839451550237,0.01715597375484723,0.7605433542664626,0.01715597375484723,0.7605433542664626,0.29054307602024654,0.29054307602024654,0.0829814407084637
N_exp,0.0,0.0,0.012369993951461211,0.0,0.20229790186672236,0.20229790186672236,0.028868074157699652,5.65910966643766,0.008595885248687374,0.02178923191297244,0.0,0.0,0.023646416407225423,0.0,0.0,0.012369993951461211,0.0,0.20229790186672236,0.20229790186672236,0.028868074157699652,0.0,0.008595885248687374,0.02178923191297244,0.0,0.0,0.023646416407225423,0.0,0.011003385708215241,0.0,0.011003385708215241,0.0,0.20229790186672236,0.20229790186672236,0.0,0.0,0.011096442522302574,0.0,0.008595885248687374,0.0,0.008595885248687374,0.0,0.0,0.03177924941868948
R_exp,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,5.65910966643766,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,0.0,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.34083857515822746,0.0,0.34083857515822746,0.0,0.0,0.0,0.0,0.03978238186566507,0.09231436515625013,0.0,5.992442999770994,0.0,5.992442999770994,0.0,0.0,0.004002195862260471
U_exp,0.003190772551158183,0.003190772551158183,0.023002770896016322,0.012557185209014499,0.2547164893089082,0.2547164893089082,0.018731021478102683,0.02178923191297244,0.0,5.65910966643766,0.012557185209014499,0.0,0.0,0.003190772551158183,0.003190772551158183,0.023002770896016322,0.012557185209014499,0.2547164893089082,0.2547164893089082,0.018731021478102683,0.02178923191297244,0.0,0.0,0.012557185209014499,0.0,0.0,0.003190772551158183,0.0,0.012557185209014499,0.0,0.012557185209014499,0.2547164893089082,0.2547164893089082,0.012557185209014499,1.4575928120129245,0.0022006382234929234,0.0,0.0,0.0,0.0,0.012557185209014499,0.012557185209014499,0.0025955335941505453
V_exp,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659440354268347,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,0.0,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.66043241776041,0.5560394859734119,5.65910966643766,0.10483820107362707,0.10483820107362707,5.659771042099035,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.992442999770994,5.992442999770994,0.26856711119600174
W_exp,0.2746783616103814,0.2746783616103814,0.0,0.0,0.001408896299969875,0.001408896299969875,0.0,0.0,0.0018544186211606473,0.0,0.0,5.65910966643766,0.0,0.2746783616103814,0.2746783616103814,0.0,0.0,0.001408896299969875,0.001408896299969875,0.0,0.0,0.0018544186211606473,0.0,0.0,0.0,0.0,0.2746783616103814,0.06204084024609369,0.0,0.06204084024609369,0.0,0.001408896299969875,0.001408896299969875,0.0,0.01046465925184581,0.7929923582739118,1.5676818312967287,0.0018544186211606473,1.5676818312967287,0.0018544186211606473,0.0,0.0,0.021160369567129855
X_exp,0.04606661968041603,0.04606661968041603,0.5299882323013012,0.8140069643320818,0.0,0.0,0.15080554436371596,0.023646416407225423,0.0,0.0,0.8140069643320818,0.0,5.65910966643766,0.04606661968041603,0.04606661968041603,0.5299882323013012,0.8140069643320818,0.0,0.0,0.15080554436371596,0.023646416407225423,0.0,0.0,0.8140069643320818,0.0,0.0,0.04606661968041603,0.28342814660685356,0.8140069643320818,0.28342814660685356,0.8140069643320818,0.0,0.0,0.8140069643320818,0.0,0.023881247211917866,0.03530876785311854,0.0,0.03530876785311854,0.0,0.8140069643320818,0.8140069643320818,0.004743945025619034
R_A_B__G_H,5.659771042099035,5.659771042099035,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,5.67564405797205,5.660101729929723,0.2224366107893596,0.15573730090751337,0.0,0.0,0.3863357780547032,0.0,0.2004219620895027,0.003190772551158183,0.15573730090751337,0.2746783616103814,0.04606661968041603,0.0,0.3608092241786034,0.15573730090751337,0.3608092241786034,0.15573730090751337,0.0,0.0,0.15573730090751337,0.0,0.8715368610344871,0.3999495831493709,0.2004219620895027,0.3999495831493709,0.2004219620895027,0.15573730090751337,0.15573730090751337,0.04244560994693014
R_C_H__I,0.3608092241786034,0.3608092241786034,1.3591431147144117,0.5560394859734119,0.009089992771908584,0.009089992771908584,1.3511051390997597,0.011003385708215241,0.34083857515822746,0.0,0.5560394859734119,0.06204084024609369,0.28342814660685356,0.3608092241786034,0.3608092241786034,1.3591431147144117,0.5560394859734119,0.009089992771908584,0.009089992771908584,1.3511051390997597,0.011003385708215241,0.34083857515822746,0.0,0.5560394859734119,0.06204084024609369,0.28342814660685356,0.3608092241786034,0.0,0.5560394859734119,5.659440354268347,0.5560394859734119,0.009089992771908584,0.009089992771908584,0.5560394859734119,0.0,0.08892428271226116,0.04801210968971237,0.34083857515822746,0.04801210968971237,0.34083857515822746,0.5560394859734119,0.5560394859734119,0.09496717963910584
R_C_D__J,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659771042099035,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.66043241776041,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,0.0,0.5560394859734119,5.660101729929723,0.10483820107362707,0.10483820107362707,5.660101729929723,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.66043241776041,5.66043241776041,0.26856711119600174
R_I__P,0.3608092241786034,0.3608092241786034,1.3591431147144117,0.5560394859734119,0.009089992771908584,0.009089992771908584,1.3511051390997597,0.011003385708215241,0.34083857515822746,0.0,0.5560394859734119,0.06204084024609369,0.28342814660685356,0.3608092241786034,0.3608092241786034,1.3591431147144117,0.5560394859734119,0.009089992771908584,0.009089992771908584,1.3511051390997597,0.011003385708215241,0.34083857515822746,0.0,0.5560394859734119,0.06204084024609369,0.28342814660685356,0.3608092241786034,5.659440354268347,0.5560394859734119,0.0,0.5560394859734119,0.009089992771908584,0.009089992771908584,0.5560394859734119,0.0,0.08892428271226116,0.04801210968971237,0.34083857515822746,0.04801210968971237,0.34083857515822746,0.5560394859734119,0.5560394859734119,0.09496717963910584
R_J__Q,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.65910966643766,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.65910966643766,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.660101729929723,0.5560394859734119,0.0,0.10483820107362707,0.10483820107362707,5.66043241776041,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.65910966643766,5.65910966643766,0.26856711119600174
R_E__M,0.0,0.0,0.04725082784775747,0.10483820107362707,5.659440354268347,5.660763105591098,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.0,0.04725082784775747,0.10483820107362707,5.659440354268347,5.659771042099035,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.009089992771908584,0.10483820107362707,0.009089992771908584,0.10483820107362707,0.0,5.659440354268347,0.10483820107362707,0.28623818850810334,0.0,0.0,0.0,0.0,0.0,0.10483820107362707,0.10483820107362707,0.04964675044983924
R_F_M__N,0.0,0.0,0.04725082784775747,0.10483820107362707,5.65910966643766,5.660763105591098,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.0,0.04725082784775747,0.10483820107362707,5.659771042099035,5.682257814585807,0.0,0.20229790186672236,0.0,0.2547164893089082,0.10483820107362707,0.001408896299969875,0.0,0.0,0.009089992771908584,0.10483820107362707,0.009089992771908584,0.10483820107362707,5.659440354268347,0.0,0.10483820107362707,0.28623818850810334,0.0,0.0,0.0,0.0,0.0,0.10483820107362707,0.10483820107362707,0.04964675044983924
R_N__T,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659440354268347,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.66043241776041,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659771042099035,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.660101729929723,0.5560394859734119,5.66043241776041,0.10483820107362707,0.10483820107362707,0.0,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.659771042099035,5.659771042099035,0.26856711119600174
R_N__U,0.0,0.0,0.034881625368898383,0.0,0.28623818850810334,0.28623818850810334,0.0,0.0,0.03978238186566507,1.4575928120129245,0.0,0.01046465925184581,0.0,0.0,0.0,0.034881625368898383,0.0,0.28623818850810334,0.28623818850810334,0.0,0.0,0.03978238186566507,1.4575928120129245,0.0,0.01046465925184581,0.0,0.0,0.0,0.0,0.0,0.0,0.28623818850810334,0.28623818850810334,0.0,0.0,0.0,0.0,0.03978238186566507,0.0,0.03978238186566507,0.0,0.0,0.07326389563970892
R_H__K,0.8715368610344871,0.8715368610344871,0.06234152847939889,0.046787339704555286,0.0,0.0,0.11505839451550237,0.011096442522302574,0.09231436515625013,0.0022006382234929234,0.046787339704555286,0.7929923582739118,0.023881247211917866,0.8715368610344871,0.8715368610344871,0.06234152847939889,0.046787339704555286,0.0,0.0,0.11505839451550237,0.011096442522302574,0.09231436515625013,0.0022006382234929234,0.046787339704555286,0.7929923582739118,0.023881247211917866,0.8715368610344871,0.08892428271226116,0.046787339704555286,0.08892428271226116,0.046787339704555286,0.0,0.0,0.046787339704555286,0.0,0.0,1.0756433169604884,0.09231436515625013,1.0756433169604884,0.09231436515625013,0.046787339704555286,0.046787339704555286,0.024213768687300963
R_G_K__L,0.3999495831493709,0.3999495831493709,0.0,0.0,0.0,0.0,0.01715597375484723,0.0,0.0,0.0,0.0,1.5676818312967287,0.03530876785311854,0.3999495831493709,0.3999495831493709,0.0,0.0,0.0,0.0,0.01715597375484723,0.0,0.0,0.0,0.0,1.5676818312967287,0.03530876785311854,0.3999495831493709,0.04801210968971237,0.0,0.04801210968971237,0.0,0.0,0.0,0.0,0.0,1.0756433169604884,0.0,0.0,5.992442999770994,0.0,0.0,0.0,0.11607228661544955
R_K__O,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,5.65910966643766,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,5.992442999770994,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.34083857515822746,0.0,0.34083857515822746,0.0,0.0,0.0,0.0,0.03978238186566507,0.09231436515625013,0.0,0.0,0.0,5.992442999770994,0.0,0.0,0.004002195862260471
R_L__W,0.3999495831493709,0.3999495831493709,0.0,0.0,0.0,0.0,0.01715597375484723,0.0,0.0,0.0,0.0,1.5676818312967287,0.03530876785311854,0.3999495831493709,0.3999495831493709,0.0,0.0,0.0,0.0,0.01715597375484723,0.0,0.0,0.0,0.0,1.5676818312967287,0.03530876785311854,0.3999495831493709,0.04801210968971237,0.0,0.04801210968971237,0.0,0.0,0.0,0.0,0.0,1.0756433169604884,5.992442999770994,0.0,0.0,0.0,0.0,0.0,0.11607228661544955
R_O_P__R,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,5.65910966643766,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.2004219620895027,0.0969002332043365,0.0,0.0,0.0,0.7605433542664626,0.008595885248687374,5.992442999770994,0.0,0.0,0.0018544186211606473,0.0,0.2004219620895027,0.34083857515822746,0.0,0.34083857515822746,0.0,0.0,0.0,0.0,0.03978238186566507,0.09231436515625013,0.0,5.992442999770994,0.0,0.0,0.0,0.0,0.004002195862260471
R_P_Q__S,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659440354268347,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.992442999770994,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.66043241776041,0.5560394859734119,5.65910966643766,0.10483820107362707,0.10483820107362707,5.659771042099035,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,0.0,5.992442999770994,0.26856711119600174
R_S_T__V_X,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.659440354268347,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.659440354268347,0.0,0.8140069643320818,0.15573730090751337,0.15573730090751337,1.0115218991454737,5.65910966643766,0.10483820107362707,0.10483820107362707,0.29054307602024654,0.0,0.0,0.012557185209014499,5.992442999770994,0.0,0.8140069643320818,0.15573730090751337,0.5560394859734119,5.66043241776041,0.5560394859734119,5.65910966643766,0.10483820107362707,0.10483820107362707,5.659771042099035,0.0,0.046787339704555286,0.0,0.0,0.0,0.0,5.992442999770994,0.0,0.26856711119600174
